Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Inverter_17,Inverter_18,Inverter_19,Inverter_20,Inverter_21,Inverter_22,Inverter_23,Inverter_24,Inverter_25,Inverter_26,Inverter_27,Inverter_28,Inverter_29,Inverter_30,Inverter_31,Inverter_32,Inverter_33,Inverter_34,Inverter_35,Inverter_36,Inverter_37,Inverter_38,Inverter_39,Inverter_40,Inverter_41,Inverter_42,Inverter_43,Inverter_44,Inverter_45,Inverter_46,Inverter_47,Inverter_48,Inverter_49,Inverter_50,Inverter_51,Inverter_52,Inverter_53,Inverter_54,Inverter_55,Inverter_56,Inverter_57,Inverter_58,Inverter_59,Inverter_60,Inverter_61,Inverter_62,Inverter_63,Inverter_64,Inverter_65,Inverter_66,Inverter_67,Inverter_68,Inverter_69,Inverter_70,Inverter_71,Inverter_72,Inverter_73,Inverter_74,Inverter_75,Inverter_76,Inverter_77,Inverter_78,Inverter_79,Inverter_80,Inverter_81,Inverter_82,Inverter_83,Inverter_84,Inverter_85,Inverter_86,Inverter_87,Inverter_88,Inverter_89,Inverter_90,Inverter_91,Inverter_92,Inverter_93,Inverter_94,Inverter_95,Inverter_96,Inverter_97,Inverter_98,Inverter_99,Inverter_100,Inverter_101,Inverter_102,Inverter_103,Inverter_104,Inverter_105,Inverter_106,Inverter_107,Inverter_108,Inverter_109,Inverter_110,Inverter_111,Inverter_112,Inverter_113,Inverter_114,Inverter_115,Inverter_116,Inverter_117,Inverter_118,Inverter_119,Inverter_120,Inverter_121,Inverter_122,Inverter_123,Inverter_124,Inverter_125,Inverter_126,Inverter_127,Inverter_128,Inverter_129,Inverter_130,Inverter_131,Inverter_132,Inverter_133,Inverter_134,Inverter_135,Inverter_136,Inverter_137,Inverter_138,Inverter_139,Inverter_140,Inverter_141,Inverter_142,Inverter_143,Inverter_144,Inverter_145,Inverter_146,Inverter_147,Inverter_148,Inverter_149,Inverter_150,Inverter_151,Inverter_152,Inverter_153,Inverter_154,Inverter_155,Inverter_156,Inverter_157,Inverter_158,Inverter_159,Inverter_160,Inverter_161,Inverter_162,Inverter_163,Inverter_164,Inverter_165,Avg_Top_20%,Expected Sum
2023-06-01 00:00:00,0.0,-13.77854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 01:00:00,0.0,-13.90563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 02:00:00,0.0,-13.86438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 03:00:00,0.0,-13.79208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 04:00:00,0.0,-13.71167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-06-01 05:00:00,1.549631,21.52146,,0.4193334,,,0.3049722,,,0.2654722,0.3124792,,,,,0.2127778,,0.267625,,,0.1356667,,,,0.2376111,0.2646945,,,,,0.2124167,,0.200375,,,0.1566875,,,0.422889,,,0.2038334,,,,0.1846111,0.1926389,,,,,0.4284166,,,0.4283889,0.3046667,,,,,0.2966666,,0.0,,,0.3981943,,,0.217125,,0.2263056,,,,,,0.3210555,,,0.0,,0.2953889,,0.3818751,,0.3398333,,0.2690278,,0.0,,,,0.262,,0.3708889,0.252125,0.16625,,0.3160278,,0.2688333,,,,0.0,0.0,0.0,0.3189722,0.3104722,0.2443333,0.09705555,0.2695833,0.1925,0.0,0.2387222,0.2730556,0.3233541,0.22975,0.1677292,0.3587778,0.2734167,0.0,0.2585556,0.1842222,0.2760556,0.312,0.2956389,0.0,0.3531389,0.1661667,0.2646389,0.0,0.2780278,0.3607222,0.3734444,0.2484375,0.3198056,0.2460417,,0.2552778,0.2278333,0.1678958,0.2609167,0.0,0.1450556,0.3508056,0.2673334,0.0,0.2135417,0.2195625,0.2748611,0.2893889,0.3005833,0.4225279,0.2838959,0.4479444,0.4227221,0.29,0.3574167,0.2080556,0.2167708,0.3119167,0.307,0.2475833,0.3197778,0.1420625,,23.72250055
2023-06-01 06:00:00,32.52932,417.1025,,3.15725,,,2.86075,,,2.586521,3.205479,,,,,2.20875,,2.973145,,,2.043063,,,,2.636187,2.396896,,,,,2.259333,,2.747271,,,2.208708,,,2.766125,,,2.275104,,,,2.514812,2.332,,,,,2.892667,,,2.880854,2.684417,,,,,2.772292,,0.0,,,2.575021,,,2.488438,,2.453708,,,,,,2.685958,,,0.0,,3.061937,,3.477291,,3.046583,,2.884271,,0.0,,,,3.024979,,3.263271,3.133375,2.751521,,3.029229,,3.088208,,,,0.0,0.0,0.0,3.098459,3.092396,3.134083,2.59925,3.205375,2.781542,0.0,2.855834,2.788771,3.23,3.016583,2.923875,3.212084,3.052917,0.0,2.943042,2.698521,2.949667,2.485542,2.980979,0.0,3.121125,2.723291,2.950729,0.0,2.742563,3.157792,3.147063,3.10225,3.019729,2.973271,,2.839667,2.715312,2.804417,2.374021,0.0,2.6745,3.082521,2.928396,0.0,3.001563,2.288188,2.976125,3.031063,3.046792,3.177938,2.905937,3.125937,3.219375,2.915604,3.104521,2.761875,2.956459,2.946291,2.980583,2.510917,3.065438,2.656667,,245.44225400000002
2023-06-01 07:00:00,140.5903,1623.447,,11.49325,,,11.36438,,,10.7205,11.93029,,,,,9.633896,,11.53558,,,9.340541,,,,10.90904,9.866438,,,,,10.02625,,11.05446,,,10.20704,,,9.806313,,,9.832854,,,,11.13675,10.39054,,,,,11.24473,,,10.42358,10.79504,,,,,11.61775,,12.286899444444442,,,10.39656,,,10.02254,,10.37456,,,,,,11.24819,,,12.286899444444442,,11.87737,,12.37383,,11.8955,,11.89637,,12.286899444444442,,,,11.70104,18.98637,12.01154,11.39044,11.66914,,11.56381,,11.67717,,,,12.286899444444442,12.286899444444442,12.286899444444442,11.881,11.68527,11.93975,11.25189,11.60256,11.42614,12.286899444444442,11.47379,10.97008,11.5779,11.49944,11.60825,11.85523,11.75919,12.286899444444442,11.469,11.28446,11.34944,9.071604,11.47344,12.286899444444442,11.60367,11.45479,11.35054,12.286899444444442,10.74796,12.04469,11.6924,11.5765,11.30867,11.62131,,11.11558,10.51756,11.16325,10.93442,12.286899444444442,11.09967,11.40769,11.21296,12.286899444444442,11.65186,6.582209,11.16746,11.76106,11.22285,11.74436,10.67154,11.1261,11.54008,11.31573,11.47023,11.24191,11.417,11.22033,11.88737,9.87427,11.92683,10.66835,12.286899444444442,1124.3760783333335
2023-06-01 08:00:00,391.7468,4121.013,,30.73677,,,30.27733,,,30.01229,30.61675,,,,,28.63429,,29.94584,,,25.7854,,,,29.38779,26.10767,,,,,27.90329,,29.96194,,,28.53842,,,25.69361,,,27.95215,,,,29.97396,28.45644,,,,,30.70235,,,26.45194,28.13571,,,,,30.4458,,31.113315,,,26.47559,,,26.11433,,30.7931,,,,,,31.5496,,,31.113315,,31.32296,,31.64713,,31.29123,,31.25079,,31.113315,,,,30.60336,30.59442,30.96137,31.22677,30.79288,,30.41054,,30.65136,,,,31.113315,31.113315,31.113315,30.9605,30.24079,30.95267,29.86358,30.93844,30.39358,31.113315,30.2466,28.66869,30.01267,30.81844,30.6011,30.84348,30.73285,31.113315,30.449,30.50792,29.68335,28.93258,30.44108,31.113315,30.55531,31.07063,30.04483,31.113315,28.25789,30.75304,30.36286,30.52221,18.09608,17.79267,,18.096,16.15425,17.76523,17.29658,31.113315,17.38521,18.11756,16.8856,31.113315,17.42904,9.119168,17.05169,30.83431,31.25025,30.89248,28.80069,29.10081,31.12604,30.52252,31.10258,30.1861,30.45923,30.23156,30.17848,26.04538,30.06471,28.27333,31.113315,2811.876588
2023-06-01 09:00:00,614.364,6235.235,,48.23181,,,48.06239,,,47.21312,48.63054,,,,,43.97435,,47.95044,,,41.13898,,,,47.35558,42.33142,,,,,45.58163,,47.8026,,,45.85004,,,40.46142,,,45.98748,,,,47.52473,41.79306,,,,,48.28877,,,41.53398,41.56304,,,,,47.05838,,48.91292722222223,,,41.30812,,,41.5774,,48.44631,,,,,,49.49839,,,48.91292722222223,,49.41119,,49.78471,,49.12504,,49.02215,,48.91292722222223,,,,48.26313,46.33179,48.67548,48.58975,48.48454,,47.87394,,48.32079,,,,48.91292722222223,48.91292722222223,48.91292722222223,41.26019,41.52235,41.23433,41.10957,40.94254,41.12873,48.91292722222223,41.39789,38.48112,40.85583,41.20096,41.01908,41.15925,41.53673,48.91292722222223,47.7906,48.14811,47.86394,48.86483,47.83363,48.91292722222223,48.05946,48.61919,47.76273,48.91292722222223,44.59196,48.35006,47.90206,48.52123,13.61898,13.51835,,13.62269,12.75504,13.39965,13.74838,48.91292722222223,13.8384,13.6066,13.86521,48.91292722222223,13.95921,9.208959,13.80517,49.09144,48.20994,48.87031,44.85344,46.02806,48.86382,48.75656,49.17721,47.97139,47.91144,48.22337,48.19667,41.45196,48.30421,44.79077,48.91292722222223,4186.805215666665
