Unnamed: 0,Unnamed: 1,Measured data,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Estimated data,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
Site Time,POA Sensor,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",INV Sum,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",INV Sum
2022-09-01 00:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 01:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 02:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 03:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 04:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 05:00:00,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 06:00:00,0.08597375,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01 07:00:00,53.29787,29.21705,29.83088,25.35227,29.43722,28.94565,29.5161,28.87066,,29.78273,28.96062,259.91318,29.21705,29.83088,25.35227,29.43722,28.94565,29.5161,28.87066,0,29.78273,28.96062,259.91318
2022-09-01 08:00:00,202.7174,110.0593,106.5801,104.2488,114.7989,101.2281,101.939,108.0922,,102.8718,107.05,956.8682,110.0593,106.5801,104.2488,114.7989,101.2281,101.939,108.0922,0,102.8718,107.05,956.8682
2022-09-01 09:00:00,410.5315,218.7914,210.8286,212.9534,228.735,196.5466,199.8699,214.0442,,200.7459,209.1777,1891.6926999999998,218.7914,210.8286,212.9534,228.735,196.5466,199.8699,214.0442,0,200.7459,209.1777,1891.6926999999998
2022-09-01 10:00:00,640.8478,327.6488,322.16,322.8495,340.9848,296.4087,297.8272,320.1451,,293.9461,310.8043,2832.7745000000004,327.6488,322.16,322.8495,340.9848,296.4087,297.8272,320.1451,0,293.9461,310.8043,2832.7745000000004
2022-09-01 11:00:00,877.4439,418.6185,416.8234,420.976,438.4882,385.8948,384.4358,409.0866,,362.3639,387.477,3624.1641999999993,418.6185,416.8234,420.976,438.4882,385.8948,384.4358,409.0866,0,362.3639,387.477,3624.1641999999993
2022-09-01 12:00:00,738.1103,344.0707,345.0049,339.4158,350.2997,326.54,307.7694,341.3802,,329.5124,347.525,3031.5181000000002,344.0707,345.0049,339.4158,350.2997,326.54,307.7694,341.3802,0,329.5124,347.525,3031.5181000000002
2022-09-01 13:00:00,709.4498,336.6545,342.2227,338.4545,351.7859,322.8502,314.9964,336.0073,,311.3621,326.9542,2981.2877999999996,336.6545,342.2227,338.4545,351.7859,322.8502,314.9964,336.0073,0,311.3621,326.9542,2981.2877999999996
