Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Inverter_17,Inverter_18,Inverter_19,Inverter_20,Inverter_21,Inverter_22,Inverter_23,Inverter_24,Inverter_25,Inverter_26,Inverter_27,Inverter_28,Inverter_29,Inverter_30,Inverter_31,Inverter_32,Inverter_33,Inverter_34,Inverter_35,Inverter_36,Inverter_37,Inverter_38,Inverter_39,Inverter_40,Inverter_41,Inverter_42,Inverter_43,Inverter_44,Inverter_45,Inverter_46,Inverter_47,Inverter_48,Inverter_49,Inverter_50,Inverter_51,Inverter_52,Inverter_53,Inverter_54,Inverter_55,Inverter_56,Inverter_57,Inverter_58,Inverter_59,Inverter_60,Inverter_61,Inverter_62,Inverter_63,Inverter_64,Inverter_65,Inverter_66,Inverter_67,Inverter_68,Inverter_69,Inverter_70,Inverter_71,Inverter_72,Inverter_73,Inverter_74,Inverter_75,Inverter_76,Inverter_77,Inverter_78,Inverter_79,Inverter_80,Inverter_81,Inverter_82,Inverter_83,Inverter_84,Inverter_85,Inverter_86,Inverter_87,Inverter_88,Inverter_89,Inverter_90,Inverter_91,Inverter_92,Inverter_93,Inverter_94,Inverter_95,Inverter_96,Inverter_97,Inverter_98,Inverter_99,Inverter_100,Inverter_101,Inverter_102,Inverter_103,Inverter_104,Inverter_105,Inverter_106,Inverter_107,Inverter_108,Inverter_109,Inverter_110,Inverter_111,Inverter_112,Inverter_113,Inverter_114,Inverter_115,Inverter_116,Inverter_117,Inverter_118,Inverter_119,Inverter_120,Inverter_121,Inverter_122,Inverter_123,Inverter_124,Inverter_125,Inverter_126,Inverter_127,Inverter_128,Inverter_129,Inverter_130,Inverter_131,Inverter_132,Inverter_133,Inverter_134,Inverter_135,Inverter_136,Inverter_137,Inverter_138,Inverter_139,Inverter_140,Inverter_141,Inverter_142,Inverter_143,Inverter_144,Inverter_145,Inverter_146,Inverter_147,Inverter_148,Inverter_149,Inverter_150,Inverter_151,Inverter_152,Inverter_153,Inverter_154,Inverter_155,Inverter_156,Inverter_157,Inverter_158,Inverter_159,Inverter_160,Inverter_161,Inverter_162,Inverter_163,Inverter_164,Inverter_165,Inverter_166,Inverter_167,Inverter_168,Inverter_169,Inverter_170,Inverter_171,Inverter_172,Inverter_173,Inverter_174,Inverter_175,Inverter_176,Inverter_177,Inverter_178,Inverter_179,Inverter_180,Inverter_181,Inverter_182,Inverter_183,Inverter_184,Inverter_185,Inverter_186,Inverter_187,Inverter_188,Inverter_189,Inverter_190,Avg_Top_20%,Expected Sum
2023-07-01 00:00:00,0.0,-8.848333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 01:00:00,0.0,-8.973333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 02:00:00,0.0,-9.033334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 03:00:00,0.0,-8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 04:00:00,0.0,-9.034583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 05:00:00,0.2005847,-9.022083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2023-07-01 06:00:00,22.15323,89.1254,0.5426249,0.5521249,0.396125,0.374,0.0,0.6146249,0.6222499,0.6354582,0.5812082,0.6066667,0.6057082,0.4194167,0.6103333,0.6112083,0.4194167,0.5963749,0.5790418,0.4002917,0.3980417,0.5809168,0.6045416,0.5973334,0.5673749,0.6003749,0.6190001,0.5558749,0.5797917,0.3475417,0.3160833,0.5176666,0.536,0.3757083,0.38775,0.5680416,0.5654584,0.380625,0.4010834,0.6179166,0.6095833,0.6117916,0.6315417,0.5987499,0.6382084,0.6184167,0.6347499,0.6142501,0.6328749,0.6075,0.6022499,0.579875,0.626375,0.608125,0.5540833,0.605125,0.5897918,0.37475,0.3620833,0.5685834,0.5386666,0.547875,0.3645417,0.59525,0.5926249,0.6183332,0.6004584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8104572
2023-07-01 07:00:00,98.52246,454.0162,2.369917,2.440458,1.705166,1.687875,0.7613332,2.607375,2.616167,2.63275,2.541458,2.587875,2.594458,1.761042,2.583709,2.579166,1.768875,2.563208,2.530167,1.721667,1.711375,2.486583,2.53875,2.514375,2.476042,2.526125,2.595458,2.4455,2.496125,1.603958,1.538583,2.375042,2.493042,1.662875,1.730791,2.5205,2.532875,1.699584,1.753834,2.590458,2.664042,2.589709,2.67675,2.552708,2.680084,2.607708,2.683625,2.60875,2.68175,2.615041,2.5925,2.496083,2.63375,2.5715,2.607458,2.5895,2.551917,1.683792,1.667667,2.513417,2.483792,2.474041,1.653375,2.582083,2.555583,2.679,2.604875,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,2.645144230769231,482.2880700461538
2023-07-01 08:00:00,323.6257,1471.48,7.57475,7.693792,5.273791,5.262333,7.914042,7.886625,7.937625,7.9815,7.877417,7.964667,7.876167,5.302542,7.911292,7.844083,5.305208,7.911292,7.741583,5.29775,5.214958,7.753583,7.833917,7.882125,7.652166,7.852458,8.1535,7.598917,7.972875,5.126958,5.281,7.588083,8.027541,5.279667,5.543791,7.837208,8.030083,5.357417,5.646,7.8995,8.542,7.947626,8.555417,7.832417,8.545417,7.98875,8.615376,7.936292,8.541208,8.056707,8.532251,7.851458,8.582208,8.004167,8.517042,8.164,8.266999,5.492167,5.638583,8.111166,8.224999,8.208042,5.363875,8.471209,8.157876,8.598667,8.079334,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,8.476987307692308,1542.5368724615387
2023-07-01 09:00:00,530.1114,2506.278,13.09684,13.14546,8.956415,8.944876,13.47979,13.3658,13.46012,13.50366,13.36362,13.511,13.37333,9.014583,13.41233,13.3165,9.029833,13.40713,13.16733,8.991291,8.886666,13.21916,13.30879,13.38196,13.09363,13.35408,13.73538,13.01421,13.54716,8.813501,9.012999,13.06063,13.63388,8.979251,9.382418,13.36154,13.58929,9.113167,9.4755,13.40571,14.27696,13.52296,14.32938,13.3645,14.31804,13.50229,14.37421,13.46317,14.26812,13.63671,14.26679,13.37575,14.34933,13.53996,14.24575,13.80379,13.92571,9.280042,9.486167,13.75046,13.93575,13.88608,9.131542,14.16417,13.79442,14.47217,13.77787,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,14.216343076923078,2595.1938056153845
