Princeton,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,-12.16978
2022-12-01 01:00:00,0,0,0,0,-12.33484
2022-12-01 02:00:00,0,0,0,0,-12.50195
2022-12-01 03:00:00,0,0,0,0,-12.48536
2022-12-01 04:00:00,0,0,0,0,-12.72727
2022-12-01 05:00:00,0,0,0,0,-12.69088
2022-12-01 06:00:00,0,0,0,0,-12.84681
2022-12-01 07:00:00,0,82.34326,53.11416,95.75263,225.6771
2022-12-01 08:00:00,305.8164,475.5382,460.752,534.9422,1465.008
2022-12-01 09:00:00,581.9117,1090.967,1158.138,1247.88,3472.387
2022-12-01 10:00:00,731.1613,1103.464,1473.215,1520.135,4060.51
2022-12-01 11:00:00,813.1252,1103.741,1594.883,1640.094,4303.52
2022-12-01 12:00:00,819.4357,1103.825,1585.693,1628.815,4279.766
2022-12-01 13:00:00,747.5198,1103.752,1453.179,1486.666,4006.955
2022-12-01 14:00:00,600.6095,1084.357,1174.697,1188.547,3431.052
2022-12-01 15:00:00,390.8786,485.9406,538.7558,514.6592,1532.881
2022-12-01 16:00:00,86.96698,67.87765,74.97015,87.63062,221.2953
2022-12-01 17:00:00,0.5881428,0,0,0,-13.49562
2022-12-01 18:00:00,0,0,0,0,-12.00364
2022-12-01 19:00:00,0,0,0,0,-12.20639
2022-12-01 20:00:00,0,0,0,0,-12.34251
2022-12-01 21:00:00,0,0,0,0,-12.49588
2022-12-01 22:00:00,0,0,0,0,-12.64208
2022-12-01 23:00:00,0,0,0,0,-12.67742
2022-12-02 00:00:00,0,0,0,0,-12.61182
2022-12-02 01:00:00,0,0,0,0,-12.67144
2022-12-02 02:00:00,0,0,0,0,-12.78722
2022-12-02 03:00:00,0,0,0,0,-12.9918
2022-12-02 04:00:00,0,0,0,0,-13.08488
2022-12-02 05:00:00,0,0,0,0,-13.1996
2022-12-02 06:00:00,0,0,0,0,-13.3513
2022-12-02 07:00:00,85.9266,46.29278,27.75764,75.90166,145.677
2022-12-02 08:00:00,319.9102,433.8716,411.0499,495.551,1337.788
2022-12-02 09:00:00,414.1558,805.493,759.5792,823.0818,2388.849
2022-12-02 10:00:00,432.8544,744.3751,782.9413,829.9525,2361.251
2022-12-02 11:00:00,692.1909,1054.003,1339.962,1369.597,3730.986
2022-12-02 12:00:00,444.5671,713.9802,841.8328,861.0663,2406.554
2022-12-02 13:00:00,373.1229,572.4088,610.8253,631.6246,1816.594
2022-12-02 14:00:00,335.5352,635.3127,649.5209,693.2016,1979.062
2022-12-02 15:00:00,224.3012,372.7581,384.4198,384.8286,1135.045
2022-12-02 16:00:00,56.5217,56.18823,55.49029,61.79021,165.5375
2022-12-02 17:00:00,0.8665833,0,0,0,-11.46944
2022-12-02 18:00:00,0,0,0,0,-11.60214
2022-12-02 19:00:00,0,0,0,0,-11.77166
2022-12-02 20:00:00,0,0,0,0,-11.9824
2022-12-02 21:00:00,0,0,0,0,-12.27888
2022-12-02 22:00:00,0,0,0,0,-12.28052
2022-12-02 23:00:00,0,0,0,0,-12.29449
2022-12-03 00:00:00,0,0,0,0,-12.31927
2022-12-03 01:00:00,0,0,0,0,-12.35194
2022-12-03 02:00:00,0,0,0,0,-12.35118
2022-12-03 03:00:00,0,0,0,0,-12.42746
2022-12-03 04:00:00,0.3020934,0,0,0,-12.41995
2022-12-03 05:00:00,0.1355039,0,0,0,-12.42218
2022-12-03 06:00:00,0,0,0,0,-12.25807
2022-12-03 07:00:00,0,5.174439,5.066299,5.912132,5.478143
2022-12-03 08:00:00,7.71089,154.6357,151.7397,164.4803,462.144
2022-12-03 09:00:00,241.6706,510.482,486.7812,505.2613,1499.057
2022-12-03 10:00:00,234.5424,474.5678,458.325,469.6772,1401.131
2022-12-03 11:00:00,158.9112,253.1926,233.6481,247.2961,727.3876
2022-12-03 12:00:00,46.90726,73.15787,68.06763,75.32433,213.7509
2022-12-03 13:00:00,95.28817,165.4333,169.6778,168.7961,493.1638
2022-12-03 14:00:00,65.94548,117.3396,112.0721,112.5107,340.9803
2022-12-03 15:00:00,22.42826,21.83003,26.01886,21.7207,61.41327
2022-12-03 16:00:00,8.377241,4.012043,4.600303,2.712388,0.8369475
2022-12-03 17:00:00,0.02546175,0,0,0,-11.41988
2022-12-03 18:00:00,0.02475,0,0,0,-11.45767
2022-12-03 19:00:00,0.2589444,0,0,0,-11.54613
2022-12-03 20:00:00,0,0,0,0,-11.59106
2022-12-03 21:00:00,0,0,0,0,-11.66221
2022-12-03 22:00:00,0,0,0,0,-11.93661
2022-12-03 23:00:00,0,0,0,0,-11.8838
2022-12-04 00:00:00,0,0,0,0,-12.12075
2022-12-04 01:00:00,0,0,0,0,-12.19664
2022-12-04 02:00:00,0,0,0,0,-12.20123
2022-12-04 03:00:00,0,0,0,0,-12.19974
2022-12-04 04:00:00,0,0,0,0,-12.31232
2022-12-04 05:00:00,0,0,0,0,-12.36705
2022-12-04 06:00:00,0,0,0,0,-12.50266
2022-12-04 07:00:00,0,55.83803,33.45609,60.91298,134.1942
2022-12-04 08:00:00,124.0706,318.9117,301.4107,336.6386,950.3272
2022-12-04 09:00:00,276.2538,541.9742,517.2738,547.0569,1606.995
2022-12-04 10:00:00,199.8128,389.1169,381.7726,393.4724,1164.26
2022-12-04 11:00:00,173.2621,341.0292,332.1955,341.0263,1001.691
2022-12-04 12:00:00,138.9188,261.601,257.4717,263.3326,776.9534
2022-12-04 13:00:00,120.4185,233.6526,223.9619,232.9381,682.0587
2022-12-04 14:00:00,90.84824,154.1717,157.724,155.7319,466.4599
2022-12-04 15:00:00,65.33171,106.8141,94.44562,96.90682,293.5458
2022-12-04 16:00:00,25.8127,25.21128,24.84071,17.92671,61.66845
2022-12-04 17:00:00,0.4271251,0,0,0,-11.68755
2022-12-04 18:00:00,0,0,0,0,-12.11594
2022-12-04 19:00:00,0,0,0,0,-12.12126
2022-12-04 20:00:00,0,0,0,0,-12.221
2022-12-04 21:00:00,0,0,0,0,-12.396
2022-12-04 22:00:00,0,0,0,0,-12.48901
2022-12-04 23:00:00,0,0,0,0,-12.65981
2022-12-05 00:00:00,0,0,0,0,-12.61758
2022-12-05 01:00:00,0,0,0,0,-12.58364
2022-12-05 02:00:00,0,0,0,0,-12.61047
