Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2022-12-01 00:00:00,,,,,,,
2022-12-01 01:00:00,,,,,,,
2022-12-01 02:00:00,,,,,,,
2022-12-01 03:00:00,,,,,,,
2022-12-01 04:00:00,,,,,,,
2022-12-01 05:00:00,,,,,,,
2022-12-01 06:00:00,,,,,,,
2022-12-01 07:00:00,,,,,,,
2022-12-01 08:00:00,,,,,,,
2022-12-01 09:00:00,,,,,,,
2022-12-01 10:00:00,,,,,,,
2022-12-01 11:00:00,,,,,,,
2022-12-01 12:00:00,,,,,,,
2022-12-01 13:00:00,,,,,,,
2022-12-01 14:00:00,,,,,,,
2022-12-01 15:00:00,,,,,,,
2022-12-01 16:00:00,,,,,,,
2022-12-01 17:00:00,,,,,,,
2022-12-01 18:00:00,,,,,,,
2022-12-01 19:00:00,,,,,,,
2022-12-01 20:00:00,,,,,,,
2022-12-01 21:00:00,,,,,,,
2022-12-01 22:00:00,,,,,,,
2022-12-01 23:00:00,,,,,,,
2022-12-02 00:00:00,,,,,,,
2022-12-02 01:00:00,,,,,,,
2022-12-02 02:00:00,,,,,,,
2022-12-02 03:00:00,,,,,,,
2022-12-02 04:00:00,,,,,,,
2022-12-02 05:00:00,,,,,,,
2022-12-02 06:00:00,,,,,,,
2022-12-02 07:00:00,,,,,,,
2022-12-02 08:00:00,,,,,,,
2022-12-02 09:00:00,,,,,,,
2022-12-02 10:00:00,,,,,,,
2022-12-02 11:00:00,,,,,,,
2022-12-02 12:00:00,,,,,,,
2022-12-02 13:00:00,,,,,,,
2022-12-02 14:00:00,,,,,,,
2022-12-02 15:00:00,,,,,,,
2022-12-02 16:00:00,,,,,,,
2022-12-02 17:00:00,,,,,,,
2022-12-02 18:00:00,,,,,,,
2022-12-02 19:00:00,,,,,,,
2022-12-02 20:00:00,,,,,,,
2022-12-02 21:00:00,,,,,,,
2022-12-02 22:00:00,,,,,,,
2022-12-02 23:00:00,,,,,,,
2022-12-03 00:00:00,,,,,,,
2022-12-03 01:00:00,,,,,,,
2022-12-03 02:00:00,,,,,,,
2022-12-03 03:00:00,,,,,,,
2022-12-03 04:00:00,,,,,,,
2022-12-03 05:00:00,,,,,,,
2022-12-03 06:00:00,,,,,,,
