Chiloquin Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167
2022-12-07 14:00:00,173.7753,5.8785,5.256229,5.463583,5.869417,5.178625,5.524959,5.219542,6.269604,5.420854,6.842521,5.204563,6.620729,6.443229,8.809167,8.380271,7.779666,8.918813,6.274896,8.499812,6.951562,10.09654,9.239958,5.869042,9.69525,5.45475,4.582938,5.240896,5.931917,4.888354,4.788291,5.161896,4.806229,5.015833,4.276229,4.392354,4.342542,4.675708,4.220583,4.223146,4.46525,4.158458,4.414146,4.743375,4.914125,3.986145,5.063646,4.685021,4.193583,4.119,5.244729,4.939771,3.692959,4.501417,5.107333,4.081167,4.358833,3.615187,4.259438,5.156792,5.425229,4.411812,5.590979,4.977479,6.572875,6.124208,,6.900334,9.635687,9.157312,5.929104,9.446938,6.043833,9.027104,7.420958,5.758625,5.027875,5.086812,5.106396,5.127792,5.427333,5.511687,5.488146,5.148521,5.116917,5.229229,5.032042,5.335187,6.221354,5.264146,,4.959667,4.96975,5.008958,5.32873,5.043812,5.140125,4.985458,5.053937,4.818417,5.225396,4.973813,5.161437,5.211521,5.046042,5.235312,5.116792,5.034729,5.083562,5.058187,4.755437,5.173729,4.852521,4.975146,4.920187,4.377563,5.054312,4.869792,5.691979,5.102125,4.976646,5.344604,4.873084,4.825313,5.210292,5.137771,5.158021,5.109063,5.322375,4.878167,,5.476625,4.990271,5.103479,4.536729,5.240959,5.035438,4.963604,4.931375,4.910687,5.037375,4.846375,5.050438,5.050729,4.829917,5.026312,5.119958,4.713562,5.020792,5.26252,5.018146,5.1355,5.275646,5.253562,4.644458,4.670667,5.241042,4.959458,5.427292,4.863625,4.993125,4.931687,5.1045,4.516104,5.160896,5.492709,898.3008
2022-12-07 15:00:00,78.55296,2.311167,2.094,2.175209,2.211312,2.009959,2.300375,1.980958,2.450459,2.162021,2.681166,1.959125,2.595021,2.699375,3.49675,3.314875,3.121479,3.619333,2.483917,3.233917,2.7265,4.008562,3.608146,2.217354,3.9025,2.139792,1.842208,2.058708,2.304833,1.829354,1.780604,1.978208,1.796583,1.924104,1.632354,1.6605,1.673042,2.024917,1.628125,1.543542,1.672042,1.493792,1.700333,2.070833,1.807854,1.545687,2.170459,1.693563,1.801937,1.488521,2.187063,1.897875,1.360562,1.9725,2.036562,1.481896,1.630104,1.386562,1.592958,2.038625,2.148646,1.640604,2.411041,1.951291,2.568979,2.402584,,2.814458,3.775312,3.591958,2.299167,3.753042,2.325167,3.506625,3.042479,2.28975,1.896708,1.934,1.930938,1.972167,2.106937,2.292021,2.331375,1.961979,1.994729,2.050708,1.934042,2.096875,2.443479,2.036354,,1.890604,1.899979,1.933146,2.144166,1.919354,1.894792,1.894229,1.928438,1.816563,2.032417,1.947813,2.021771,2.067208,1.924208,2.085542,1.977813,1.945521,1.983896,1.956854,1.684021,2.05975,1.776188,1.921813,1.853125,1.735729,2.029271,1.806896,2.139667,2.023375,1.888562,2.070916,1.825167,1.735958,1.995833,2.210979,1.9605,1.904417,2.086437,1.714438,,2.342375,1.877854,1.956187,1.789937,2.072563,1.925833,1.885583,1.795667,1.81625,1.895771,1.815896,1.943146,1.903083,1.725271,1.995646,1.952167,1.674792,1.906625,2.151729,1.970312,1.956438,2.043854,2.093542,1.891833,1.907792,2.080125,1.882729,2.132458,1.787041,1.875104,1.85575,1.967479,1.792438,2.002854,2.079375,348.3646
2022-12-07 16:00:00,8.306982,0.1315625,0.142625,0.1465833,0.0940625,0.1213125,0.2047708,0.09697916,0.133375,0.1504583,0.1681875,0.0835625,0.1449792,0.2550625,0.2094375,0.2128958,0.1948334,0.2450833,0.145625,0.1493125,0.1553334,0.268625,0.2074167,0.09841666,0.2679375,0.1087083,0.1209792,0.1608333,0.1260625,0.07547916,0.06822917,0.09760416,0.08072917,0.1014583,0.06397916,0.06635418,0.09506251,0.2342292,0.09177778,0.07630555,0.06825,0.04856251,0.08075,0.2126666,0.05897918,0.06035417,0.2157709,0.03585418,0.1672708,0.07855555,0.2274583,0.1004583,0.04825,0.2074375,0.1271875,0.05316667,0.05210417,0.054375,0.054125,0.1170625,0.1386875,0.05345834,0.3285367,0.08489583,0.1433958,0.1708611,,0.2102709,0.2130208,0.1962083,0.1170208,0.2327292,0.1101667,0.1846458,0.2367291,0.1431042,0.0876875,0.09279167,0.07854167,0.1011042,0.12525,0.1935625,0.2340417,0.1204167,0.1185208,0.1119375,0.08666667,0.1187708,0.125375,0.09695832,,0.09041667,0.07960418,0.090125,0.1509792,0.08864582,0.07279167,0.08595833,0.08483334,0.08029167,0.1124167,0.1070208,0.1251875,0.1679722,0.07764583,0.1226875,0.1068958,0.09475,0.1454166,0.09837499,0.027625,0.1970556,0.06766667,0.09143751,0.1024722,0.09985416,0.1797222,0.07656251,0.08204167,0.1581945,0.07804166,0.1112708,0.07689583,0.04891668,0.1014583,0.158625,0.08327083,0.07022917,0.1203125,0.03577083,,0.2555625,0.08747917,0.1039375,0.1158333,0.1242708,0.1006042,0.1050208,0.05820833,0.07422917,0.08302083,0.07597917,0.1007917,0.1268056,0.05622917,0.1281042,0.09745834,0.04379167,0.08427083,0.169375,0.1265,0.1288611,0.1584444,0.1456458,0.1426042,0.1578958,0.1439167,0.08941667,0.1763611,0.06408333,0.09241666,0.08843751,0.112,0.1266667,0.1069375,0.09802084,5.524168
2022-12-07 17:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.31979
2022-12-07 18:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.31937
2022-12-07 19:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.40563
2022-12-07 20:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.46167
2022-12-07 21:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.53916
2022-12-07 22:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.53
2022-12-07 23:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.42688
2022-12-08 00:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.35979
2022-12-08 01:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.3725
2022-12-08 02:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.40563
2022-12-08 03:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.35688
2022-12-08 04:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.35646
2022-12-08 05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.39792
2022-12-08 06:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.47521
2022-12-08 07:00:00,11.23139,0.1736042,0.2297083,0.2263958,0.08325001,0.153,0.27025,0.0876875,0.1662083,0.1975625,0.2045208,0.1393542,0.1457292,0.3131042,0.2335833,0.2989168,0.2850209,0.2756874,0.1634375,0.1377917,0.1649167,0.3350417,0.2586458,0.1408333,0.3105417,0.137125,0.1135625,0.1459792,0.1429167,0.094,0.08420834,0.1203333,0.09497917,0.1103125,0.07218749,0.05893751,0.1041458,0.2227708,0.07883333,0.07683334,0.07641666,0.08941666,0.1291042,0.2194792,0.07152083,0.07102083,0.2577083,0.0300625,0.189375,0.08237499,0.2291875,0.1148125,0.06385417,0.2134583,0.1679167,0.0675,0.08616666,0.1596667,0.04191666,0.1484792,0.1838542,0.1018542,0.2698958,0.10775,0.1575834,0.1766667,,0.2340417,0.2713542,0.2503125,0.1477083,0.291625,0.1465417,0.243625,0.2852292,0.1762708,0.09437501,0.1281458,0.1540625,0.1438125,0.1557708,0.2482708,0.2665417,0.117,0.1665,0.148125,0.114375,0.1630833,0.1293542,0.17,,0.1393958,0.09760417,0.1166875,0.18675,0.1797917,0.06529166,0.08531251,0.1588125,0.1145,0.1805,0.1504583,0.1868542,0.1804375,0.1115625,0.1581875,0.1612083,0.1293958,0.1282917,0.1445833,0.0270625,0.1827083,0.07125001,0.1197292,0.09216668,0.1078333,0.205875,0.1321875,0.11925,0.1802709,0.1182083,0.1779583,0.1176667,0.05999999,0.1286042,0.175625,0.1273125,0.08835418,0.1755625,0.06772918,,0.2684792,0.138,0.1868333,0.1502083,0.1654584,0.1521458,0.1454792,0.06210416,0.1120417,0.09733334,0.07577084,0.098625,0.1127708,0.03697918,0.155,0.1261458,0.05035418,0.1080208,0.173125,0.152375,0.1228958,0.1235833,0.2241875,0.1974792,0.2178542,0.2024583,0.1261042,0.1813125,0.08260417,0.1201875,0.13775,0.1631042,0.1505833,0.1556458,0.09743749,15.09521
2022-12-08 08:00:00,103.517,3.090021,3.002375,3.045771,2.304667,2.690104,3.173125,2.450083,3.258604,2.961917,3.586188,2.655209,3.379312,3.692416,4.625062,4.478583,4.28425,4.804104,3.269479,4.114146,3.512438,5.395271,4.783917,2.936854,5.186438,2.675521,2.329688,2.670396,2.989896,2.420438,2.340854,2.472687,2.324812,2.431542,1.987521,2.024042,2.179333,2.679583,2.094417,1.952771,2.154479,1.982334,2.195916,2.800292,2.251229,1.928646,2.997188,2.228542,2.445125,1.940333,2.851771,2.446271,1.819833,2.707625,2.776625,1.867312,2.146167,2.651271,1.860229,2.731812,2.908333,2.303437,3.255417,2.562542,3.326375,3.217479,,3.728937,5.142521,4.957854,2.988979,5.112688,3.127125,4.772958,4.047188,3.08127,2.454417,2.601125,2.682562,2.642729,2.827958,3.093958,3.173291,2.589375,2.610312,2.6975,2.594271,2.743146,3.173312,2.829542,,2.638438,2.484562,2.585063,2.884646,2.746583,2.27225,2.405833,2.671729,2.524333,2.816458,2.658125,2.745458,2.827333,2.560542,2.793437,2.745083,2.606833,2.638438,2.693479,2.096917,2.827562,2.235854,2.53775,2.38425,2.271083,2.823,2.488896,2.935021,2.772813,2.585,2.914729,2.403979,2.259063,2.731896,2.907771,2.632375,2.487313,2.867708,2.317583,,3.180271,2.60875,2.852875,2.460854,2.679437,2.691271,2.567125,2.197333,2.465375,2.49225,2.333083,2.493229,2.52723,2.154354,2.735875,2.581417,2.176,2.483355,2.201333,2.537104,2.632083,2.633104,2.992604,2.616875,2.688062,2.913459,2.609562,2.91025,2.412271,2.54825,2.641625,2.624166,2.390521,2.738979,2.667375,482.6798
2022-12-08 09:00:00,66.21089,2.188271,2.085542,2.147875,1.86725,1.900917,2.279708,1.777562,2.264396,2.078667,2.474896,1.829896,2.350542,2.607208,3.188604,3.068063,2.896938,3.251688,2.243459,2.796146,2.411625,3.651792,3.232042,1.969271,3.5335,1.841416,1.630104,1.860458,2.035708,1.622292,1.577562,1.693875,1.550292,1.645646,1.387792,1.370479,1.443083,1.849521,1.427167,1.295729,1.459563,1.263812,1.490729,1.966333,1.502167,1.311812,2.068646,1.422583,1.700833,1.252729,1.929062,1.588562,1.145313,1.861021,1.820667,1.166583,1.379,1.783396,1.242333,1.796708,1.926334,1.407416,2.215375,1.669812,2.115333,2.07175,,2.463813,3.224,3.123333,1.934167,3.248646,1.981479,2.9785,2.526583,1.968688,1.526479,1.612937,1.66175,1.625938,1.822458,1.968771,2.079834,1.573771,1.64975,1.694667,1.635167,1.706125,1.996271,1.719292,,1.663146,1.56975,1.609875,1.893875,1.694125,1.47375,1.526917,1.689979,1.533917,1.782604,1.658854,1.733542,1.781646,1.581771,1.760354,1.794604,1.676,1.703417,1.745792,1.343896,1.855521,1.431646,1.619688,1.515667,1.474875,1.830166,1.555437,1.863583,1.794875,1.624542,1.953959,1.628104,1.440146,1.817979,2.051,1.737917,1.642896,1.944479,1.474417,,2.181479,1.711583,1.852104,1.635333,1.810666,1.786562,1.691958,1.553292,1.616583,1.706104,1.542709,1.722583,1.660437,1.466917,1.8115,1.762521,1.402187,1.682771,1.521854,1.731729,1.766312,1.845625,2.020146,1.828979,1.860208,2.013604,1.718042,2.015292,1.600271,1.741042,1.722125,1.816334,1.621833,1.900542,1.817271,318.9669
2022-12-08 10:00:00,63.8424,1.655333,1.5755,1.642979,1.493479,1.454396,1.791021,1.374375,1.712417,1.593938,1.863958,1.346,1.770917,2.025854,2.382167,2.286167,2.144604,2.41,1.679667,2.029417,1.797271,2.677146,2.350729,1.439417,2.631791,1.379229,1.236604,1.383146,1.512937,1.160271,1.142062,1.270688,1.122583,1.220729,1.038292,1.0265,1.100125,1.419354,1.049333,0.9524583,1.063771,0.9191249,1.114,1.523521,1.072063,0.962354,1.567771,0.9914998,1.299917,0.9100623,1.474458,1.166042,0.8230208,1.408167,1.312417,0.8402084,0.9757501,1.306333,0.8857291,1.310604,1.42525,0.9998751,1.685771,1.210542,1.237937,1.484729,,1.823229,2.26675,2.188292,1.393417,2.28075,1.395854,2.067188,1.805646,1.418729,1.068187,1.109792,1.144604,1.107312,1.313646,1.440312,1.537917,1.08225,1.175958,1.207042,1.154479,1.211187,1.419041,1.181146,,1.175625,1.094625,1.132875,1.404875,1.157771,1.044333,1.071667,1.199021,1.044167,1.270146,1.159438,1.246146,1.255958,1.079417,1.251083,1.306771,1.191479,1.22625,1.256042,0.9165416,1.367334,1.019,1.151958,1.070479,1.06825,1.316708,1.076229,1.324646,1.298021,1.139396,1.463188,1.180833,1.050854,1.343146,1.590188,1.272292,1.192063,1.442604,1.029562,,1.65225,1.221479,1.337562,1.208583,1.357667,1.302271,1.234813,1.151896,1.167354,1.268292,1.123687,1.292708,1.207584,1.080771,1.326042,1.330729,0.9850417,1.2405,1.163708,1.311125,1.293479,1.399188,1.508896,1.413896,1.427667,1.497333,1.250771,1.517312,1.16775,1.298187,1.246771,1.385062,1.221354,1.436708,1.352875,227.7852
2022-12-08 11:00:00,38.32644,0.353125,0.4323542,0.42425,0.2530833,0.377125,0.6243333,0.2563958,0.3656667,0.4781666,0.436875,0.2214791,0.3991458,0.7042917,0.4687083,0.5431042,0.4773959,0.5406042,0.3855625,0.3057083,0.4259167,0.6022708,0.4766667,0.2353334,0.6402708,0.3315209,0.3141875,0.3360208,0.3248958,0.2102084,0.1620416,0.2564792,0.1863125,0.23325,0.1869375,0.1814584,0.2624792,0.5196041,0.1861666,0.1779584,0.1832916,0.1235417,0.2525834,0.5671875,0.12975,0.1920417,0.5257292,0.04760417,0.4857917,0.184,0.5503125,0.2791666,0.1511666,0.514125,0.3295417,0.15025,0.1357292,0.2836458,0.1247291,0.340375,0.3735833,0.1326042,0.638625,0.264125,0.2539375,0.3107083,,0.5133333,0.3923334,0.448875,0.2711875,0.48075,0.2501875,0.3810416,0.5360625,0.3641875,0.1888541,0.2509375,0.2401042,0.2493334,0.3495208,0.5266875,0.5734167,0.1863125,0.3108125,0.3119375,0.2000208,0.2915208,0.2978333,0.2440625,,0.226875,0.1835625,0.2097083,0.4391459,0.245,0.1833333,0.1921875,0.2218333,0.1384375,0.3413125,0.252375,0.3268125,0.3180625,0.1893958,0.2843958,0.318875,0.2408542,0.2626667,0.2741042,0.05858333,0.4327292,0.1285208,0.1925208,0.1945834,0.2486042,0.3804375,0.188875,0.2501667,0.3422917,0.2056666,0.3868125,0.246,0.1069167,0.2537917,0.445,0.2708958,0.1461875,0.3827292,0.1133125,,0.5822292,0.2578125,0.3416458,0.3424375,0.3858125,0.3074583,0.3210625,0.1360417,0.2316667,0.2222083,0.1587917,0.2608125,0.2907709,0.1638958,0.3457916,0.3058333,0.07660417,0.2255417,0.4205416,0.3434375,0.2392917,0.3148125,0.491875,0.4446042,0.5071458,0.3854167,0.2863125,0.3647083,0.194125,0.2189167,0.2658125,0.3382083,0.3255625,0.3361458,0.2096875,34.99709
2022-12-08 12:00:00,57.38208,0.5449375,0.5897292,0.5827708,0.4125417,0.5156875,0.8109375,0.4633333,0.5465208,0.6277917,0.6332292,0.382,0.5962708,0.8939583,0.7244167,0.7333959,0.7043542,0.7711458,0.5878333,0.5151458,0.6105834,0.8395625,0.6764375,0.4135833,0.8979167,0.5110833,0.4670208,0.4990833,0.5046458,0.329,0.304,0.4260833,0.317625,0.3636875,0.2786458,0.288125,0.3859583,0.6497292,0.3138333,0.2591875,0.2637292,0.2221667,0.3639166,0.6918125,0.2448125,0.2488958,0.6996458,0.1611667,0.6054792,0.2718958,0.65925,0.3803959,0.2295417,0.63625,0.4624583,0.2254375,0.2673958,0.2960625,0.2046458,0.4635,0.5245,0.2649375,0.7948958,0.3491042,0.4004792,0.4472292,,0.6895208,0.6531667,0.6622708,0.4404167,0.6914375,0.39475,0.5697291,0.6828958,0.5223542,0.3030833,0.3490834,0.334875,0.3739792,0.4913542,0.6294374,0.7114792,0.3228542,0.4147291,0.4467708,0.3595,0.4343125,0.4389375,0.3773958,,0.3706459,0.31825,0.3481458,0.5952917,0.3479583,0.2904375,0.3399791,0.3756875,0.2942708,0.4514792,0.386625,0.4823125,0.4842083,0.2958958,0.4562292,0.4555834,0.3465208,0.3966667,0.4192083,0.1505417,0.5276458,0.2738333,0.3455833,0.308875,0.3775834,0.5102708,0.2764584,0.3852916,0.49575,0.3581458,0.5325625,0.3318958,0.25575,0.4107917,0.5804375,0.4011667,0.3344583,0.5400208,0.1812917,,0.7486042,0.3760833,0.451125,0.487625,0.5460209,0.4591042,0.4357292,0.2719583,0.3455625,0.3642083,0.3226042,0.4221042,0.3890208,0.2667083,0.486875,0.4361875,0.1900625,0.3727917,0.5329167,0.4787292,0.3799375,0.4775,0.5838959,0.58275,0.6509167,0.5395208,0.3939166,0.521625,0.3273958,0.3960833,0.3850208,0.4935625,0.4977708,0.5089792,0.3497917,59.55271
2022-12-08 13:00:00,79.91113,0.7531667,0.7704792,0.7832084,0.6424375,0.7283333,1.015292,0.6583958,0.768,0.8383333,0.8532083,0.5828958,0.8265833,1.132563,1.019833,1.002417,0.9653541,1.050125,0.8099375,0.7600834,0.8429583,1.138625,0.9417501,0.6256666,1.181521,0.6908333,0.6294167,0.6633958,0.709375,0.4715,0.4482708,0.5982917,0.4709167,0.5368333,0.4140833,0.4393125,0.5056667,0.7916875,0.4307292,0.3677917,0.3763334,0.3315625,0.5025208,0.8398749,0.4032917,0.3584791,0.854,0.2880417,0.731125,0.3758958,0.796125,0.5136875,0.3224167,0.7551458,0.6086458,0.3313333,0.374875,0.336375,0.3167292,0.6190625,0.68325,0.3870833,0.959375,0.5097917,0.5340625,0.6027083,,0.8957916,0.8882083,0.9009583,0.5827292,0.9098125,0.52825,0.775125,0.8776666,0.6646459,0.463,0.4926667,0.4758542,0.5127708,0.6578541,0.8007709,0.8771251,0.4645208,0.5412917,0.604625,0.5087083,0.5829166,0.6164792,0.5270209,,0.5601251,0.5009583,0.5310625,0.7925625,0.4866875,0.4618542,0.5220417,0.5452291,0.4636042,0.6295416,0.552375,0.6315208,0.6236042,0.4509375,0.6132292,0.6407917,0.5500625,0.5933542,0.5959792,0.344,0.714,0.4457917,0.5208958,0.5006875,0.5467709,0.6656458,0.4298542,0.6127292,0.651,0.5264583,0.7610208,0.5361042,0.4198333,0.6275625,0.8069167,0.6132084,0.5424583,0.7235625,0.33475,,0.9536875,0.5624167,0.6344375,0.65575,0.765125,0.6595417,0.6324375,0.4541042,0.5734375,0.5439584,0.5087084,0.6252083,0.5836458,0.4691042,0.6799583,0.6756042,0.39125,0.5682917,0.6896042,0.6723542,0.5962917,0.6880416,0.7703125,0.7604584,0.8382292,0.7399791,0.6156667,0.7292084,0.5585417,0.572875,0.5921458,0.686375,0.6979375,0.7048333,0.5893542,91.53646
