Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3
,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power"
,W/m²,kW,kW
2022-10-06 12:00:00,926.8331,731.3507,847.3225
2022-10-06 13:00:00,943.4783,734.4089,850.8753
2022-10-06 14:00:00,861.7639,636.8739,712.5859
2022-10-06 15:00:00,610.2635,515.2957,585.7253
2022-10-06 16:00:00,457.4044,401.8989,455.2431
2022-10-06 17:00:00,215.373,158.9857,180.3272
2022-10-06 18:00:00,45.53286,26.2096,28.74078
2022-10-06 19:00:00,0.1070833,0,0
2022-10-06 20:00:00,0,0,0
2022-10-06 21:00:00,0,0,0
2022-10-06 22:00:00,0,0,0
2022-10-06 23:00:00,0,0,0
2022-10-07 00:00:00,0,0,0
2022-10-07 01:00:00,0,0,0
2022-10-07 02:00:00,0,0,0
2022-10-07 03:00:00,0,0,0
2022-10-07 04:00:00,0,0,0
2022-10-07 05:00:00,0,0,0
2022-10-07 06:00:00,0,0,0
2022-10-07 07:00:00,30.5195,27.91936,33.16365
2022-10-07 08:00:00,225.9375,203.4445,237.1187
2022-10-07 09:00:00,468.1832,411.5262,479.2468
2022-10-07 10:00:00,681.5817,568.2485,659.6498
2022-10-07 11:00:00,842.9761,676.4011,784.8438
2022-10-07 12:00:00,920.0038,726.2646,842.8082
2022-10-07 13:00:00,926.1545,719.9201,834.5364
2022-10-07 14:00:00,794.147,602.6599,709.5179
2022-10-07 15:00:00,706.5754,548.5761,633.1142
2022-10-07 16:00:00,428.6619,368.2487,409.1852
2022-10-07 17:00:00,203.0283,166.2503,181.3039
2022-10-07 18:00:00,49.67303,26.97675,31.99961
2022-10-07 19:00:00,0.0301359,0,0
2022-10-07 20:00:00,0,0,0
2022-10-07 21:00:00,0,0,0
2022-10-07 22:00:00,0,0,0
2022-10-07 23:00:00,0,0,0
2022-10-08 00:00:00,0,0,0
2022-10-08 01:00:00,0,0,0
2022-10-08 02:00:00,0,0,0
2022-10-08 03:00:00,0,0,0
2022-10-08 04:00:00,0,0,0
2022-10-08 05:00:00,0,0,0
2022-10-08 06:00:00,0,0,0
2022-10-08 07:00:00,26.95427,23.41939,27.98945
2022-10-08 08:00:00,220.1118,193.302,226.0935
2022-10-08 09:00:00,371.4173,322.3221,373.9999
2022-10-08 10:00:00,413.5211,360.4173,417.0731
2022-10-08 11:00:00,610.8551,520.1964,605.5576
2022-10-08 12:00:00,898.6075,758.1987,879.2177
2022-10-08 13:00:00,873.9709,714.1367,823.543
2022-10-08 14:00:00,581.6335,499.2805,585.6896
2022-10-08 15:00:00,679.5041,561.7839,654.9398
2022-10-08 16:00:00,330.9494,275.3568,315.2274
2022-10-08 17:00:00,223.3499,177.9507,204.5381
2022-10-08 18:00:00,55.01777,31.25336,36.26995
2022-10-08 19:00:00,0.1670834,0,0
2022-10-08 20:00:00,0,0,0
2022-10-08 21:00:00,0,0,0
2022-10-08 22:00:00,0,0,0
2022-10-08 23:00:00,0,0,0
2022-10-09 00:00:00,0,0,0
2022-10-09 01:00:00,0,0,0
2022-10-09 02:00:00,0,0,0
2022-10-09 03:00:00,0,0,0
2022-10-09 04:00:00,0,0,0
2022-10-09 05:00:00,0,0,0
2022-10-09 06:00:00,0,0,0
2022-10-09 07:00:00,30.4938,28.02249,33.18635
2022-10-09 08:00:00,230.308,212.5751,248.1563
2022-10-09 09:00:00,475.8185,433.4297,504.4005
2022-10-09 10:00:00,682.4924,596.9595,695.1876
2022-10-09 11:00:00,844.8359,699.7863,813.3989
2022-10-09 12:00:00,932.4717,743.1373,864.1622
2022-10-09 13:00:00,932.5856,740.2707,857.7175
2022-10-09 14:00:00,834.9028,681.6126,789.679
2022-10-09 15:00:00,604.7691,476.8289,569.8678
2022-10-09 16:00:00,519.4498,401.4231,479.0568
2022-10-09 17:00:00,251.7774,189.2137,219.8992
2022-10-09 18:00:00,38.60014,21.67463,24.96232
2022-10-09 19:00:00,0.06248611,0,0
2022-10-09 20:00:00,0,0,0
2022-10-09 21:00:00,0,0,0
2022-10-09 22:00:00,0,0,0
2022-10-09 23:00:00,0,0,0
2022-10-10 00:00:00,0,0,0
2022-10-10 01:00:00,0,0,0
2022-10-10 02:00:00,0,0,0
2022-10-10 03:00:00,0,0,0
2022-10-10 04:00:00,0,0,0
2022-10-10 05:00:00,0,0,0
2022-10-10 06:00:00,0,0,0
2022-10-10 07:00:00,3.218434,3.832206,4.658062
2022-10-10 08:00:00,80.06653,72.5203,84.12237
2022-10-10 09:00:00,122.4022,107.2073,125.4198
2022-10-10 10:00:00,128.6974,110.0775,129.2459
2022-10-10 11:00:00,208.874,182.5528,215.578
2022-10-10 12:00:00,355.0944,318.7246,373.6882
2022-10-10 13:00:00,601.8051,513.2544,598.4238
2022-10-10 14:00:00,360.6646,288.8287,344.8305
2022-10-10 15:00:00,266.8253,218.7028,252.4839
2022-10-10 16:00:00,139.8507,111.9161,128.6283
2022-10-10 17:00:00,80.61846,62.10917,71.64014
2022-10-10 18:00:00,15.73442,9.604267,11.20901
2022-10-10 19:00:00,0.0145,0,0
2022-10-10 20:00:00,0,0,0
2022-10-10 21:00:00,0,0,0
2022-10-10 22:00:00,0,0,0
2022-10-10 23:00:00,0,0,0
2022-10-11 00:00:00,0,0,0
2022-10-11 01:00:00,0,0,0
2022-10-11 02:00:00,0,0,0
2022-10-11 03:00:00,0,0,0
2022-10-11 04:00:00,0,0,0
2022-10-11 05:00:00,0,0,0
2022-10-11 06:00:00,0,0,0
2022-10-11 07:00:00,22.84122,22.93562,27.48268
2022-10-11 08:00:00,212.3608,193.7721,225.4503
2022-10-11 09:00:00,453.3246,404.6982,470.9967
2022-10-11 10:00:00,670.9738,569.9,662.4581
2022-10-11 11:00:00,823.6381,676.0733,786.1177
2022-10-11 12:00:00,905.2441,726.3479,842.1548
2022-10-11 13:00:00,898.0907,716.9492,831.7774
2022-10-11 14:00:00,810.3715,644.1445,737.053
2022-10-11 15:00:00,683.7065,552.4147,642.8003
2022-10-11 16:00:00,414.6029,320.9073,371.603
2022-10-11 17:00:00,174.299,135.4982,160.3535
2022-10-11 18:00:00,38.97599,20.35184,23.61129
2022-10-11 19:00:00,0.008597222,0,0
2022-10-11 20:00:00,0,0,0
2022-10-11 21:00:00,0,0,0
2022-10-11 22:00:00,0,0,0
2022-10-11 23:00:00,0,0,0
2022-10-12 00:00:00,0,0,0
2022-10-12 01:00:00,0,0,0
2022-10-12 02:00:00,0,0,0
2022-10-12 03:00:00,0,0,0
2022-10-12 04:00:00,0,0,0
2022-10-12 05:00:00,0,0,0
2022-10-12 06:00:00,0,0,0
2022-10-12 07:00:00,25.0525,21.89021,26.74082
2022-10-12 08:00:00,93.98397,85.54396,107.3109
2022-10-12 09:00:00,309.5384,273.5915,335.4269
2022-10-12 10:00:00,641.0651,536.8083,612.5489
2022-10-12 11:00:00,730.3799,604.3341,718.658
2022-10-12 12:00:00,647.9453,488.4305,562.3156
2022-10-12 13:00:00,674.5004,520.9532,598.1081
2022-10-12 14:00:00,377.1127,324.6008,383.4677
2022-10-12 15:00:00,549.7542,455.3695,519.5654
2022-10-12 16:00:00,478.488,366.8403,424.8849
2022-10-12 17:00:00,210.0922,157.1084,181.5549
2022-10-12 18:00:00,23.57554,12.30078,14.55092
2022-10-12 19:00:00,0.01211111,0,0
2022-10-12 20:00:00,0,0,0
2022-10-12 21:00:00,0,0,0
2022-10-12 22:00:00,0,0,0
2022-10-12 23:00:00,0,0,0
2022-10-13 00:00:00,0,0,0
2022-10-13 01:00:00,0,0,0
2022-10-13 02:00:00,0,0,0
2022-10-13 03:00:00,0,0,0
2022-10-13 04:00:00,0,0,0
2022-10-13 05:00:00,0,0,0
2022-10-13 06:00:00,0,0,0
2022-10-13 07:00:00,3.58954,3.934177,4.68071
2022-10-13 08:00:00,71.23038,65.89277,76.6259
2022-10-13 09:00:00,202.0746,177.2003,206.0896
2022-10-13 10:00:00,284.5899,243.3369,285.773
2022-10-13 11:00:00,260.3319,218.3929,256.6309
2022-10-13 12:00:00,451.2982,333.8147,403.707
2022-10-13 13:00:00,463.3185,390.9008,453.3247
2022-10-13 14:00:00,750.6934,604.059,677.2882
2022-10-13 15:00:00,418.5113,312.8419,369.1217
2022-10-13 16:00:00,188.3293,153.9474,173.0612
2022-10-13 17:00:00,158.1825,120.4464,139.5442
2022-10-13 18:00:00,9.303968,3.974163,4.862913
2022-10-13 19:00:00,0.00435504,0,0
2022-10-13 20:00:00,0,0,0
2022-10-13 21:00:00,0,0,0
2022-10-13 22:00:00,0,0,0
2022-10-13 23:00:00,0,0,0
2022-10-14 00:00:00,0,0,0
2022-10-14 01:00:00,0,0,0
2022-10-14 02:00:00,0,0,0
2022-10-14 03:00:00,0,0,0
2022-10-14 04:00:00,0,0,0
2022-10-14 05:00:00,0,0,0
2022-10-14 06:00:00,0,0,0
2022-10-14 07:00:00,7.843277,8.238933,9.65416
2022-10-14 08:00:00,68.03397,65.30555,77.35173
2022-10-14 09:00:00,163.7969,146.1582,170.7171
2022-10-14 10:00:00,279.7409,246.6541,289.4373
2022-10-14 11:00:00,399.0753,335.4723,387.5459
2022-10-14 12:00:00,668.043,512.2946,578.9637
2022-10-14 13:00:00,900.0598,747.1965,845.3091
2022-10-14 14:00:00,853.9754,699.4943,810.4482
2022-10-14 15:00:00,695.343,579.3167,670.8975
2022-10-14 16:00:00,487.9235,405.3686,469.9449
2022-10-14 17:00:00,250.1406,185.5094,214.8021
2022-10-14 18:00:00,40.06198,16.43804,19.52691
2022-10-14 19:00:00,0.00968791,0,0
2022-10-14 20:00:00,0,0,0
2022-10-14 21:00:00,0,0,0
2022-10-14 22:00:00,0,0,0
2022-10-14 23:00:00,0,0,0
2022-10-15 00:00:00,0,0,0
2022-10-15 01:00:00,0,0,0
2022-10-15 02:00:00,0,0,0
2022-10-15 03:00:00,0,0,0
2022-10-15 04:00:00,0,0,0
2022-10-15 05:00:00,0,0,0
2022-10-15 06:00:00,0,0,0
2022-10-15 07:00:00,13.54783,15.24943,17.4647
2022-10-15 08:00:00,156.9286,155.6209,176.1163
2022-10-15 09:00:00,463.3725,414.637,483.4289
2022-10-15 10:00:00,681.0319,114.4945,670.0724
2022-10-15 11:00:00,829.9949,0,791.4464
2022-10-15 12:00:00,913.759,0,846.8331
2022-10-15 13:00:00,932.3504,0,843.3702
2022-10-15 14:00:00,844.046,0,774.6606
2022-10-15 15:00:00,684.6118,0,645.2311
2022-10-15 16:00:00,460.7219,0,436.2643
2022-10-15 17:00:00,210.0785,0,187.7455
2022-10-15 18:00:00,41.10014,0,22.04315
2022-10-15 19:00:00,0.0007058823,0,0
2022-10-15 20:00:00,0,0,0
2022-10-15 21:00:00,0,0,0
2022-10-15 22:00:00,0,0,0
2022-10-15 23:00:00,0,0,0
2022-10-16 00:00:00,0,0,0
2022-10-16 01:00:00,0,0,0
2022-10-16 02:00:00,0,0,0
2022-10-16 03:00:00,0,0,0
2022-10-16 04:00:00,0,0,0
2022-10-16 05:00:00,0,0,0
2022-10-16 06:00:00,0,0,0
2022-10-16 07:00:00,21.75629,0,17.43851
2022-10-16 08:00:00,199.4163,0,205.3049
2022-10-16 09:00:00,450.5888,0,458.7664
2022-10-16 10:00:00,655.6855,0,649.775
2022-10-16 11:00:00,805.4245,0,753.1907
2022-10-16 12:00:00,805.5862,0,730.0978
2022-10-16 13:00:00,640.8618,0,592.5983
2022-10-16 14:00:00,816.8528,0,733.8472
2022-10-16 15:00:00,616.7191,0,556.8216
2022-10-16 16:00:00,341.9442,0,324.2624
2022-10-16 17:00:00,104.8458,0,91.87149
2022-10-16 18:00:00,18.94569,0,11.6534
2022-10-16 19:00:00,0,0,0
2022-10-16 20:00:00,0,0,0
2022-10-16 21:00:00,0,0,0
2022-10-16 22:00:00,0,0,0
2022-10-16 23:00:00,0,0,0
2022-10-17 00:00:00,0,0,0
2022-10-17 01:00:00,0,0,0
2022-10-17 02:00:00,0,0,0
2022-10-17 03:00:00,0,0,0
2022-10-17 04:00:00,0,0,0
2022-10-17 05:00:00,0,0,0
2022-10-17 06:00:00,0,0,0
2022-10-17 07:00:00,17.86391,0,19.42179
2022-10-17 08:00:00,70.94273,0,70.26321
2022-10-17 09:00:00,271.1029,0,277.5883
2022-10-17 10:00:00,404.9054,0,397.9067
2022-10-17 11:00:00,621.1667,0,549.897
2022-10-17 12:00:00,864.6244,0,791.4011
2022-10-17 13:00:00,907.4246,0,857.3391
2022-10-17 14:00:00,649.9579,0,568.3409
2022-10-17 15:00:00,500.6031,,468.2624
2022-10-17 16:00:00,457.8911,,416.2304
2022-10-17 17:00:00,203.9043,,170.2589
2022-10-17 18:00:00,27.92387,,12.56911
2022-10-17 19:00:00,0,,0
2022-10-17 20:00:00,0,,0
2022-10-17 21:00:00,0,,0
2022-10-17 22:00:00,0,,0
2022-10-17 23:00:00,0,,0
2022-10-18 00:00:00,0,,0
2022-10-18 01:00:00,0,,0
2022-10-18 02:00:00,0,,0
2022-10-18 03:00:00,0,,0
2022-10-18 04:00:00,0,,0
2022-10-18 05:00:00,0,,0
2022-10-18 06:00:00,0,,0
2022-10-18 07:00:00,21.37327,,18.27414
2022-10-18 08:00:00,223.0411,,229.948
2022-10-18 09:00:00,462.9238,,501.2244
2022-10-18 10:00:00,682.0765,,708.0632
2022-10-18 11:00:00,837.992,,839.2021
2022-10-18 12:00:00,922.1758,,896.5828
2022-10-18 13:00:00,919.0453,,892.7176
2022-10-18 14:00:00,850.2551,,823.6168
2022-10-18 15:00:00,711.1074,,692.1145
2022-10-18 16:00:00,494.0255,,485.8524
2022-10-18 17:00:00,249.2425,,222.0874
2022-10-18 18:00:00,34.51921,,13.92357
2022-10-18 19:00:00,0,,0
2022-10-18 20:00:00,0,,0
2022-10-18 21:00:00,0,,0
2022-10-18 22:00:00,0,,0
2022-10-18 23:00:00,0,,0
2022-10-19 00:00:00,0,,0
2022-10-19 01:00:00,0,,0
2022-10-19 02:00:00,0,,0
2022-10-19 03:00:00,0,,0
2022-10-19 04:00:00,0,,0
2022-10-19 05:00:00,0,,0
2022-10-19 06:00:00,0,,0
2022-10-19 07:00:00,28.99056,,24.86032
2022-10-19 08:00:00,238.8309,,258.122
2022-10-19 09:00:00,483.4998,,523.5799
2022-10-19 10:00:00,689.3644,,728.5378
2022-10-19 11:00:00,848.862,,857.47
2022-10-19 12:00:00,928.2571,,922.6774
2022-10-19 13:00:00,929.4375,,912.6622
2022-10-19 14:00:00,847.9434,,834.2541
2022-10-19 15:00:00,692.5789,,695.8102
2022-10-19 16:00:00,497.2747,,484.6738
2022-10-19 17:00:00,236.7733,,207.6538
2022-10-19 18:00:00,29.96109,,12.65951
2022-10-19 19:00:00,0,,0
2022-10-19 20:00:00,0,,0
2022-10-19 21:00:00,0,,0
2022-10-19 22:00:00,0,,0
2022-10-19 23:00:00,0,,0
2022-10-20 00:00:00,0,,0
2022-10-20 01:00:00,0,,0
2022-10-20 02:00:00,0,,0
2022-10-20 03:00:00,0,,0
2022-10-20 04:00:00,0,,0
2022-10-20 05:00:00,0,,0
2022-10-20 06:00:00,0,,0
2022-10-20 07:00:00,26.76444,,21.48784
2022-10-20 08:00:00,228.7539,,246.2358
2022-10-20 09:00:00,474.8705,,500.4474
2022-10-20 10:00:00,684.3593,,698.1478
2022-10-20 11:00:00,851.046,,822.6265
2022-10-20 12:00:00,936.2158,,879.5979
2022-10-20 13:00:00,928.5697,,869.7875
2022-10-20 14:00:00,847.7835,,803.2027
2022-10-20 15:00:00,701.4165,,671.5734
2022-10-20 16:00:00,497.2809,,468.7044
2022-10-20 17:00:00,239.1557,,206.5767
2022-10-20 18:00:00,30.77954,,11.60134
2022-10-20 19:00:00,0,,0
2022-10-20 20:00:00,0,,0
2022-10-20 21:00:00,0,,0
2022-10-20 22:00:00,0,,0
2022-10-20 23:00:00,0,,0
2022-10-21 00:00:00,0,,0
2022-10-21 01:00:00,0,,0
2022-10-21 02:00:00,0,,0
2022-10-21 03:00:00,0,,0
2022-10-21 04:00:00,0,,0
2022-10-21 05:00:00,0,,0
2022-10-21 06:00:00,0,,0
2022-10-21 07:00:00,19.95635,,18.92459
2022-10-21 08:00:00,217.8992,,237.2831
2022-10-21 09:00:00,466.1567,,494.206
2022-10-21 10:00:00,685.0577,,688.2866
2022-10-21 11:00:00,843.5754,,810.2366
2022-10-21 12:00:00,919.5418,,866.8765
2022-10-21 13:00:00,916.6221,,857.8392
2022-10-21 14:00:00,827.7584,,786.4916
2022-10-21 15:00:00,701.9991,,658.7169
2022-10-21 16:00:00,483.958,,456.1115
2022-10-21 17:00:00,233.7557,,197.2934
2022-10-21 18:00:00,26.57558,,11.42353
2022-10-21 19:00:00,0,,0
2022-10-21 20:00:00,0,,0
2022-10-21 21:00:00,0,,0
2022-10-21 22:00:00,0,,0
2022-10-21 23:00:00,0,,0
2022-10-22 00:00:00,0,,0
2022-10-22 01:00:00,0,,0
2022-10-22 02:00:00,0,,0
2022-10-22 03:00:00,0,,0
2022-10-22 04:00:00,0,,0
2022-10-22 05:00:00,0,,0
2022-10-22 06:00:00,0,,0
2022-10-22 07:00:00,16.74193,,14.23635
2022-10-22 08:00:00,224.483,,222.8634
2022-10-22 09:00:00,455.5774,,473.8234
2022-10-22 10:00:00,661.0863,,672.5977
2022-10-22 11:00:00,808.6862,,778.1946
2022-10-22 12:00:00,731.7277,,677.2809
2022-10-22 13:00:00,906.1282,,847.2535
2022-10-22 14:00:00,825.124,,775.8115
2022-10-22 15:00:00,668.2709,,640.5735
2022-10-22 16:00:00,473.0698,,458.2397
2022-10-22 17:00:00,273.7918,,234.6392
2022-10-22 18:00:00,32.31342,,15.63873
2022-10-22 19:00:00,0,,0
2022-10-22 20:00:00,0,,0
2022-10-22 21:00:00,0,,0
2022-10-22 22:00:00,0,,0
2022-10-22 23:00:00,0,,0
2022-10-23 00:00:00,0,,0
2022-10-23 01:00:00,0,,0
2022-10-23 02:00:00,0,,0
2022-10-23 03:00:00,0,,0
2022-10-23 04:00:00,0,,0
2022-10-23 05:00:00,0,,0
2022-10-23 06:00:00,0,,0
2022-10-23 07:00:00,8.800568,,11.63486
2022-10-23 08:00:00,222.2918,,239.2458
2022-10-23 09:00:00,512.9889,,554.753
2022-10-23 10:00:00,475.1034,,496.2605
2022-10-23 11:00:00,740.5063,,715.0816
2022-10-23 12:00:00,928.524,,871.5056
2022-10-23 13:00:00,895.2104,,816.8028
2022-10-23 14:00:00,670.0755,,645.0832
2022-10-23 15:00:00,570.9286,,536.0091
2022-10-23 16:00:00,509.6118,,480.0861
2022-10-23 17:00:00,89.85359,,75.86978
2022-10-23 18:00:00,18.30621,,12.46604
2022-10-23 19:00:00,0,,0
2022-10-23 20:00:00,0,,0
2022-10-23 21:00:00,0,,0
2022-10-23 22:00:00,0,,0
2022-10-23 23:00:00,0,,0
2022-10-24 00:00:00,0,,0
2022-10-24 01:00:00,0,,0
2022-10-24 02:00:00,0,,0
2022-10-24 03:00:00,0,,0
2022-10-24 04:00:00,0,,0
2022-10-24 05:00:00,0,,0
2022-10-24 06:00:00,0,,0
2022-10-24 07:00:00,1.37812,,1.740556
2022-10-24 08:00:00,43.07875,,47.09987
2022-10-24 09:00:00,142.4991,,150.4228
2022-10-24 10:00:00,528.0877,,554.3155
2022-10-24 11:00:00,815.537,,795.3657
2022-10-24 12:00:00,895.2717,,852.2855
2022-10-24 13:00:00,915.3222,,843.1719
2022-10-24 14:00:00,837.2876,,770.3026
2022-10-24 15:00:00,679.4385,,637.0533
2022-10-24 16:00:00,464.9607,,437.7498
2022-10-24 17:00:00,217.3571,,177.6265
2022-10-24 18:00:00,20.45069,,7.463828
2022-10-24 19:00:00,0,,0
2022-10-24 20:00:00,0,,0
2022-10-24 21:00:00,0,,0
2022-10-24 22:00:00,0,,0
2022-10-24 23:00:00,0,,0
2022-10-25 00:00:00,0,,0
2022-10-25 01:00:00,0,,0
2022-10-25 02:00:00,0,,0
2022-10-25 03:00:00,0,,0
2022-10-25 04:00:00,0,,0
2022-10-25 05:00:00,0,,0
2022-10-25 06:00:00,0,,0
2022-10-25 07:00:00,2.496322,,3.6036
2022-10-25 08:00:00,42.91168,,46.95732
2022-10-25 09:00:00,92.27361,,99.27066
2022-10-25 10:00:00,135.4134,,139.6404
2022-10-25 11:00:00,175.8766,,173.9928
2022-10-25 12:00:00,190.694,,189.6687
2022-10-25 13:00:00,260.8076,,257.9073
2022-10-25 14:00:00,497.3195,,449.9891
2022-10-25 15:00:00,668.8826,,629.2278
2022-10-25 16:00:00,460.8128,,432.5076
2022-10-25 17:00:00,182.1257,,151.8449
2022-10-25 18:00:00,7.730299,,3.542506
2022-10-25 19:00:00,0,,0
2022-10-25 20:00:00,0,,0
2022-10-25 21:00:00,0,,0
2022-10-25 22:00:00,0,,0
2022-10-25 23:00:00,0,,0
2022-10-26 00:00:00,0,,0
2022-10-26 01:00:00,0,,0
2022-10-26 02:00:00,0,,0
2022-10-26 03:00:00,0,,0
2022-10-26 04:00:00,0,,0
2022-10-26 05:00:00,0,,0
2022-10-26 06:00:00,0,,0
2022-10-26 07:00:00,1.789559,,2.565487
2022-10-26 08:00:00,46.68434,,50.92213
2022-10-26 09:00:00,157.1176,,162.0052
2022-10-26 10:00:00,253.3777,,260.3587
2022-10-26 11:00:00,490.7086,,551.1399
2022-10-26 12:00:00,505.6197,0,467.4752
