Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power"
,W/m²,kW,kW,kW,kW,kW
2022-10-05 02:00:00,0,0,0,0,0,0
2022-10-05 03:00:00,0,0,0,0,0,0
2022-10-05 04:00:00,0,0,0,0,0,0
2022-10-05 05:00:00,0,0,0,0,0,0
2022-10-05 06:00:00,0,0,0,0,0,0
2022-10-05 07:00:00,38.19405,40.13379,32.94685,42.22839,33.71727,36.90115
2022-10-05 08:00:00,248.8137,283.4067,261.3187,288.4718,269.984,267.9669
2022-10-05 09:00:00,494.804,570.7977,556.6718,575.2192,555.5348,538.8177
2022-10-05 10:00:00,705.6638,793.2891,776.7571,794.9894,771.0872,746.2
2022-10-05 11:00:00,868.7049,920.2516,906.5308,940.8199,916.3262,892.3638
2022-10-05 12:00:00,937.5697,994.6354,975.7928,994.328,972.1143,939.9147
2022-10-05 13:00:00,942.5177,994.2986,974.4008,991.8686,969.843,937.9613
2022-10-05 14:00:00,860.9194,931.743,908.4145,926.889,904.8246,871.7756
2022-10-05 15:00:00,717.111,770.7402,770.1505,788.0612,770.0488,743.588
2022-10-05 16:00:00,501.4882,575.6251,564.0667,569.091,566.2965,528.3091
2022-10-05 17:00:00,270.7351,278.9792,292.7033,285.0293,295.58,260.9705
2022-10-05 18:00:00,55.59724,28.55387,44.28504,35.42401,45.27064,37.79045
2022-10-05 19:00:00,0.4195833,0,2.244669e-05,0,0,0
2022-10-05 20:00:00,0,0,0,0,0,0
2022-10-05 21:00:00,0,0,0,0,0,0
2022-10-05 22:00:00,0,0,0,0,0,0
2022-10-05 23:00:00,0,0,0,0,0,0
2022-10-06 00:00:00,0,0,0,0,0,0
2022-10-06 01:00:00,0,0,0,0,0,0
2022-10-06 02:00:00,0,0,0,0,0,0
2022-10-06 03:00:00,0,0,0,0,0,0
2022-10-06 04:00:00,0,0,0,0,0,0
2022-10-06 05:00:00,0,0,0,0,0,0
2022-10-06 06:00:00,0,0,0,0,0,0
2022-10-06 07:00:00,35.45544,37.74007,31.63285,39.88763,31.23467,34.73903
2022-10-06 08:00:00,245.6843,274.098,251.9794,278.5517,260.4793,259.0971
2022-10-06 09:00:00,489.5498,552.5858,537.5916,555.6284,537.075,520.7855
2022-10-06 10:00:00,698.2571,757.4095,741.2518,758.345,733.2686,711.8764
2022-10-06 11:00:00,847.8355,889.3485,869.7685,890.022,863.694,836.7496
2022-10-06 12:00:00,928.517,957.874,936.4392,957.5934,930.0153,899.8223
2022-10-06 13:00:00,929.2804,957.6964,934.101,954.3837,928.7272,897.7421
2022-10-06 14:00:00,852.1696,893.3085,871.082,890.8587,867.7261,837.5859
2022-10-06 15:00:00,708.8192,761.3301,739.7693,755.5613,737.7137,712.0753
2022-10-06 16:00:00,483.0369,524.8882,504.0883,525.1669,523.781,484.3903
2022-10-06 17:00:00,260.2445,257.369,271.5083,263.6848,273.2777,241.8391
2022-10-06 18:00:00,55.68435,26.20705,39.83289,32.09222,40.83195,34.2108
2022-10-06 19:00:00,0.3142084,0,0,0,0,0
2022-10-06 20:00:00,0,0,0,0,0,0
2022-10-06 21:00:00,0,0,0,0,0,0
2022-10-06 22:00:00,0,0,0,0,0,0
2022-10-06 23:00:00,0,0,0,0,0,0
2022-10-07 00:00:00,0,0,0,0,0,0
2022-10-07 01:00:00,0,0,0,0,0,0
2022-10-07 02:00:00,0,0,0,0,0,0
2022-10-07 03:00:00,0,0,0,0,0,0
2022-10-07 04:00:00,0,0,0,0,0,0
2022-10-07 05:00:00,0,0,0,0,0,0
2022-10-07 06:00:00,0,0,0,0,0,0
2022-10-07 07:00:00,31.44116,35.36832,30.13536,37.15842,29.70481,32.88731
2022-10-07 08:00:00,238.0389,268.8047,247.1217,272.6184,254.8816,253.1844
2022-10-07 09:00:00,484.0316,544.6759,530.1134,548.5423,529.7691,514.4679
2022-10-07 10:00:00,693.1773,750.306,734.1338,751.2195,727.5763,705.2394
2022-10-07 11:00:00,847.2152,882.0992,862.3116,880.7133,853.9029,826.8026
2022-10-07 12:00:00,932.1335,944.2297,922.8763,941.4602,915.0363,884.7416
2022-10-07 13:00:00,929.0283,946.8112,924.0724,944.3392,918.8338,887.9688
2022-10-07 14:00:00,851.5972,883.5024,860.8838,881.1456,858.761,829.8915
2022-10-07 15:00:00,699.55,754.4574,735.6729,752.3793,733.7088,702.7836
2022-10-07 16:00:00,397.1241,428.0158,406.4705,425.3546,382.7044,410.4362
2022-10-07 17:00:00,176.1642,186.1548,186.8654,180.5557,178.8855,162.2265
2022-10-07 18:00:00,40.74877,26.70754,30.76239,28.22136,30.01301,28.23104
2022-10-07 19:00:00,0.2585555,0,0,0,0,0
2022-10-07 20:00:00,0,0,0,0,0,0
2022-10-07 21:00:00,0,0,0,0,0,0
2022-10-07 22:00:00,0,0,0,0,0,0
2022-10-07 23:00:00,0,0,0,0,0,0
2022-10-08 00:00:00,0,0,0,0,0,0
2022-10-08 01:00:00,0,0,0,0,0,0
2022-10-08 02:00:00,0,0,0,0,0,0
2022-10-08 03:00:00,0,0,0,0,0,0
2022-10-08 04:00:00,0,0,0,0,0,0
2022-10-08 05:00:00,0,0,0,0,0,0
2022-10-08 06:00:00,0,0,0,0,0,0
2022-10-08 07:00:00,29.07362,32.41536,28.94621,33.61804,28.63262,30.17595
2022-10-08 08:00:00,183.2406,214.2259,199.4775,220.9536,206.601,200.2849
2022-10-08 09:00:00,334.0146,356.0425,351.9538,361.3002,343.8294,339.5348
2022-10-08 10:00:00,447.023,502.1428,507.5953,508.751,489.519,478.7674
2022-10-08 11:00:00,775.8948,836.2791,819.0033,837.8239,803.2512,781.5443
2022-10-08 12:00:00,911.4999,980.532,960.3228,979.7758,960.6596,928.2394
2022-10-08 13:00:00,854.9343,916.2552,868.5492,881.9322,866.9944,842.4092
2022-10-08 14:00:00,740.6434,846.5185,830.0437,833.8547,825.2344,784.3739
2022-10-08 15:00:00,675.607,751.6003,736.8399,750.6927,729.996,694.3879
2022-10-08 16:00:00,440.7777,501.1737,490.7412,498.6169,487.4404,464.0103
2022-10-08 17:00:00,248.2856,251.2066,263.9963,257.6289,265.7563,235.8385
2022-10-08 18:00:00,46.03391,24.96881,35.02022,29.26729,36.03593,30.80274
2022-10-08 19:00:00,0.15675,0,0,0,0,0
2022-10-08 20:00:00,0,0,0,0,0,0
2022-10-08 21:00:00,0,0,0,0,0,0
2022-10-08 22:00:00,0,0,0,0,0,0
2022-10-08 23:00:00,0,0,0,0,0,0
2022-10-09 00:00:00,0,0,0,0,0,0
2022-10-09 01:00:00,0,0,0,0,0,0
2022-10-09 02:00:00,0,0,0,0,0,0
2022-10-09 03:00:00,0,0,0,0,0,0
2022-10-09 04:00:00,0,0,0,0,0,0
2022-10-09 05:00:00,0,0,0,0,0,0
2022-10-09 06:00:00,0,0,0,0,0,0
2022-10-09 07:00:00,30.53415,34.85807,29.73186,36.74039,28.93414,32.04862
2022-10-09 08:00:00,234.2115,274.9828,252.4651,280.0618,259.749,258.4886
2022-10-09 09:00:00,486.4554,567.0052,550.7946,572.6503,552.5603,536.2993
2022-10-09 10:00:00,702.5499,787.8906,769.8284,793.1934,766.1611,744.2786
2022-10-09 11:00:00,860.8958,927.8451,907.6373,931.5613,903.1547,875.5599
2022-10-09 12:00:00,940.5516,994.669,969.2757,994.2728,963.7847,935.5515
2022-10-09 13:00:00,940.6711,981.9921,956.4842,978.1769,949.6174,920.3687
2022-10-09 14:00:00,856.3412,908.5069,883.0397,902.7161,879.3696,850.7532
2022-10-09 15:00:00,701.2334,764.8401,741.8154,758.7336,739.4476,715.2623
2022-10-09 16:00:00,487.9666,541.431,531.4368,536.7261,531.3815,499.3035
2022-10-09 17:00:00,207.0233,216.7675,225.2061,213.8941,221.9017,194.4711
2022-10-09 18:00:00,25.4335,19.76097,20.72191,19.98069,21.04125,19.34274
2022-10-09 19:00:00,0.1926945,0,0,0,0,0
2022-10-09 20:00:00,0,0,0,0,0,0
2022-10-09 21:00:00,0,0,0,0,0,0
2022-10-09 22:00:00,0,0,0,0,0,0
2022-10-09 23:00:00,0,0,0,0,0,0
2022-10-10 00:00:00,0,0,0,0,0,0
2022-10-10 01:00:00,0,0,0,0,0,0
2022-10-10 02:00:00,0,0,0,0,0,0
2022-10-10 03:00:00,0,0,0,0,0,0
2022-10-10 04:00:00,0,0,0,0,0,0
2022-10-10 05:00:00,0,0,0,0,0,0
2022-10-10 06:00:00,0,0,0,0,0,0
2022-10-10 07:00:00,12.32493,15.96597,14.31236,16.0643,15.56681,14.95639
2022-10-10 08:00:00,47.06096,52.38661,50.20906,51.5812,53.70592,48.90183
2022-10-10 09:00:00,100.4266,126.2473,124.5174,133.6318,127.7684,129.0445
2022-10-10 10:00:00,241.6907,295.9187,289.1978,300.1998,303.7726,283.5518
2022-10-10 11:00:00,330.5196,391.1171,363.5724,369.5266,361.8624,350.0699
2022-10-10 12:00:00,716.5589,746.1513,720.7484,782.144,745.3838,745.588
2022-10-10 13:00:00,552.295,586.6385,611.799,587.0976,590.3331,555.587
2022-10-10 14:00:00,726.5737,786.7868,723.1141,730.6655,697.6666,668.1302
2022-10-10 15:00:00,304.4478,352.4312,337.072,342.8473,329.5611,327.8843
2022-10-10 16:00:00,265.2284,290.1165,271.7807,273.0038,269.7391,267.9795
2022-10-10 17:00:00,148.7779,142.1371,146.0109,145.6936,147.4942,135.2304
2022-10-10 18:00:00,22.25255,14.91554,14.9644,15.30313,14.89516,13.78381
2022-10-10 19:00:00,0.0286389,0,0,0,0,0
2022-10-10 20:00:00,0,0,0,0,0,0
2022-10-10 21:00:00,0,0,0,0,0,0
2022-10-10 22:00:00,0,0,0,0,0,0
2022-10-10 23:00:00,0,0,0,0,0,0
2022-10-11 00:00:00,0,0,0,0,0,0
2022-10-11 01:00:00,0,0,0,0,0,0
2022-10-11 02:00:00,0,0,0,0,0,0
2022-10-11 03:00:00,0,0,0,0,0,0
2022-10-11 04:00:00,0,0,0,0,0,0
2022-10-11 05:00:00,0,0,0,0,0,0
2022-10-11 06:00:00,0,0,0,0,0,0
2022-10-11 07:00:00,28.13509,29.89057,23.70673,31.85647,24.77298,27.92228
2022-10-11 08:00:00,236.3042,270.1849,248.1026,274.0283,253.7643,253.7389
2022-10-11 09:00:00,482.7019,559.8393,542.8392,565.0091,544.2883,528.6088
2022-10-11 10:00:00,697.3985,771.8781,752.75,774.0253,746.3002,725.5587
2022-10-11 11:00:00,848.5122,907.5487,886.0528,909.489,882.0067,855.3586
2022-10-11 12:00:00,931.3171,960.2809,934.4333,961.7926,930.9774,901.9481
2022-10-11 13:00:00,910.474,950.6573,925.8811,946.726,925.2834,893.2201
2022-10-11 14:00:00,774.7132,828.7767,808.0597,820.1954,803.1095,774.229
2022-10-11 15:00:00,619.4971,673.2524,652.3514,672.7032,654.015,635.5966
2022-10-11 16:00:00,431.1518,481.2466,471.2415,475.0857,468.867,442.3336
2022-10-11 17:00:00,220.7287,224.3492,237.0987,228.6172,236.8315,211.1445
2022-10-11 18:00:00,37.93626,18.15407,24.83885,20.66583,25.15286,22.12629
2022-10-11 19:00:00,0.12825,0,0,0,0,0
2022-10-11 20:00:00,0,0,0,0,0,0
2022-10-11 21:00:00,0,0,0,0,0,0
2022-10-11 22:00:00,0,0,0,0,0,0
2022-10-11 23:00:00,0,0,0,0,0,0
2022-10-12 00:00:00,0,0,0,0,0,0
2022-10-12 01:00:00,0,0,0,0,0,0
2022-10-12 02:00:00,0,0,0,0,0,0
2022-10-12 03:00:00,0,0,0,0,0,0
2022-10-12 04:00:00,0,0,0,0,0,0
2022-10-12 05:00:00,0,0,0,0,0,0
2022-10-12 06:00:00,0,0,0,0,0,0
2022-10-12 07:00:00,26.12837,25.93018,23.37447,27.06584,22.27988,24.11633
2022-10-12 08:00:00,193.8353,230.4057,214.8702,233.3018,217.4922,214.8772
2022-10-12 09:00:00,183.749,217.7903,217.5399,215.8561,213.3606,199.489
2022-10-12 10:00:00,607.3118,684.202,665.1713,670.952,652.1289,610.2821
2022-10-12 11:00:00,659.0018,730.4153,708.3768,711.5435,678.7587,664.5823
2022-10-12 12:00:00,924.1622,943.1664,928.6208,944.1946,922.5707,892.601
2022-10-12 13:00:00,630.9842,666.1782,640.1702,666.4063,643.1839,641.5396
2022-10-12 14:00:00,332.1476,368.6415,362.7076,368.3574,360.1635,333.6596
2022-10-12 15:00:00,528.765,576.8934,592.4729,573.326,570.9579,548.3887
2022-10-12 16:00:00,461.7556,507.595,498.1938,501.5352,497.1831,465.1728
2022-10-12 17:00:00,125.61,140.5256,137.9013,134.8928,136.8795,123.2168
2022-10-12 18:00:00,15.00767,9.329384,10.19959,9.909999,10.61514,9.802485
2022-10-12 19:00:00,0.04444445,0,0,0,0,0
2022-10-12 20:00:00,0,0,0,0,0,0
2022-10-12 21:00:00,0,0,0,0,0,0
2022-10-12 22:00:00,0,0,0,0,0,0
2022-10-12 23:00:00,0,0,0,0,0,0
2022-10-13 00:00:00,0,0,0,0,0,0
2022-10-13 01:00:00,0,0,0,0,0,0
2022-10-13 02:00:00,0,0,0,0,0,0
2022-10-13 03:00:00,0,0,0,0,0,0
2022-10-13 04:00:00,0,0,0,0,0,0
2022-10-13 05:00:00,0,0,0,0,0,0
2022-10-13 06:00:00,0,0,0,0,0,0
2022-10-13 07:00:00,3.473988,4.854935,4.766075,4.868262,4.766075,4.491317
2022-10-13 08:00:00,52.39663,61.41529,60.39485,62.07293,60.66395,58.10918
2022-10-13 09:00:00,100.7503,121.9999,117.3829,120.1965,116.3846,111.9951
2022-10-13 10:00:00,185.7718,218.5229,205.7827,222.3581,209.821,206.627
2022-10-13 11:00:00,282.3868,306.4153,295.8595,304.0152,292.6645,286.9789
2022-10-13 12:00:00,476.2484,531.5104,543.8522,509.0557,535.1749,493.7266
2022-10-13 13:00:00,717.6904,738.613,717.5653,751.6218,718.7266,715.4595
2022-10-13 14:00:00,705.8275,705.9525,662.6953,728.147,650.3904,654.9633
2022-10-13 15:00:00,482.7758,525.3587,520.2545,515.7936,483.2087,481.1619
2022-10-13 16:00:00,301.3449,283.4499,322.6335,326.5179,340.5273,307.7581
2022-10-13 17:00:00,68.32244,67.68559,66.37164,67.94382,65.97493,63.78143
2022-10-13 18:00:00,24.59241,15.04963,16.81255,15.78574,16.98188,15.70633
2022-10-13 19:00:00,0.1791666,0,0,0,0,0
2022-10-13 20:00:00,0,0,0,0,0,0
2022-10-13 21:00:00,0,0,0,0,0,0
2022-10-13 22:00:00,0,0,0,0,0,0
2022-10-13 23:00:00,0,0,0,0,0,0
2022-10-14 00:00:00,0,0,0,0,0,0
2022-10-14 01:00:00,0,0,0,0,0,0
2022-10-14 02:00:00,0,0,0,0,0,0
2022-10-14 03:00:00,0,0,0,0,0,0
2022-10-14 04:00:00,0,0,0,0,0,0
2022-10-14 05:00:00,0,0,0,0,0,0
2022-10-14 06:00:00,0,0,0,0,0,0
2022-10-14 07:00:00,11.37946,13.76601,13.08907,14.1899,13.59921,13.00123
2022-10-14 08:00:00,209.0448,252.3091,227.1709,254.5355,229.0639,237.3924
2022-10-14 09:00:00,452.5698,554.958,533.0417,558.9022,532.501,524.2076
2022-10-14 10:00:00,690.7048,781.0359,763.3699,787.0305,759.98,738.8591
2022-10-14 11:00:00,845.7899,922.3277,898.2287,926.8242,895.2566,870.2809
2022-10-14 12:00:00,925.2786,992.6198,968.8899,996.2689,968.9644,940.4714
2022-10-14 13:00:00,928.6953,986.0186,959.6349,986.1772,959.9888,929.7655
2022-10-14 14:00:00,852.6922,914.7454,885.6036,912.0611,885.5142,859.8087
2022-10-14 15:00:00,697.1917,769.8246,745.8674,766.1535,746.2389,721.3613
2022-10-14 16:00:00,481.9648,536.3299,526.1099,532.7474,526.6451,493.0914
2022-10-14 17:00:00,234.7637,228.0509,247.0375,237.0851,248.8609,219.3873
2022-10-14 18:00:00,37.77977,13.876,20.4927,15.5426,20.36566,18.61955
2022-10-14 19:00:00,0.001768844,0,0,0,0,0
2022-10-14 20:00:00,0,0,0,0,0,0
2022-10-14 21:00:00,0,0,0,0,0,0
2022-10-14 22:00:00,0,0,0,0,0,0
2022-10-14 23:00:00,0,0,0,0,0,0
2022-10-15 00:00:00,0,0,0,0,0,0
2022-10-15 01:00:00,0,0,0,0,0,0
2022-10-15 02:00:00,0,0,0,0,0,0
2022-10-15 03:00:00,0,0,0,0,0,0
2022-10-15 04:00:00,0,0,0,0,0,0
2022-10-15 05:00:00,0,0,0,0,0,0
2022-10-15 06:00:00,0,0,0,0,0,0
2022-10-15 07:00:00,19.45186,21.50251,18.77752,21.31102,17.5036,18.28016
2022-10-15 08:00:00,183.701,213.5269,209.5558,224.9489,212.056,204.49
2022-10-15 09:00:00,479.4405,557.6154,539.9363,559.6443,540.6344,524.6422
2022-10-15 10:00:00,694.3776,769.0481,750.5466,769.0476,743.262,720.7904
2022-10-15 11:00:00,844.8808,905.6255,884.2141,905.376,877.455,849.2542
2022-10-15 12:00:00,921.4696,968.2457,942.7578,964.7422,935.5455,905.1978
2022-10-15 13:00:00,916.6321,963.899,938.7922,958.7927,933.8624,902.9745
2022-10-15 14:00:00,831.8926,887.6406,861.9855,881.262,857.67,828.8704
2022-10-15 15:00:00,677.1808,743.0515,720.8757,736.4753,717.5321,693.9344
2022-10-15 16:00:00,449.5427,491.134,483.7461,484.9587,483.1019,450.9629
2022-10-15 17:00:00,205.8189,214.3002,228.9946,221.3525,231.0618,205.9718
2022-10-15 18:00:00,32.84016,13.39707,17.64235,14.31765,17.54885,16.14835
2022-10-15 19:00:00,0,0,0,0,0,0
2022-10-15 20:00:00,0,0,0,0,0,0
2022-10-15 21:00:00,0,0,0,0,0,0
2022-10-15 22:00:00,0,0,0,0,0,0
2022-10-15 23:00:00,0,0,0,0,0,0
2022-10-16 00:00:00,0,0,0,0,0,0
2022-10-16 01:00:00,0,0,0,0,0,0
2022-10-16 02:00:00,0,0,0,0,0,0
2022-10-16 03:00:00,0,0,0,0,0,0
2022-10-16 04:00:00,0,0,0,0,0,0
2022-10-16 05:00:00,0,0,0,0,0,0
2022-10-16 06:00:00,0,0,0,0,0,0
2022-10-16 07:00:00,25.79166,24.49042,22.53814,25.74566,21.48558,22.98772
2022-10-16 08:00:00,183.3058,203.6378,188.8592,206.4632,191.0948,190.5987
2022-10-16 09:00:00,454.2159,508.6253,493.579,511.5733,489.0959,481.4612
2022-10-16 10:00:00,670.2528,730.1016,714.5746,732.0005,708.4622,687.2858
2022-10-16 11:00:00,805.2974,847.2935,828.5439,846.3512,819.785,795.3897
2022-10-16 12:00:00,715.4534,740.7802,708.4792,734.622,705.8411,691.212
2022-10-16 13:00:00,571.0344,608.0232,588.2012,612.7028,589.9725,579.1897
2022-10-16 14:00:00,733.1389,778.0975,755.6277,776.6318,755.033,733.5565
2022-10-16 15:00:00,586.9152,638.3855,617.6597,633.3085,617.9254,595.7728
2022-10-16 16:00:00,326.6597,354.3285,346.2323,351.7582,346.1935,330.1789
2022-10-16 17:00:00,124.638,127.9432,126.9746,128.7122,127.0969,119.9825
2022-10-16 18:00:00,14.1153,9.312286,9.241314,8.971374,9.585542,8.709382
2022-10-16 19:00:00,0,0,0,0,0,0
2022-10-16 20:00:00,0,0,0,0,0,0
2022-10-16 21:00:00,0,0,0,0,0,0
2022-10-16 22:00:00,0,0,0,0,0,0
2022-10-16 23:00:00,0,0,0,0,0,0
2022-10-17 00:00:00,0,0,0,0,0,0
2022-10-17 01:00:00,0,0,0,0,0,0
2022-10-17 02:00:00,0,0,0,0,0,0
2022-10-17 03:00:00,0,0,0,0,0,0
2022-10-17 04:00:00,0,0,0,0,0,0
2022-10-17 05:00:00,0,0,0,0,0,0
2022-10-17 06:00:00,0,0,0,0,0,0
2022-10-17 07:00:00,1.83532,2.94309,2.966345,2.902873,2.87059,2.811033
2022-10-17 08:00:00,32.73978,40.42108,39.46838,39.89254,38.96705,37.61202
2022-10-17 09:00:00,168.515,208.135,204.797,208.6452,200.0114,192.961
2022-10-17 10:00:00,617.3221,671.4873,657.6162,672.5699,650.7003,628.218
2022-10-17 11:00:00,734.2741,769.649,796.9556,790.8217,783.1124,753.1429
2022-10-17 12:00:00,865.4115,917.9324,894.3715,914.4963,886.7266,857.2357
2022-10-17 13:00:00,868.7463,921.8122,892.8639,913.9387,885.4216,857.4758
2022-10-17 14:00:00,755.6443,810.9387,783.7791,804.375,771.0679,733.9807
2022-10-17 15:00:00,555.5618,631.8713,602.6624,622.9841,599.6912,581.5623
2022-10-17 16:00:00,383.8809,436.4873,420.0995,429.2394,428.4279,392.7451
2022-10-17 17:00:00,191.338,189.6155,197.8426,196.009,203.5208,182.3748
2022-10-17 18:00:00,26.56117,10.2645,12.77745,10.78354,12.5842,11.48138
2022-10-17 19:00:00,0,0,0,0,0,0
2022-10-17 20:00:00,0,0,0,0,0,0
2022-10-17 21:00:00,0,0,0,0,0,0
2022-10-17 22:00:00,0,0,0,0,0,0
2022-10-17 23:00:00,0,0,0,0,0,0
2022-10-18 00:00:00,0,0,0,0,0,0
2022-10-18 01:00:00,0,0,0,0,0,0
2022-10-18 02:00:00,0,0,0,0,0,0
2022-10-18 03:00:00,0,0,0,0,0,0
2022-10-18 04:00:00,0,0,0,0,0,0
2022-10-18 05:00:00,0,0,0,0,0,0
2022-10-18 06:00:00,0,0,0,0,0,0
2022-10-18 07:00:00,20.74324,17.63713,15.38925,18.60136,14.08558,16.33668
2022-10-18 08:00:00,235.4703,256.864,234.6895,262.8494,237.7264,241.9794
2022-10-18 09:00:00,478.9512,574.5502,555.7151,579.1308,557.4701,539.9542
2022-10-18 10:00:00,690.6951,813.1391,793.6333,817.7092,790.3546,766.9905
2022-10-18 11:00:00,845.4692,963.6686,942.8489,965.385,940.2336,907.819
2022-10-18 12:00:00,926.9888,999.448,997.0134,999.3513,995.2479,967.9635
2022-10-18 13:00:00,924.4666,999.3431,988.8207,987.5322,986.7612,951.8464
2022-10-18 14:00:00,846.1921,949.5972,923.9506,943.5289,920.4837,888.7224
