Sarah,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"Eaton Power Xpert 1670 1, Real power","Eaton Power Xpert 1670 2, Real power","Eaton Power Xpert 1670 3, Real power"
,W/m²,kW,kW,kW
2022-10-01 00:00:00,0.01011111,,,
2022-10-01 01:00:00,0.0555,,,
2022-10-01 02:00:00,0,,,
2022-10-01 03:00:00,0,,,
2022-10-01 04:00:00,0,,,
2022-10-01 05:00:00,0,,,
2022-10-01 06:00:00,0.07341667,,,
2022-10-01 07:00:00,5.867749,,,
2022-10-01 08:00:00,58.15813,,,
2022-10-01 09:00:00,145.2136,,,
2022-10-01 10:00:00,214.4106,,,
2022-10-01 11:00:00,184.0006,,,
2022-10-01 12:00:00,96.08558,,,
2022-10-01 13:00:00,208.5918,,,
2022-10-01 14:00:00,146.2869,,,
2022-10-01 15:00:00,139.9733,,,
2022-10-01 16:00:00,86.42218,,,
2022-10-01 17:00:00,71.62906,,,
2022-10-01 18:00:00,21.71121,,,
2022-10-01 19:00:00,,,,
2022-10-01 20:00:00,,,,
2022-10-01 21:00:00,,,,
2022-10-01 22:00:00,,,,
2022-10-01 23:00:00,,,,
2022-10-02 00:00:00,,,,
2022-10-02 01:00:00,,,,
2022-10-02 02:00:00,,,,
2022-10-02 03:00:00,,,,
2022-10-02 04:00:00,,,,
2022-10-02 05:00:00,,,,
2022-10-02 06:00:00,,,,
2022-10-02 07:00:00,,,,
2022-10-02 08:00:00,,,,
2022-10-02 09:00:00,,,,
2022-10-02 10:00:00,,,,
2022-10-02 11:00:00,,,,
2022-10-02 12:00:00,,,,
2022-10-02 13:00:00,,,,
2022-10-02 14:00:00,,,,
2022-10-02 15:00:00,,,,
2022-10-02 16:00:00,,,,
2022-10-02 17:00:00,,,,
2022-10-02 18:00:00,,,,
2022-10-02 19:00:00,,,,
2022-10-02 20:00:00,,,,
2022-10-02 21:00:00,,,,
2022-10-02 22:00:00,,,,
2022-10-02 23:00:00,,,,
2022-10-03 00:00:00,,,,
2022-10-03 01:00:00,,,,
2022-10-03 02:00:00,,,,
2022-10-03 03:00:00,,,,
2022-10-03 04:00:00,0,0,0,0
2022-10-03 05:00:00,0,0,0,0
2022-10-03 06:00:00,0,0,0,0
2022-10-03 07:00:00,0,3.985948,3.828938,5.753617
2022-10-03 08:00:00,0,33.47343,38.87954,43.56632
2022-10-03 09:00:00,26.03727,135.4657,145.6981,149.3117
2022-10-03 10:00:00,107.5265,204.822,229.0792,227.7781
2022-10-03 11:00:00,185.6342,345.8802,388.2638,386.4424
2022-10-03 12:00:00,381.2733,681.8659,784.2685,777.6201
2022-10-03 13:00:00,401.7952,678.773,776.4797,773.9985
2022-10-03 14:00:00,243.6444,440.425,499.2748,490.927
2022-10-03 15:00:00,267.2365,491.0535,558.2293,540.6308
2022-10-03 16:00:00,164.6945,302.8417,345.6068,333.5273
2022-10-03 17:00:00,67.69038,97.63392,114.4592,118.3527
2022-10-03 18:00:00,12.73037,5.189635,5.354135,6.623644
2022-10-03 19:00:00,0.2088889,0,0,0
2022-10-03 20:00:00,0,0,0,0
2022-10-03 21:00:00,0,0,0,0
2022-10-03 22:00:00,0,0,0,0
2022-10-03 23:00:00,0,0,0,0
2022-10-04 00:00:00,0,0,0,0
2022-10-04 01:00:00,0,0,0,0
2022-10-04 02:00:00,0,0,0,0
2022-10-04 03:00:00,0,0,0,0
2022-10-04 04:00:00,0,0,0,0
2022-10-04 05:00:00,0,0,0,0
2022-10-04 06:00:00,0,0,0,0
2022-10-04 07:00:00,28.67325,40.26897,30.09104,53.72943
2022-10-04 08:00:00,220.8271,426.2099,376.0993,484.225
2022-10-04 09:00:00,448.7983,848.2972,876.6102,944.6157
2022-10-04 10:00:00,650.0354,1158.726,1298.396,1304.092
2022-10-04 11:00:00,773.6812,1090.018,1249.826,1331.986
2022-10-04 12:00:00,653.5509,975.1328,1019.362,1054.101
2022-10-04 13:00:00,611.4431,1026.014,1132.856,1125.096
2022-10-04 14:00:00,625.2078,1015.419,1107.684,1159.925
2022-10-04 15:00:00,256.1946,470.2975,517.3367,503.4562
2022-10-04 16:00:00,280.3712,505.6137,570.6228,549.7568
2022-10-04 17:00:00,84.58263,137.0916,152.9782,151.0685
2022-10-04 18:00:00,46.60089,58.71347,66.98668,66.25923
2022-10-04 19:00:00,0.3105,0,0,0
2022-10-04 20:00:00,0,0,0,0
2022-10-04 21:00:00,0,0,0,0
2022-10-04 22:00:00,0,0,0,0
2022-10-04 23:00:00,0,0,0,0
2022-10-05 00:00:00,0,0,0,0
2022-10-05 01:00:00,0,0,0,0
2022-10-05 02:00:00,0,0,0,0
2022-10-05 03:00:00,0,0,0,0
2022-10-05 04:00:00,0,0,0,0
2022-10-05 05:00:00,0,0,0,0
2022-10-05 06:00:00,0,0,0,0
2022-10-05 07:00:00,15.39946,24.54915,19.88184,26.67892
2022-10-05 08:00:00,180.0131,341.9552,304.4999,364.6988
2022-10-05 09:00:00,418.6655,788.7343,804.0712,874.8252
2022-10-05 10:00:00,642.0314,1116.419,1247.226,1250.769
2022-10-05 11:00:00,685.726,1170.583,1250.481,1275.077
2022-10-05 12:00:00,728.9935,1115.934,1268.648,1264.478
2022-10-05 13:00:00,841.9286,1370.949,1566.922,1555.44
2022-10-05 14:00:00,781.0031,1138.942,1439.46,1414.064
2022-10-05 15:00:00,575.5071,886.163,963.8867,911.8994
2022-10-05 16:00:00,334.7691,601.9086,683.5272,659.6075
2022-10-05 17:00:00,255.6992,366.1154,424.5869,409.8875
2022-10-05 18:00:00,56.51516,26.599,49.60661,37.76947
2022-10-05 19:00:00,0.6351945,0,0,0
2022-10-05 20:00:00,0,0,0,0
2022-10-05 21:00:00,0,0,0,0
2022-10-05 22:00:00,0,0,0,0
2022-10-05 23:00:00,0,0,0,0
2022-10-06 00:00:00,0,0,0,0
2022-10-06 01:00:00,0,0,0,0
2022-10-06 02:00:00,0,0,0,0
2022-10-06 03:00:00,0,0,0,0
2022-10-06 04:00:00,0,0,0,0
2022-10-06 05:00:00,0,0,0,0
2022-10-06 06:00:00,0,0,0,0
2022-10-06 07:00:00,15.08405,31.36514,15.63325,40.99457
2022-10-06 08:00:00,214.3748,384.5261,322.7413,438.1133
2022-10-06 09:00:00,441.4121,795.8541,820.4483,885.7468
2022-10-06 10:00:00,643.0844,1074.202,1193.166,1202.639
2022-10-06 11:00:00,793.2535,1247.018,1403.356,1393.869
2022-10-06 12:00:00,873.7247,1325.132,1500.167,1484.901
2022-10-06 13:00:00,876.5927,1221.189,1420.245,1487.531
2022-10-06 14:00:00,849.4764,1249.704,1394.597,1386.714
2022-10-06 15:00:00,495.2766,739.0602,870.2496,830.4279
2022-10-06 16:00:00,385.3133,532.8311,636.3318,634.2874
2022-10-06 17:00:00,244.8585,352.9096,423.37,393.1371
2022-10-06 18:00:00,49.15231,25.48232,42.34614,31.5422
2022-10-06 19:00:00,0.4597222,0,0,0
2022-10-06 20:00:00,0,0,0,0
2022-10-06 21:00:00,0,0,0,0
2022-10-06 22:00:00,0,0,0,0
2022-10-06 23:00:00,0,0,0,0
2022-10-07 00:00:00,0,0,0,0
2022-10-07 01:00:00,0,0,0,0
2022-10-07 02:00:00,0,0,0,0
2022-10-07 03:00:00,0,0,0,0
2022-10-07 04:00:00,0,0,0,0
2022-10-07 05:00:00,0,0,0,0
2022-10-07 06:00:00,0,0,0,0
2022-10-07 07:00:00,16.18058,29.61202,17.73715,26.08576
2022-10-07 08:00:00,207.4881,377.99,318.8466,425.8964
2022-10-07 09:00:00,438.4315,800.1606,826.4903,887.7248
2022-10-07 10:00:00,644.1362,1088.122,1215.488,1220.109
2022-10-07 11:00:00,791.8074,1262.483,1428.715,1411.688
2022-10-07 12:00:00,874.377,1335.515,1510.01,1487.936
2022-10-07 13:00:00,881.8022,1326.248,1505.075,1478.673
2022-10-07 14:00:00,809.5148,1232.936,1403.247,1373.169
2022-10-07 15:00:00,633.7634,1040.046,1188.68,1161.466
2022-10-07 16:00:00,450.972,717.659,819.153,796.8605
2022-10-07 17:00:00,176.3661,261.7388,312.7181,287.8971
2022-10-07 18:00:00,43.38353,24.951,40.89791,25.05292
2022-10-07 19:00:00,0.4479167,0,0,0
2022-10-07 20:00:00,0,0,0,0
2022-10-07 21:00:00,0,0,0,0
2022-10-07 22:00:00,0,0,0,0
2022-10-07 23:00:00,0,0,0,0
2022-10-08 00:00:00,0.02223611,0,0,0
2022-10-08 01:00:00,0,0,0,0
2022-10-08 02:00:00,0,0,0,0
2022-10-08 03:00:00,0,0,0,0
2022-10-08 04:00:00,0,0,0,0
2022-10-08 05:00:00,0,0,0,0
2022-10-08 06:00:00,0,0,0,0
2022-10-08 07:00:00,20.65884,35.89201,20.88656,39.06284
2022-10-08 08:00:00,180.5647,327.677,296.3983,367.1774
2022-10-08 09:00:00,392.2702,744.5911,741.9189,806.6613
2022-10-08 10:00:00,483.7329,855.6259,919.3263,938.7216
2022-10-08 11:00:00,479.2035,870.8154,928.8834,915.7776
2022-10-08 12:00:00,694.6134,1075.097,1183.188,1164.483
2022-10-08 13:00:00,683.6848,1100.133,1213.778,1215.119
2022-10-08 14:00:00,301.0911,532.3041,601.936,586.7072
2022-10-08 15:00:00,395.424,744.9786,816.7748,803.9998
2022-10-08 16:00:00,455.9275,774.7902,884.2148,854.8144
2022-10-08 17:00:00,212.5206,330.0193,394.4615,361.4849
2022-10-08 18:00:00,40.16299,18.95074,35.8256,26.66184
2022-10-08 19:00:00,0.302717,0,0,0
2022-10-08 20:00:00,0,0,0,0
2022-10-08 21:00:00,0,0,0,0
2022-10-08 22:00:00,0,0,0,0
2022-10-08 23:00:00,0,0,0,0
2022-10-09 00:00:00,0,0,0,0
2022-10-09 01:00:00,0,0,0,0
2022-10-09 02:00:00,0,0,0,0
2022-10-09 03:00:00,0,0,0,0
2022-10-09 04:00:00,0,0,0,0
2022-10-09 05:00:00,0,0,0,0
2022-10-09 06:00:00,0,0,0,0
2022-10-09 07:00:00,11.91876,28.04812,16.83731,30.97339
2022-10-09 08:00:00,202.2985,387.1562,319.2259,432.3924
2022-10-09 09:00:00,434.5193,827.2721,850.1613,914.8077
2022-10-09 10:00:00,642.12,1119.828,1246.438,1243.661
2022-10-09 11:00:00,791.5519,1302.077,1462.883,1443.723
2022-10-09 12:00:00,877.348,1386.692,1572.907,1545.489
2022-10-09 13:00:00,881.415,1379.667,1567.893,1536.138
2022-10-09 14:00:00,804.766,1271.286,1452.677,1415.397
2022-10-09 15:00:00,653.6171,1063.371,1217.937,1183.653
2022-10-09 16:00:00,468.6338,768.2094,877.6741,849.7219
2022-10-09 17:00:00,235.0125,324.4229,393.5835,356.1615
2022-10-09 18:00:00,35.60813,15.02103,30.40822,23.74082
2022-10-09 19:00:00,0.168348,0,0,0
2022-10-09 20:00:00,0,0,0,0
2022-10-09 21:00:00,0,0,0,0
2022-10-09 22:00:00,0,0,0,0
2022-10-09 23:00:00,0,0,0,0
2022-10-10 00:00:00,0,0,0,0
2022-10-10 01:00:00,0,0,0,0
2022-10-10 02:00:00,0,0,0,0
2022-10-10 03:00:00,0,0,0,0
2022-10-10 04:00:00,0,0,0,0
2022-10-10 05:00:00,0,0,0,0
2022-10-10 06:00:00,0,0,0,0
2022-10-10 07:00:00,5.360161,6.031636,8.36609,6.112344
2022-10-10 08:00:00,75.92282,155.1906,175.5813,205.777
2022-10-10 09:00:00,127.7901,253.1405,268.9785,275.4452
2022-10-10 10:00:00,349.9886,614.4646,702.0934,654.3225
2022-10-10 11:00:00,730.6962,1214.977,1356.533,1347.109
2022-10-10 12:00:00,752.302,1289.921,1398.214,1388.149
2022-10-10 13:00:00,789.8444,1147.322,1318.145,1250.973
2022-10-10 14:00:00,735.9959,1104.74,1278.677,1310.673
2022-10-10 15:00:00,650.557,1050.1,1203.002,1166.318
2022-10-10 16:00:00,453.7674,743.9314,849.1385,821.409
2022-10-10 17:00:00,225.2711,320.9937,395.1509,358.0807
2022-10-10 18:00:00,32.76416,13.38152,28.48494,20.42959
2022-10-10 19:00:00,0.1903194,0,0,0
2022-10-10 20:00:00,0,0,0,0
2022-10-10 21:00:00,0,0,0,0
2022-10-10 22:00:00,0,0,0,0
2022-10-10 23:00:00,0,0,0,0
2022-10-11 00:00:00,0,0,0,0
2022-10-11 01:00:00,0,0,0,0
2022-10-11 02:00:00,0,0,0,0
2022-10-11 03:00:00,0,0,0,0
2022-10-11 04:00:00,0,0,0,0
2022-10-11 05:00:00,0,0,0,0
2022-10-11 06:00:00,0,0,0,0
2022-10-11 07:00:00,9.308216,26.86713,7.277344,23.51714
2022-10-11 08:00:00,208.6033,384.6555,318.1399,429.9601
2022-10-11 09:00:00,441.0125,826.7834,845.5862,914.0433
2022-10-11 10:00:00,647.7675,1120.096,1245.92,1247.295
2022-10-11 11:00:00,798.0499,1293.787,1455.923,1439.546
2022-10-11 12:00:00,868.4056,1364.265,1529.25,1495.569
2022-10-11 13:00:00,795.6582,1237.551,1404.057,1376.873
2022-10-11 14:00:00,676.1141,1073.139,1207.261,1173.118
2022-10-11 15:00:00,555.188,906.8403,1031.865,1007.741
2022-10-11 16:00:00,428.316,706.8047,790.996,762.9999
2022-10-11 17:00:00,230.8871,327.2531,398.2421,359.9018
2022-10-11 18:00:00,28.07086,11.55599,18.41978,14.45358
2022-10-11 19:00:00,0.0321111,0,0,0
2022-10-11 20:00:00,0,0,0,0
2022-10-11 21:00:00,0,0,0,0
2022-10-11 22:00:00,0,0,0,0
2022-10-11 23:00:00,0,0,0,0
2022-10-12 00:00:00,0,0,0,0
2022-10-12 01:00:00,0,0,0,0
2022-10-12 02:00:00,0,0,0,0
2022-10-12 03:00:00,0,0,0,0
2022-10-12 04:00:00,0,0,0,0
2022-10-12 05:00:00,0,0,0,0
2022-10-12 06:00:00,0,0,0,0
2022-10-12 07:00:00,10.56939,27.71751,16.6808,30.03667
2022-10-12 08:00:00,168.6711,319.2198,272.2132,337.3537
2022-10-12 09:00:00,300.6266,513.7075,546.9163,593.1818
2022-10-12 10:00:00,444.09,754.7584,770.3031,836.554
2022-10-12 11:00:00,602.4283,989.6735,1149.111,1130.258
2022-10-12 12:00:00,668.2719,1119.428,1250.153,1227.316
2022-10-12 13:00:00,746.7497,1066.537,1315.069,1305.663
2022-10-12 14:00:00,561.876,895.6683,1036.698,1018.065
2022-10-12 15:00:00,409.2012,704.3391,776.4682,747.2245
2022-10-12 16:00:00,308.5978,551.1811,596.6443,577.9879
2022-10-12 17:00:00,131.8329,202.2552,223.3078,220.4485
2022-10-12 18:00:00,6.717528,1.86312,1.45083,0.688205
2022-10-12 19:00:00,0.01125,0,0,0
2022-10-12 20:00:00,0,0,0,0
2022-10-12 21:00:00,0,0,0,0
2022-10-12 22:00:00,0,0,0,0
2022-10-12 23:00:00,0,0,0,0
2022-10-13 00:00:00,0,0,0,0
2022-10-13 01:00:00,0,0,0,0
2022-10-13 02:00:00,0,0,0,0
2022-10-13 03:00:00,0,0,0,0
2022-10-13 04:00:00,0,0,0,0
2022-10-13 05:00:00,0,0,0,0
2022-10-13 06:00:00,0,0,0,0
2022-10-13 07:00:00,0.3645833,0,0,0
2022-10-13 08:00:00,17.96755,25.62756,31.83758,26.64971
2022-10-13 09:00:00,123.1038,242.2339,264.6954,255.9588
2022-10-13 10:00:00,182.7876,339.9091,365.9544,361.5148
2022-10-13 11:00:00,187.8076,345.7414,381.2329,378.523
2022-10-13 12:00:00,179.2486,324.7899,348.0019,347.1272
2022-10-13 13:00:00,423.5256,664.5262,739.3638,726.3175
2022-10-13 14:00:00,426.8462,591.7385,719.3412,651.6794
2022-10-13 15:00:00,346.0316,569.4504,619.481,580.6127
2022-10-13 16:00:00,87.35867,165.784,168.6992,162.5514
2022-10-13 17:00:00,123.303,187.737,212.8388,205.8667
2022-10-13 18:00:00,19.98067,16.63537,21.50464,17.10889
2022-10-13 19:00:00,0.3746527,0,0,0
2022-10-13 20:00:00,0,0,0,0
2022-10-13 21:00:00,0,0,0,0
2022-10-13 22:00:00,0,0,0,0
2022-10-13 23:00:00,0,0,0,0
2022-10-14 00:00:00,0,0,0,0
2022-10-14 01:00:00,0,0,0,0
2022-10-14 02:00:00,0,0,0,0
2022-10-14 03:00:00,0,0,0,0
2022-10-14 04:00:00,0,0,0,0
2022-10-14 05:00:00,0,0,0,0
2022-10-14 06:00:00,0,0,0,0
2022-10-14 07:00:00,7.328508,12.27918,12.51208,13.36826
2022-10-14 08:00:00,139.0075,269.0097,272.8595,287.3828
2022-10-14 09:00:00,331.9764,670.1454,684.9481,744.3187
2022-10-14 10:00:00,589.2266,1088.056,1178.143,1187.877
2022-10-14 11:00:00,777.7607,1304.147,1454.935,1431.823
2022-10-14 12:00:00,863.4464,1395.344,1563.901,1535.193
2022-10-14 13:00:00,870.3154,1387.862,1557.5,1520.848
2022-10-14 14:00:00,798.6931,1282.015,1446.074,1408.814
2022-10-14 15:00:00,650.3906,1064.854,1203.17,1167.715
2022-10-14 16:00:00,448.7565,739.6811,835.9904,810.9211
2022-10-14 17:00:00,217.6149,295.8633,367.4297,325.6267
2022-10-14 18:00:00,23.07164,8.909552,13.65825,9.934106
