Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power"
,W/m²,kW,kW,kW
2022-10-02 16:00:00,32.16626,60.5,62.25,63.25
2022-10-02 17:00:00,25.95909,43.25,44.75,45.5
2022-10-02 18:00:00,6.587492,8.75,8.75,8.75
2022-10-02 19:00:00,0,0,0,0
2022-10-02 20:00:00,0,0,0,0
2022-10-02 21:00:00,0,0,0,0
2022-10-02 22:00:00,0,0,0,0
2022-10-02 23:00:00,0,0,0,0
2022-10-03 00:00:00,0,0,0,0
2022-10-03 01:00:00,0,0,0,0
2022-10-03 02:00:00,0,0,0,0
2022-10-03 03:00:00,0,0,0,0
2022-10-03 04:00:00,0,0,0,0
2022-10-03 05:00:00,0,0,0,0
2022-10-03 06:00:00,0,0,0,0
2022-10-03 07:00:00,11.0071,16.75,17.25,18.25
2022-10-03 08:00:00,69.09876,121.75,126.25,125
2022-10-03 09:00:00,92.12196,162,167.5,173
2022-10-03 10:00:00,127.4299,229.25,240,244.5
2022-10-03 11:00:00,163.9274,297.25,313.75,316
2022-10-03 12:00:00,241.7531,437,459.25,464.75
2022-10-03 13:00:00,385.7345,682,717.75,737.75
2022-10-03 14:00:00,198.6288,350.75,369.75,374.75
2022-10-03 15:00:00,146.8271,264.25,282.5,288.25
2022-10-03 16:00:00,110.189,193.5,204.5,208.25
2022-10-03 17:00:00,63.5732,113.25,119,119.25
2022-10-03 18:00:00,5.571743,8,8.25,8.5
2022-10-03 19:00:00,0,0,0,0
2022-10-03 20:00:00,0,0,0,0
2022-10-03 21:00:00,0,0,0,0
2022-10-03 22:00:00,0,0,0,0
2022-10-03 23:00:00,0,0,0,0
2022-10-04 00:00:00,0,0,0,0
2022-10-04 01:00:00,0,0,0,0
2022-10-04 02:00:00,0,0,0,0
2022-10-04 03:00:00,0,0,0,0
2022-10-04 04:00:00,0,0,0,0
2022-10-04 05:00:00,0,0,0,0
2022-10-04 06:00:00,0,0,0,0
2022-10-04 07:00:00,25.51357,39.75,42.5,43.25
2022-10-04 08:00:00,160.9984,277.5,290.5,294.5
2022-10-04 09:00:00,502.2146,905.75,1021.5,1032.5
2022-10-04 10:00:00,624.8239,1131.75,1207,1227
2022-10-04 11:00:00,666.8729,1114,1105.25,1069
2022-10-04 12:00:00,323.2695,548.75,581.75,586.5
2022-10-04 13:00:00,374.399,652.75,692.25,698.75
2022-10-04 14:00:00,358.9219,617.75,655,661.5
2022-10-04 15:00:00,253.1221,444,471.25,476
2022-10-04 16:00:00,155.1292,269.75,284,287
2022-10-04 17:00:00,55.60128,98,103.5,105
2022-10-04 18:00:00,13.59084,25.5,26.75,27.5
2022-10-04 19:00:00,0,0,0,0
2022-10-04 20:00:00,0,0,0,0
2022-10-04 21:00:00,0,0,0,0
2022-10-04 22:00:00,0,0,0,0
2022-10-04 23:00:00,0,0,0,0
2022-10-05 00:00:00,0,0,0,0
2022-10-05 01:00:00,0,0,0,0
2022-10-05 02:00:00,0,0,0,0
2022-10-05 03:00:00,0,0,0,0
2022-10-05 04:00:00,0,0,0,0
2022-10-05 05:00:00,0,0,0,0
2022-10-05 06:00:00,0,0,0,0
2022-10-05 07:00:00,20.89781,32.5,34,34.75
2022-10-05 08:00:00,113.9033,194,203.5,206.75
2022-10-05 09:00:00,222.7659,389.25,405.25,411.25
2022-10-05 10:00:00,297.4597,522.5,544.5,550
2022-10-05 11:00:00,586.4709,909.25,968,935.75
2022-10-05 12:00:00,404.2415,676.5,698.75,717.5
2022-10-05 13:00:00,427.7101,762.75,765.25,792.5
2022-10-05 14:00:00,365.4092,646,646.75,668
2022-10-05 15:00:00,456.798,802.75,834,889.25
2022-10-05 16:00:00,388.0374,644,642.5,678.25
2022-10-05 17:00:00,250.6261,439.5,437.5,437
2022-10-05 18:00:00,12.96498,22.5,22.25,23.75
2022-10-05 19:00:00,0,0,0,0
2022-10-05 20:00:00,0,0,0,0
2022-10-05 21:00:00,0,0,0,0
2022-10-05 22:00:00,0.02519087,0,0,0
2022-10-05 23:00:00,0,0,0,0
2022-10-06 00:00:00,0,0,0,0
2022-10-06 01:00:00,0,0,0,0
2022-10-06 02:00:00,0,0,0,0
2022-10-06 03:00:00,0,0,0,0
2022-10-06 04:00:00,0,0,0,0
2022-10-06 05:00:00,0,0,0,0
2022-10-06 06:00:00,0,0,0,0
2022-10-06 07:00:00,46.02588,83.75,78.25,82.5
2022-10-06 08:00:00,239.6603,477,468,484
2022-10-06 09:00:00,496.7704,943,930.25,967.75
2022-10-06 10:00:00,704.8237,1288,1273.5,1320.75
2022-10-06 11:00:00,852.0826,1511.75,1494.25,1552
2022-10-06 12:00:00,925.4048,1609.75,1589.75,1651
2022-10-06 13:00:00,921.9608,1591.25,1572.75,1630.5
2022-10-06 14:00:00,840.4932,1477.5,1460,1478.25
2022-10-06 15:00:00,697.725,1254.25,1239,1236.25
2022-10-06 16:00:00,494.4791,907,896.5,894
2022-10-06 17:00:00,252.1992,441,436.75,407.75
2022-10-06 18:00:00,35.85955,56.25,48.75,29.5
2022-10-06 19:00:00,0,0,0,0
2022-10-06 20:00:00,0,0,0,0
2022-10-06 21:00:00,0,0,0,0
2022-10-06 22:00:00,0,0,0,0
2022-10-06 23:00:00,0,0,0,0
2022-10-07 00:00:00,0,0,0,0
2022-10-07 01:00:00,0,0,0,0
2022-10-07 02:00:00,0,0,0,0
2022-10-07 03:00:00,0,0,0,0
2022-10-07 04:00:00,0,0,0,0
2022-10-07 05:00:00,0,0,0,0
2022-10-07 06:00:00,0,0,0,0
2022-10-07 07:00:00,47.86936,72,69,70.25
2022-10-07 08:00:00,232.5463,489.25,484.5,483.5
2022-10-07 09:00:00,495.2296,969,952.5,955.75
2022-10-07 10:00:00,700.4586,1324.5,1299,1306.5
2022-10-07 11:00:00,849.0416,1522,1523.25,1529.5
2022-10-07 12:00:00,927.2562,1610.25,1628,1633.25
2022-10-07 13:00:00,926.5585,1595,1603.75,1617.25
2022-10-07 14:00:00,846.087,1475.5,1447.75,1466.75
2022-10-07 15:00:00,693.9893,1243.5,1220.5,1226.5
2022-10-07 16:00:00,489.556,905.75,888.5,888.5
2022-10-07 17:00:00,208.2905,392.75,388.5,363.25
2022-10-07 18:00:00,35.58467,64,57.5,45.25
2022-10-07 19:00:00,0,0,0,0
2022-10-07 20:00:00,0,0,0,0
2022-10-07 21:00:00,0,0,0,0
2022-10-07 22:00:00,0,0,0,0
2022-10-07 23:00:00,0,0,0,0
2022-10-08 00:00:00,0,0,0,0
2022-10-08 01:00:00,0,0,0,0
2022-10-08 02:00:00,0.1282185,0,0,0
2022-10-08 03:00:00,0,0,0,0
2022-10-08 04:00:00,0,0,0,0
2022-10-08 05:00:00,0,0,0,0
2022-10-08 06:00:00,0,0,0,0
2022-10-08 07:00:00,56.16111,97.75,94.75,96.75
2022-10-08 08:00:00,227.9886,442.25,433.5,426.75
2022-10-08 09:00:00,452.1341,854.25,823,859
2022-10-08 10:00:00,519.7736,910.25,903,937
2022-10-08 11:00:00,719.4052,1292.25,1247.75,1230.5
2022-10-08 12:00:00,910.4258,1346.5,1317.75,1326.5
2022-10-08 13:00:00,563.7897,972,930.25,925.75
2022-10-08 14:00:00,347.8471,578,573.75,577.5
2022-10-08 15:00:00,438.6006,811.25,783,782.25
2022-10-08 16:00:00,486.1224,893.25,868.75,908.25
2022-10-08 17:00:00,252.2867,459.25,450.5,418.75
2022-10-08 18:00:00,33.88474,56,47.25,26.75
2022-10-08 19:00:00,0,0,0,0
2022-10-08 20:00:00,0,0,0,0
2022-10-08 21:00:00,0,0,0,0
2022-10-08 22:00:00,0,0,0,0
2022-10-08 23:00:00,0,0,0,0
2022-10-09 00:00:00,0,0,0,0
2022-10-09 01:00:00,0,0,0,0
2022-10-09 02:00:00,0,0,0,0
2022-10-09 03:00:00,0,0,0,0
2022-10-09 04:00:00,0,0,0,0
2022-10-09 05:00:00,0,0,0,0
2022-10-09 06:00:00,0,0,0,0
2022-10-09 07:00:00,47.0756,76.25,72.75,75.25
2022-10-09 08:00:00,233.7388,512.75,501.5,509.5
2022-10-09 09:00:00,497.4537,991,973.75,983
2022-10-09 10:00:00,710.2305,1340.5,1315.75,1326.75
2022-10-09 11:00:00,857.1173,1558.25,1529.75,1540.25
2022-10-09 12:00:00,935.7108,1658,1630.75,1640.5
2022-10-09 13:00:00,934.1503,1644,1614.25,1624.75
2022-10-09 14:00:00,853.4637,1524.25,1496.5,1505.75
2022-10-09 15:00:00,702.7758,1288,1264.5,1272.25
2022-10-09 16:00:00,493.6899,923.25,906.75,914
2022-10-09 17:00:00,247.6788,448,440,406.75
2022-10-09 18:00:00,31.24542,49.5,41,25
2022-10-09 19:00:00,0,0,0,0
2022-10-09 20:00:00,0,0,0,0
2022-10-09 21:00:00,0,0,0,0
2022-10-09 22:00:00,0,0,0,0
2022-10-09 23:00:00,0,0,0,0
2022-10-10 00:00:00,0,0,0,0
2022-10-10 01:00:00,0,0,0,0
2022-10-10 02:00:00,0,0,0,0
2022-10-10 03:00:00,0,0,0,0
2022-10-10 04:00:00,0,0,0,0
2022-10-10 05:00:00,0,0,0,0
2022-10-10 06:00:00,0,0,0,0
2022-10-10 07:00:00,23.43232,29.5,28,29.25
2022-10-10 08:00:00,140.2554,263,250.75,252
2022-10-10 09:00:00,452.4827,874.25,874.5,900.25
2022-10-10 10:00:00,386.1407,707.25,685.25,662
2022-10-10 11:00:00,603.9269,1109.75,1106.75,1062.5
2022-10-10 12:00:00,856.4313,1403,1411.75,1405
2022-10-10 13:00:00,700.0961,1194,1205.75,1198.5
2022-10-10 14:00:00,713.9399,1283.5,1247,1232
2022-10-10 15:00:00,622.2015,1149,1138.5,1130.25
2022-10-10 16:00:00,480.6047,893.5,878.75,883.75
2022-10-10 17:00:00,234.931,424.25,417,381.5
2022-10-10 18:00:00,26.50978,45,37.25,22.75
2022-10-10 19:00:00,0,0,0,0
2022-10-10 20:00:00,0,0,0,0
2022-10-10 21:00:00,0,0,0,0
2022-10-10 22:00:00,0,0,0,0
2022-10-10 23:00:00,0,0,0,0
2022-10-11 00:00:00,0,0,0,0
2022-10-11 01:00:00,0,0,0,0
2022-10-11 02:00:00,0,0,0,0
2022-10-11 03:00:00,0,0,0,0
2022-10-11 04:00:00,0,0,0,0
2022-10-11 05:00:00,0,0,0,0
2022-10-11 06:00:00,0,0,0,0
2022-10-11 07:00:00,45.67402,69.75,67.25,69.25
2022-10-11 08:00:00,228.553,495,485,490.5
2022-10-11 09:00:00,489.0707,972,955.5,963.5
2022-10-11 10:00:00,699.0095,1308.25,1286.5,1296
2022-10-11 11:00:00,845.8407,1518,1494.25,1505.25
2022-10-11 12:00:00,873.9911,1610,1582.75,1539.75
2022-10-11 13:00:00,859.4708,1513.5,1506.75,1500.25
2022-10-11 14:00:00,772.2626,1354.25,1331.5,1336.75
2022-10-11 15:00:00,677.2972,1214.75,1192.25,1184.25
2022-10-11 16:00:00,483.5945,884,867.5,878.75
2022-10-11 17:00:00,227.4273,408.5,402.25,367.5
2022-10-11 18:00:00,23.43694,42.5,35.5,24
2022-10-11 19:00:00,0,0,0,0
2022-10-11 20:00:00,0,0,0,0
2022-10-11 21:00:00,0,0,0,0
2022-10-11 22:00:00,0,0,0,0
2022-10-11 23:00:00,0,0,0,0
2022-10-12 00:00:00,0,0,0,0
2022-10-12 01:00:00,0,0,0,0
2022-10-12 02:00:00,0,0,0,0
2022-10-12 03:00:00,0,0,0,0
2022-10-12 04:00:00,0,0,0,0
2022-10-12 05:00:00,0,0,0,0
2022-10-12 06:00:00,0,0,0,0
2022-10-12 07:00:00,40.11591,63,61.25,62.75
2022-10-12 08:00:00,223.3598,464.5,454.75,460.5
2022-10-12 09:00:00,429.9712,851.25,830.25,836.25
2022-10-12 10:00:00,654.0873,1210.25,1200.5,1194.5
2022-10-12 11:00:00,682.0418,1220.5,1205.5,1182.25
2022-10-12 12:00:00,836.254,1469.25,1436.25,1424.25
2022-10-12 13:00:00,677.8845,1177,1240.25,1181
2022-10-12 14:00:00,764.1146,1339.5,1331.5,1314.25
2022-10-12 15:00:00,554.8672,970.25,953.75,965.5
2022-10-12 16:00:00,187.3547,328.75,328.5,327.25
2022-10-12 17:00:00,198.1949,333.75,324.5,317.25
2022-10-12 18:00:00,6.267283,14,13.25,13
2022-10-12 19:00:00,0,0,0,0
2022-10-12 20:00:00,0,0,0,0
2022-10-12 21:00:00,0,0,0,0
2022-10-12 22:00:00,0,0,0,0
2022-10-12 23:00:00,0,0,0,0
2022-10-13 00:00:00,0,0,0,0
2022-10-13 01:00:00,0,0,0,0
2022-10-13 02:00:00,0,0,0,0
2022-10-13 03:00:00,0,0,0,0
2022-10-13 04:00:00,0,0,0,0
2022-10-13 05:00:00,0,0,0,0
2022-10-13 06:00:00,0,0,0,0
2022-10-13 07:00:00,5.269457,6.5,6,6.75
2022-10-13 08:00:00,11.1972,16.25,15.25,16.25
2022-10-13 09:00:00,84.04784,146.5,146,149.25
2022-10-13 10:00:00,205.2773,345.5,340,343
2022-10-13 11:00:00,152.6893,262.75,257,258
2022-10-13 12:00:00,157.2959,276.25,269,266.75
2022-10-13 13:00:00,380.1612,636.75,569.25,569.25
2022-10-13 14:00:00,544.7011,946.25,994.75,1005.5
2022-10-13 15:00:00,609.5502,1091.25,1030,1074.25
2022-10-13 16:00:00,332.4138,629.75,680.75,714.75
2022-10-13 17:00:00,77.03294,135,129.75,136
2022-10-13 18:00:00,11.95106,23,20.75,20.5
2022-10-13 19:00:00,0,0,0,0
2022-10-13 20:00:00,0,0,0,0
2022-10-13 21:00:00,0,0,0,0
2022-10-13 22:00:00,0,0,0,0
2022-10-13 23:00:00,0,0,0,0
2022-10-14 00:00:00,0,0,0,0
2022-10-14 01:00:00,0.037448,0,0,0
2022-10-14 02:00:00,0.1327636,0,0,0
2022-10-14 03:00:00,0.3505709,0,0,0
2022-10-14 04:00:00,0,0,0,0
2022-10-14 05:00:00,0,0,0,0
2022-10-14 06:00:00,0,0,0,0
2022-10-14 07:00:00,15.06592,21.5,20.75,21.5
2022-10-14 08:00:00,113.2459,192.5,189.75,191.25
2022-10-14 09:00:00,247.4023,451,441.25,465.75
2022-10-14 10:00:00,517.4647,882.75,871,877.25
2022-10-14 11:00:00,848.392,1427.5,1449.75,1411
2022-10-14 12:00:00,924.6549,1639.5,1609.75,1610
2022-10-14 13:00:00,923.7022,1641.5,1615.25,1623.5
2022-10-14 14:00:00,840.2272,1504.25,1481.25,1490.5
2022-10-14 15:00:00,682.9425,1249.25,1230,1235
2022-10-14 16:00:00,467.6538,876,863,867.25
2022-10-14 17:00:00,216.7861,401.25,394.5,346.25
2022-10-14 18:00:00,17.66978,29.75,23.75,15.5
2022-10-14 19:00:00,0,0,0,0
2022-10-14 20:00:00,0,0,0,0
2022-10-14 21:00:00,0,0,0,0
2022-10-14 22:00:00,0,0,0,0
2022-10-14 23:00:00,0,0,0,0
2022-10-15 00:00:00,0,0,0,0
2022-10-15 01:00:00,0,0,0,0
2022-10-15 02:00:00,0,0,0,0
2022-10-15 03:00:00,0,0,0,0
2022-10-15 04:00:00,0,0,0,0
2022-10-15 05:00:00,0,0,0,0
2022-10-15 06:00:00,0,0,0,0
2022-10-15 07:00:00,39.83892,57.5,55,57.25
2022-10-15 08:00:00,212.4126,468.25,459.25,463.75
2022-10-15 09:00:00,471.1195,942.75,928.75,936.25
2022-10-15 10:00:00,682.4476,1282.5,1263.5,1270.75
2022-10-15 11:00:00,828.3776,1498.5,1475.5,1484
2022-10-15 12:00:00,898.3479,1589.25,1565.75,1573.25
2022-10-15 13:00:00,895.5532,1579,1558.25,1565
2022-10-15 14:00:00,811.6727,1444.5,1426.75,1433.5
2022-10-15 15:00:00,658.2223,1204,1189.75,1194
2022-10-15 16:00:00,445.0473,827,814.5,817
2022-10-15 17:00:00,195.3488,347.5,341,303.5
2022-10-15 18:00:00,15.95304,25.5,21.25,16.75
2022-10-15 19:00:00,0,0,0,0
2022-10-15 20:00:00,0,0,0,0
2022-10-15 21:00:00,0,0,0,0
2022-10-15 22:00:00,0,0,0,0
2022-10-15 23:00:00,0,0,0,0
2022-10-16 00:00:00,0,0,0,0
2022-10-16 01:00:00,0,0,0,0
2022-10-16 02:00:00,0,0,0,0
2022-10-16 03:00:00,0,0,0,0
2022-10-16 04:00:00,0,0,0,0
2022-10-16 05:00:00,0,0,0,0
2022-10-16 06:00:00,0,0,0,0
2022-10-16 07:00:00,37.02729,63,61.25,62.5
2022-10-16 08:00:00,162.1171,294.75,287.75,290
2022-10-16 09:00:00,295.1732,539,530,536.25
2022-10-16 10:00:00,324.3547,567.5,554,571
2022-10-16 11:00:00,756.0748,1342.25,1329.5,1294
2022-10-16 12:00:00,662.9836,1115.25,1116.5,1127
2022-10-16 13:00:00,642.4343,1087.25,1067,1076.25
2022-10-16 14:00:00,507.1656,855.75,840,864
2022-10-16 15:00:00,438.4868,768.25,754,756
2022-10-16 16:00:00,248.5542,427.75,420,423
2022-10-16 17:00:00,76.31763,137,134.5,135.75
2022-10-16 18:00:00,2.292758,5.25,5.25,5.25
2022-10-16 19:00:00,0,0,0,0
2022-10-16 20:00:00,0,0,0,0
2022-10-16 21:00:00,0,0,0,0
2022-10-16 22:00:00,0,0,0,0
2022-10-16 23:00:00,0.01381855,0,0,0
2022-10-17 00:00:00,0,0,0,0
2022-10-17 01:00:00,0,0,0,0
2022-10-17 02:00:00,0,0,0,0
2022-10-17 03:00:00,0,0,0,0
2022-10-17 04:00:00,0,0,0,0
2022-10-17 05:00:00,0,0,0,0
2022-10-17 06:00:00,0,0,0,0
2022-10-17 07:00:00,5.55104,7.75,6.75,7.5
2022-10-17 08:00:00,16.79768,29,27.75,29.25
2022-10-17 09:00:00,148.062,250.75,244.75,247.75
2022-10-17 10:00:00,336.1773,631.75,631.5,596.5
2022-10-17 11:00:00,627.8145,1079.75,1117.25,1021.75
2022-10-17 12:00:00,745.6713,1388.25,1402,1404
2022-10-17 13:00:00,793.9574,1378,1348,1366.5
2022-10-17 14:00:00,473.4648,794.5,782.75,798.75
2022-10-17 15:00:00,225.2038,382.25,383,384
2022-10-17 16:00:00,163.2675,291.75,290,282.75
2022-10-17 17:00:00,37.87767,64.5,63.75,66.75
2022-10-17 18:00:00,10.67468,16.25,15.5,15.75
2022-10-17 19:00:00,0,0,0,0
2022-10-17 20:00:00,0,0,0,0
2022-10-17 21:00:00,0,0,0,0
2022-10-17 22:00:00,0,0,0,0
2022-10-17 23:00:00,0,0,0,0
2022-10-18 00:00:00,0.1509766,0,0,0
2022-10-18 01:00:00,0.212232,0,0,0
2022-10-18 02:00:00,0.629705,0,0,0
2022-10-18 03:00:00,0.797948,0,0,0
2022-10-18 04:00:00,0.0003926705,0,0,0
2022-10-18 05:00:00,0,0,0,0
2022-10-18 06:00:00,0,0,0,0
2022-10-18 07:00:00,9.069483,13,12.25,13
2022-10-18 08:00:00,80.6441,136.25,133.25,134.75
2022-10-18 09:00:00,258.1769,469,459.5,460
2022-10-18 10:00:00,589.855,1144.75,1101.25,1135
2022-10-18 11:00:00,860.7886,1611.25,1587,1591.75
2022-10-18 12:00:00,966.2911,1603,1574,1632.25
2022-10-18 13:00:00,939.9572,1598,1549.25,1593.25
2022-10-18 14:00:00,847.738,1566.5,1540.5,1545.75
2022-10-18 15:00:00,695.2634,1310.5,1288.75,1294.25
2022-10-18 16:00:00,454.0906,868,843.5,846.25
2022-10-18 17:00:00,212.5403,369.5,369.25,301
2022-10-18 18:00:00,11.74901,15.5,12.75,10.5
2022-10-18 19:00:00,0,0,0,0
2022-10-18 20:00:00,0,0,0,0
2022-10-18 21:00:00,0,0,0,0
2022-10-18 22:00:00,0,0,0,0
2022-10-18 23:00:00,0,0,0,0
2022-10-19 00:00:00,0,0,0,0
2022-10-19 01:00:00,0,0,0,0
2022-10-19 02:00:00,0,0,0,0
2022-10-19 03:00:00,0,0,0,0
2022-10-19 04:00:00,0,0,0,0
2022-10-19 05:00:00,0,0,0,0
2022-10-19 06:00:00,0,0,0,0
2022-10-19 07:00:00,38.06706,63.5,58.5,61
2022-10-19 08:00:00,242.7567,494.75,484,488
2022-10-19 09:00:00,493.1917,995.75,979,983.25
2022-10-19 10:00:00,703.8217,1377.5,1352.5,1359.25
2022-10-19 11:00:00,849.6611,1614.75,1589.75,1595.5
2022-10-19 12:00:00,925.5258,1665.75,1665.5,1666
2022-10-19 13:00:00,872.5302,1658.5,1664.5,1657.5
2022-10-19 14:00:00,837.7061,1557,1481.25,1543
2022-10-19 15:00:00,465.1337,878.75,809,841
2022-10-19 16:00:00,228.8521,405.75,433.75,463
2022-10-19 17:00:00,115.2558,188,180.25,146
2022-10-19 18:00:00,11.8613,15.25,11.25,9.5
2022-10-19 19:00:00,0,0,0,0
2022-10-19 20:00:00,0,0,0,0
2022-10-19 21:00:00,0,0,0,0
2022-10-19 22:00:00,0,0,0,0
2022-10-19 23:00:00,0,0,0,0
2022-10-20 00:00:00,0,0,0,0
2022-10-20 01:00:00,0,0,0,0
2022-10-20 02:00:00,0,0,0,0
2022-10-20 03:00:00,0,0,0,0
2022-10-20 04:00:00,0.03670131,0,0,0
2022-10-20 05:00:00,0,0,0,0
2022-10-20 06:00:00,0,0,0,0
2022-10-20 07:00:00,36.85355,56,52.25,53.75
2022-10-20 08:00:00,218.8629,488.75,478,482.25
2022-10-20 09:00:00,468.612,978.75,962.5,966.5
2022-10-20 10:00:00,685.5291,1327.75,1306,1313.75
2022-10-20 11:00:00,832.3112,1543,1519.25,1526.5
2022-10-20 12:00:00,911.7017,1654.5,1630.5,1641
2022-10-20 13:00:00,906.259,1641.5,1615.25,1622.25
2022-10-20 14:00:00,822.6082,1507.5,1482.75,1489.75
2022-10-20 15:00:00,665.6823,1250.5,1229.75,1236.25
2022-10-20 16:00:00,451.6184,865.75,850,853.25
2022-10-20 17:00:00,201.3557,362,352,291.25
2022-10-20 18:00:00,8.295026,12.75,9,8
2022-10-20 19:00:00,0,0,0,0
2022-10-20 20:00:00,0,0,0,0
2022-10-20 21:00:00,0,0,0,0
2022-10-20 22:00:00,0,0,0,0
2022-10-20 23:00:00,0,0,0,0
2022-10-21 00:00:00,0,0,0,0
2022-10-21 01:00:00,0,0,0,0
2022-10-21 02:00:00,0,0,0,0
2022-10-21 03:00:00,0,0,0,0
2022-10-21 04:00:00,0,0,0,0
2022-10-21 05:00:00,0,0,0,0
2022-10-21 06:00:00,0,0,0,0
2022-10-21 07:00:00,29.21143,46,43.25,44.75
2022-10-21 08:00:00,203.3073,459.5,450,454.25
2022-10-21 09:00:00,461.6747,949.25,933,938.25
2022-10-21 10:00:00,676.8182,1294.75,1271.25,1279.5
2022-10-21 11:00:00,815.5859,1499.5,1472.25,1476.75
2022-10-21 12:00:00,891.9465,1602.5,1572.75,1577.75
2022-10-21 13:00:00,895.0786,1594,1567,1574
2022-10-21 14:00:00,813.3202,1467.5,1441.25,1446.5
2022-10-21 15:00:00,654.8757,1213,1192,1196.25
2022-10-21 16:00:00,439.2225,836.25,820.5,824.25
2022-10-21 17:00:00,188.912,345.5,335.25,273.5
2022-10-21 18:00:00,7.189806,12,9,8.25
2022-10-21 19:00:00,0,0,0,0
2022-10-21 20:00:00,0,0,0,0
2022-10-21 21:00:00,0,0,0,0
2022-10-21 22:00:00,0,0,0,0
2022-10-21 23:00:00,0,0,0,0
2022-10-22 00:00:00,0,0,0,0
2022-10-22 01:00:00,0,0,0,0
2022-10-22 02:00:00,0,0,0,0
2022-10-22 03:00:00,0.3605549,0,0,0
2022-10-22 04:00:00,0,0,0,0
2022-10-22 05:00:00,0,0,0,0
2022-10-22 06:00:00,0,0,0,0
2022-10-22 07:00:00,10.12337,0,13.75,14
2022-10-22 08:00:00,194.3033,7.25,380,382.75
2022-10-22 09:00:00,458.8062,896.25,901.5,907.5
2022-10-22 10:00:00,662.8606,1267.75,1246.75,1253
2022-10-22 11:00:00,808.7251,1493.5,1468,1478.25
2022-10-22 12:00:00,883.5178,1597,1569.5,1577.5
2022-10-22 13:00:00,820.3862,1434.25,1397,1355.5
2022-10-22 14:00:00,789.1572,1331.5,1347,1305
2022-10-22 15:00:00,568.561,917.75,941.75,1022.75
2022-10-22 16:00:00,459.1843,852.5,840.75,840.75
2022-10-22 17:00:00,223.4435,378,368.75,314
2022-10-22 18:00:00,8.636332,17,14.25,13.75
2022-10-22 19:00:00,0,0,0,0
2022-10-22 20:00:00,0,0,0,0
2022-10-22 21:00:00,0,0,0,0
2022-10-22 22:00:00,0,0,0,0
2022-10-22 23:00:00,0,0,0,0
2022-10-23 00:00:00,0,0,0,0
2022-10-23 01:00:00,0,0,0,0
2022-10-23 02:00:00,0,0,0,0
2022-10-23 03:00:00,0,0,0,0
2022-10-23 04:00:00,0,0,0,0
2022-10-23 05:00:00,0,0,0,0
2022-10-23 06:00:00,0,0,0,0
2022-10-23 07:00:00,16.4578,24.5,23.25,24.5
2022-10-23 08:00:00,79.76028,135.75,134.5,136
2022-10-23 09:00:00,164.4459,278.5,273.75,279.25
2022-10-23 10:00:00,237.3748,410,401.5,403.25
2022-10-23 11:00:00,308.6885,521.75,514.25,517.75
2022-10-23 12:00:00,265.5718,454,449,453.75
