Princeton,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power"
,W/m²,kW,kW,kW
2022-10-01 00:00:00,0,0,0,0
2022-10-01 01:00:00,0,0,0,0
2022-10-01 02:00:00,0,0,0,0
2022-10-01 03:00:00,0,0,0,0
2022-10-01 04:00:00,0,0,0,0
2022-10-01 05:00:00,0,0,0,0
2022-10-01 06:00:00,0,0,0,0
2022-10-01 07:00:00,0,4.190727,2.893711,4.608762
2022-10-01 08:00:00,24.13919,161.0736,150.9451,155.4903
2022-10-01 09:00:00,131.7372,246.4969,249.893,245.4196
2022-10-01 10:00:00,138.5793,257.9807,255.5667,254.1132
2022-10-01 11:00:00,98.71912,178.265,174.0394,173.9515
2022-10-01 12:00:00,198.002,391.0645,388.1326,397.2853
2022-10-01 13:00:00,213.0828,459.9321,447.1917,425.0556
2022-10-01 14:00:00,547.7681,948.1548,1003.172,946.0238
2022-10-01 15:00:00,498.5586,835.3792,853.6478,815.9234
2022-10-01 16:00:00,282.5041,552.2825,506.7146,514.7358
2022-10-01 17:00:00,117.8328,221.91,212.4913,208.1567
2022-10-01 18:00:00,28.50089,27.5495,23.65628,21.42499
2022-10-01 19:00:00,0.5190001,0,0,0
2022-10-01 20:00:00,0,0,0,0
2022-10-01 21:00:00,0,0,0,0
2022-10-01 22:00:00,0,0,0,0
2022-10-01 23:00:00,0,0,0,0
2022-10-02 00:00:00,0,0,0,0
2022-10-02 01:00:00,0,0,0,0
2022-10-02 02:00:00,0,0,0,0
2022-10-02 03:00:00,0,0,0,0
2022-10-02 04:00:00,0,0,0,0
2022-10-02 05:00:00,0.1388195,0,0,0
2022-10-02 06:00:00,0,0,0,0
2022-10-02 07:00:00,0,23.31816,38.33169,41.62624
2022-10-02 08:00:00,165.1143,394.5825,409.02,446.6443
2022-10-02 09:00:00,359.6264,741.6732,682.524,693.3028
2022-10-02 10:00:00,274.6621,475.2076,469.1154,483.163
2022-10-02 11:00:00,194.6629,366.9849,362.0294,356.8618
2022-10-02 12:00:00,220.2477,425.325,427.6494,430.9521
2022-10-02 13:00:00,298.4002,566.9531,569.2514,581.9883
2022-10-02 14:00:00,243.4868,407.2247,403.3323,403.9614
2022-10-02 15:00:00,230.3715,444.0016,440.3183,467.5501
2022-10-02 16:00:00,99.01241,185.0035,177.7046,182.057
2022-10-02 17:00:00,27.1793,31.16106,16.77279,20.93919
2022-10-02 18:00:00,4.74,0,0.2856945,0
2022-10-02 19:00:00,0,0,0,0
2022-10-02 20:00:00,0,0,0,0
2022-10-02 21:00:00,0,0,0,0
2022-10-02 22:00:00,0,0,0,0
2022-10-02 23:00:00,0,0,0,0
2022-10-03 00:00:00,0,0,0,0
2022-10-03 01:00:00,0,0,0,0
2022-10-03 02:00:00,0,0,0,0
2022-10-03 03:00:00,0,0,0,0
2022-10-03 04:00:00,0.4328305,0,0,0
2022-10-03 05:00:00,0.000225,0,0,0
2022-10-03 06:00:00,0,0,0,0
2022-10-03 07:00:00,0,3.842592,2.488351,2.937783
2022-10-03 08:00:00,0,53.54516,55.68175,58.45192
2022-10-03 09:00:00,51.30713,183.0298,184.8743,177.4275
2022-10-03 10:00:00,178.3027,397.306,394.0832,394.1368
2022-10-03 11:00:00,250.7267,492.4074,491.0347,494.708
2022-10-03 12:00:00,254.6481,551.9394,537.3519,528.6978
2022-10-03 13:00:00,247.8604,,,
2022-10-03 14:00:00,239.2855,,,
2022-10-03 15:00:00,308.6126,,,
2022-10-03 16:00:00,177.3036,,,
2022-10-03 17:00:00,78.12705,,,
2022-10-03 18:00:00,23.41468,,,
2022-10-03 19:00:00,0.1329632,,,
2022-10-03 20:00:00,0,,,
2022-10-03 21:00:00,0,,,
2022-10-03 22:00:00,0,,,
2022-10-03 23:00:00,0,,,
2022-10-04 00:00:00,0,,,
2022-10-04 01:00:00,0,,,
2022-10-04 02:00:00,0,,,
2022-10-04 03:00:00,0,,,
2022-10-04 04:00:00,0.01422222,,,
2022-10-04 05:00:00,0.03022222,,,
