Tumbleweed Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166
2022-10-01 07:00:00,,,,,,,,,,,3.349457,,3.112012,,3.433714,,3.598557,,3.388629,,3.246886,,3.494393,,3.51249,,,3.306259,,3.804829,,,,,,3.811034,,,,2.599407,,3.512561,3.208005,3.472534,,,,,,,4.050591,0,,3.497885,,,,,,,,,4.127197,,,,,,,,,,,,,,,,,,,,,,,3.705628,,3.03238,,3.076071,,3.366204,,4.02682,3.524397,3.765137,3.927003,4.166161,4.147591,3.165337,4.139661,3.738371,3.950481,4.05322,3.751173,4.02378,4.172208,4.218019,3.923073,4.151449,4.342837,4.191521,4.265205,4.249352,3.790248,4.296837,3.378516,3.475623,3.400267,3.455363,3.567199,,,,,,,,,,,,,,,,3.711483,4.050431,3.760244,3.684675,4.180738,3.812453,3.925838,4.259561,3.419644,3.087132,4.705048,3.91434,3.348367,4.33644,3.736665,2.868677,2.763487,3.736588,3.278773,3.069878,2.883123,3.035829,2.957059,2.846531,2.013,4.036643,2.336888,3.793019,2.095871,
2022-10-01 08:00:00,,,,,,,,,,,20.56804,,19.60687,,20.20428,,19.81348,,20.28847,,20.23656,,20.28209,,19.26423,,,20.13088,,20.88597,,,,,,21.03943,,,,15.99334,,20.38112,19.90139,19.49654,,,,,,,21.20767,0,,20.73471,,,,,,,,,21.33666,,,,,,,,,,,,,,,,,,,,,,,21.13553,,17.33056,,17.60558,,18.13172,,21.54422,18.43135,20.54105,21.18159,21.78956,21.7846,16.58312,21.36108,22.04723,21.72646,21.49566,21.47162,21.28563,21.91293,22.18683,20.59767,21.65718,22.20624,22.21199,21.90206,22.01297,21.49291,22.01783,18.18409,18.5103,17.29851,18.75747,18.88403,,,,,,,,,,,,,,,,20.59887,22.19421,20.75003,21.37152,22.13519,21.03019,20.23413,21.78367,19.26004,20.22948,22.77115,20.56454,20.14959,22.67953,21.19965,18.03361,18.37809,20.0794,20.52558,19.47417,18.51767,18.15704,17.66051,16.66058,16.19808,22.28097,17.08401,21.51903,16.13516,
2022-10-01 09:00:00,,,,,,,,,,,39.62234,,38.35868,,38.62912,,38.8428,,39.03972,,39.21672,,39.09462,,36.61163,,,39.24976,,39.69417,,,,,,39.85079,,,,31.58769,,39.40501,38.77915,38.10985,,,,,,,40.03841,0,,39.51149,,,,,,,,,40.01555,,,,,,,,,,,,,,,,,,,,,,,39.94179,,32.81472,,33.35354,,34.01092,,40.03942,34.49286,38.47856,39.63427,40.60598,40.38559,31.01229,39.64051,41.33617,40.63627,40.34457,40.41394,39.75544,40.88283,41.11249,38.20533,40.45535,41.08725,41.28375,40.68831,41.02304,40.61497,40.85395,34.1141,34.49155,32.00513,34.89804,34.99963,,,,,,,,,,,,,,,,39.24094,41.30875,39.34264,40.15002,41.60036,39.50386,38.06887,41.43606,36.4824,38.87056,41.4534,38.84536,38.78766,40.75401,40.08908,36.64431,36.38221,37.72566,39.7026,38.67884,37.2627,36.04594,35.69246,33.40173,33.29975,41.61118,35.73961,40.12899,33.54605,
2022-10-01 10:00:00,,,,,,,,,,,54.05679,,52.98633,,52.91167,,52.82721,,53.32804,,53.70147,,53.50374,,49.64317,,,53.69468,,54.02145,,,,,,54.06187,,,,43.83882,,53.98183,52.91656,52.46213,,,,,,,54.48087,0,,53.64967,,,,,,,,,54.41455,,,,,,,,,,,,,,,,,,,,,,,54.09495,,44.8045,,45.35094,,46.08569,,54.12417,46.56651,51.95233,53.78534,54.62465,54.43818,42.17422,53.79497,55.65764,54.88433,54.58567,54.50331,53.77642,55.26109,55.34604,51.57359,54.66967,55.22739,55.55189,54.78875,55.41135,55.01138,55.07452,46.2538,46.48711,42.985,46.97121,47.03315,,,,,,,,,,,,,,,,53.50596,55.25194,53.49142,54.45758,55.63792,53.70412,51.80479,55.06081,49.713,53.10943,55.44796,52.9328,53.05247,53.96141,54.05915,51.55184,49.98476,51.45894,54.53516,53.42988,51.75325,50.20956,49.8858,46.37298,48.58216,56.11913,49.82571,54.25965,49.96227,
2022-10-01 11:00:00,,,,,,,,,,,60.57281,,60.29766,,60.04044,,59.2588,,59.38691,,59.37304,,59.52218,,57.62927,,,60.03437,,60.0492,,,,,,60.55406,,,,51.76717,,60.48424,60.6066,60.0932,,,,,,,60.12875,0,,60.53956,,,,,,,,,60.41451,,,,,,,,,,,,,,,,,,,,,,,60.35355,,52.05285,,52.50601,,53.27125,,60.25167,53.94145,59.61098,59.47724,60.30311,60.59594,48.54758,60.25808,61.01321,59.60399,60.37896,60.63208,60.18106,60.45639,60.44697,59.26549,60.24813,60.00263,60.72305,60.94398,60.60495,60.6638,60.52264,53.486,53.59802,49.40712,53.98939,54.09948,,,,,,,,,,,,,,,,60.72047,59.52735,60.47246,60.7808,60.44598,60.58351,59.64029,60.68031,57.73034,60.48119,60.06904,60.49358,60.28223,60.3626,59.66244,59.94619,57.98819,59.67406,60.58231,60.29835,59.85116,59.00619,58.93926,55.57105,59.05389,60.52256,59.42421,60.69277,59.40488,
2022-10-01 12:00:00,,,,,,,,,,,60.73523,,60.86885,,60.49164,,59.36615,,59.42301,,59.40411,,59.57024,,60.14115,,,60.10184,,60.1,,,,,,60.65138,,,,55.45176,,60.63171,61.04422,60.73668,,,,,,,60.15963,0,,60.88252,,,,,,,,,60.48145,,,,,,,,,,,,,,,,,,,,,,,60.36611,,54.59117,,54.83506,,55.66801,,60.32442,56.28893,60.8345,59.59938,60.36554,60.846,50.54088,60.32078,61.03629,59.61021,60.42166,60.67641,60.27746,60.45632,60.415,60.1583,60.29339,59.93159,60.74271,61.00283,60.6725,60.68812,60.48492,56.26392,55.86916,51.37425,56.27614,56.45463,,,,,,,,,,,,,,,,60.9589,59.55222,60.6687,60.88739,60.46213,60.76113,60.67713,60.70768,60.41307,60.93459,60.05614,60.9072,60.57432,60.56966,59.69232,60.51279,60.60337,60.54813,60.64811,60.36848,60.6465,60.38289,60.5691,60.19062,60.92171,60.51035,60.97611,60.83242,60.90707,
2022-10-01 13:00:00,,,,,,,,,,,60.73847,,60.84824,,60.48497,,59.35818,,59.42515,,59.40359,,59.56478,,60.05828,,,60.10206,,60.10285,,,,,,60.66416,,,,55.19572,,60.64096,61.03352,60.74179,,,,,,,60.16793,0,,60.88955,,,,,,,,,60.4825,,,,,,,,,,,,,,,,,,,,,,,60.38542,,54.26139,,54.53876,,55.41112,,60.29838,55.99141,60.77193,59.59068,56.81221,60.77744,50.33646,56.7308,61.04011,59.60165,60.39632,60.68414,60.2539,60.46526,60.43341,60.19804,60.27858,59.92469,58.90533,60.97015,60.72656,60.78313,60.46168,55.77378,55.48419,50.84189,55.78044,55.94244,,,,,,,,,,,,,,,,60.96374,59.59278,60.69767,60.90751,60.47456,60.769,60.71228,60.73243,59.63269,60.96975,60.04594,60.96373,60.60098,60.59248,59.72013,60.55763,60.07826,60.55785,60.62563,60.38682,60.66096,60.39032,60.60122,60.19275,61.03127,60.5284,60.96843,60.83132,60.94884,
2022-10-01 14:00:00,,,,,,,,,,,59.81744,,59.35214,,58.81624,,58.42818,,58.85007,,59.0157,,58.90743,,56.21758,,,59.46771,,59.55429,,,,,,59.4487,,,,50.52473,,59.82887,59.80364,59.04787,,,,,,,59.72184,0,,59.07473,,,,,,,,,59.84159,,,,,,,,,,,,,,,,,,,,,,,59.31781,,50.29737,,50.3413,,51.39077,,59.14875,51.85968,57.69788,58.53761,59.11633,59.27878,46.5062,58.85138,60.26852,59.12901,59.35018,59.61407,58.99964,59.80161,59.81223,57.23035,59.50108,59.40704,60.13063,59.84815,59.90447,59.92009,59.6447,51.35945,51.68947,47.56082,51.93782,52.20341,,,,,,,,,,,,,,,,58.96721,58.94899,59.15185,59.89666,58.7356,59.45879,57.99,58.05585,55.7858,59.36158,58.99342,59.26628,59.3745,57.07876,58.64984,60.00942,55.86976,57.4803,59.40395,60.07639,59.33077,58.45039,58.1123,57.99956,59.15672,59.77889,59.78176,59.1534,59.71264,
2022-10-01 15:00:00,,,,,,,,,,,50.99691,,49.71502,,49.48923,,49.75351,,50.5005,,51.14282,,50.29587,,47.17308,,,50.96772,,51.24874,,,,,,50.28027,,,,42.06805,,50.99893,50.64539,49.50771,,,,,,,51.54181,0,,49.33598,,,,,,,,,51.28801,,,,,,,,,,,,,,,,,,,,,,,50.15013,,41.46699,,41.63889,,42.69245,,49.97073,43.00393,48.01311,49.03778,49.90899,49.39863,38.40128,48.93762,51.15777,50.57004,50.03092,50.29758,49.63415,50.91351,51.06831,47.59153,50.61023,50.93877,51.29084,50.51578,51.05135,50.95338,50.82758,42.49231,42.78593,39.35646,42.93907,43.25943,,,,,,,,,,,,,,,,49.03912,49.82063,49.43459,50.40001,48.40866,49.94133,48.09362,47.40897,46.37005,50.0233,49.35473,49.56635,50.04386,46.03033,49.45583,51.37165,46.20641,47.32964,49.57436,52.00214,50.00087,48.91653,48.62066,48.95163,49.99083,50.49411,50.34856,49.30523,50.95393,
2022-10-01 16:00:00,,,,,,,,,,,35.95755,,34.46564,,34.81095,,35.08919,,35.52339,,36.0286,,35.14402,,33.40336,,,36.0769,,36.42907,,,,,,35.21092,,,,29.15594,,36.03305,35.57519,34.79358,,,,,,,36.27977,0,,34.37921,,,,,,,,,35.95839,,,,,,,,,,,,,,,,,,,,,,,34.64236,,28.977,,28.86692,,29.77756,,34.85263,29.8082,33.49325,33.92316,34.57206,34.04847,26.31609,33.55746,35.39644,34.89779,34.67701,34.97722,34.43742,35.37075,35.53856,33.13605,35.1844,35.42844,35.80735,35.23994,35.4734,35.39755,35.37289,29.26292,29.76908,27.47214,29.66371,30.11956,,,,,,,,,,,,,,,,33.89676,34.03154,34.33816,35.05326,32.45767,34.88701,33.52192,31.65218,32.39742,35.10915,33.72414,34.93731,35.06305,30.78931,34.26733,36.6882,31.78481,32.43376,33.73895,37.03735,35.56647,34.73877,34.57297,34.55584,35.73209,34.88877,36.16405,34.00624,36.84766,
