Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Inverter_17,Inverter_18,Inverter_19,Inverter_20,Inverter_21,Inverter_22,Inverter_23,Inverter_24,Inverter_25,Inverter_26,Inverter_27,Inverter_28,Inverter_29,Inverter_30,Inverter_31,Inverter_32,Inverter_33,Inverter_34,Inverter_35,Inverter_36,Inverter_37,Inverter_38,Inverter_39,Inverter_40,Inverter_41,Inverter_42,Inverter_43,Inverter_44,Inverter_45,Inverter_46,Inverter_47,Inverter_48,Inverter_49,Inverter_50,Inverter_51,Inverter_52,Inverter_53,Inverter_54,Inverter_55,Inverter_56,Inverter_57,Inverter_58,Inverter_59,Inverter_60,Inverter_61,Inverter_62,Inverter_63,Inverter_64,Inverter_65,Inverter_66,Inverter_67,Inverter_68,Inverter_69,Inverter_70,Inverter_71,Inverter_72,Inverter_73,Inverter_74,Inverter_75,Inverter_76,Inverter_77,Inverter_78,Inverter_79,Inverter_80,Inverter_81,Inverter_82,Inverter_83,Inverter_84,Inverter_85,Inverter_86,Inverter_87,Inverter_88,Inverter_89,Inverter_90,Inverter_91,Inverter_92,Inverter_93,Inverter_94,Inverter_95,Inverter_96,Inverter_97,Inverter_98,Inverter_99,Inverter_100,Inverter_101,Inverter_102,Inverter_103,Inverter_104,Inverter_105,Inverter_106,Inverter_107,Inverter_108,Inverter_109,Inverter_110,Inverter_111,Inverter_112,Inverter_113,Inverter_114,Inverter_115,Inverter_116,Inverter_117,Inverter_118,Inverter_119,Inverter_120,Inverter_121,Inverter_122,Inverter_123,Inverter_124,Inverter_125,Inverter_126,Inverter_127,Inverter_128,Inverter_129,Inverter_130,Inverter_131,Inverter_132,Inverter_133,Inverter_134,Inverter_135,Inverter_136,Inverter_137,Inverter_138,Inverter_139,Inverter_140,Inverter_141,Inverter_142,Inverter_143,Inverter_144,Inverter_145,Inverter_146,Inverter_147,Inverter_148,Inverter_149,Inverter_150,Inverter_151,Inverter_152,Inverter_153,Inverter_154,Inverter_155,Inverter_156,Inverter_157,Inverter_158,Inverter_159,Inverter_160,Inverter_161,Inverter_162,Inverter_163,Inverter_164,Inverter_165,Inverter_166,Inverter_167,Inverter_168,Inverter_169,Inverter_170,Inverter_171,Inverter_172,Inverter_173,Inverter_174,Inverter_175,Inverter_176,Inverter_177,Avg_Top_20%,Expected Sum
2023-02-01 00:00:00,0.0,-8.132157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 01:00:00,0.0,-8.122509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 02:00:00,0.0,-8.115212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 03:00:00,0.0,-8.087193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 04:00:00,0.0,-8.159239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 05:00:00,0.0,-8.077469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 06:00:00,0.0,-8.045228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2023-02-01 07:00:00,1.649744,-1.500063,0.04756848,0.04181055,0.04389195,0.04414802,0.04926368,0.04839238,0.048281,0.04176177,0.04475795,0.04541509,0.04626016,0.04549299,0.05582401,0.05518577,0.05105783,0.05088349,0.0368446,0.04645431,0.0492865,0.04811332,0.04926444,0.03849243,0.0503484,0.04736511,0.04213028,0.0498165,0.04655581,0.04613975,0.04841036,0.04913323,0.02509598,0.05033757,0.04898903,0.05222548,0.05168827,0.0518495,0.05006927,0.04958946,0.04919197,0.05137629,0.05045959,0.05112649,0.05028883,0.05138527,0.04975152,0.0512764,0.05188971,0.04605901,0.04172777,0.04598005,0.04510035,0.04909971,0.04691393,0.0450163,0.04810367,0.04499348,0.04947604,0.05082515,0.03897097,0.050758,0.04387305,0.04970761,0.04454122,0.0507903,0.05076925,0.05033623,0.05035419,0.05030629,0.03776447,0.04849877,0.03734495,0.04752314,0.04881699,0.04713242,0.04792314,0.04767076,0.04670664,0.04638762,0.05296519,0.04835549,0.04827479,0.04796302,0.04617342,0.03622087,0.02346645,0.01769655,0.04043,0.05546599,0.05568306,0.04092813,0.05498685,0.04977635,0.05109534,0.04874801,0.05044062,0.05039757,0.05600261,0.05051357,0.04168015,0.03926098,0.05037628,0.04902178,0.04745343,0.04557987,0.05593639,0.05478112,0.0530333,0.05310021,0.04015535,0.04189279,0.0527548,0.0433651,0.02878428,0.02795953,0.0388814,0.05440037,0.043406,0.05095088,0.05521849,0.04587631,0.0437993,0.05474746,0.04942197,0.04214302,0.05225612,0.04317085,0.02299447,0.04713828,0.05237016,0.02262467,0.04704827,0.0531763,0.04358105,0.04689275,0.0437584,0.047922,0.04914845,0.04238788,0.0434793,0.03687415,0.04929575,0.04650262,0.05249377,0.041416,0.04903426,0.02768693,0.04300632,0.0538808,0.02342177,0.04328185,0.04668602,0.04278202,0.04589152,0.0422615,0.04357083,0.04733039,0.04151331,0.04695483,0.04567466,0.05139904,0.03963975,0.05170339,0.04780172,0.05074977,0.02393959,0.04848931,0.03670527,0.04780619,0.03605928,0.04917701,0.0482973,0.04892951,0.05119223,0.04936826,0.04846478,0.04687583,0.05040038,,8.17848356
2023-02-01 08:00:00,19.5216,92.93518,0.6293355,0.601082,0.6152866,0.6101205,0.6158759,0.6215935,0.626296,0.6173693,0.607487,0.6025363,0.6029612,0.6098472,0.6291394,0.6511688,0.6109005,0.6369653,0.6033573,0.5902587,0.6016921,0.595112,0.613938,0.6089978,0.6233078,0.5992696,0.604457,0.6002939,0.6227824,0.6231307,0.6310937,0.6261026,0.4238746,0.6527812,0.6418985,0.661141,0.6539102,0.6568189,0.644201,0.642544,0.6276155,0.6520538,0.6356547,0.6341597,0.6267266,0.6520496,0.6453601,0.6630566,0.6494313,0.6137414,0.5890126,0.623951,0.6138155,0.6353685,0.5985732,0.6173527,0.6272409,0.6330984,0.6118773,0.6151601,0.6301795,0.6282226,0.6232842,0.6123757,0.6085768,0.6094615,0.6135274,0.6159956,0.6107571,0.6116868,0.6197325,0.6229461,0.5851094,0.5857738,0.6269979,0.5687697,0.6162256,0.6071171,0.6071671,0.6060349,0.6162863,0.5965644,0.6246471,0.5864362,0.606665,0.5811285,0.4102097,0.4103026,0.6271899,0.6394677,0.6224993,0.6263877,0.6250837,0.6327758,0.6159086,0.6225013,0.6423813,0.6060431,0.6601562,0.6475811,0.6517084,0.6226432,0.622004,0.6068758,0.6006957,0.5918524,0.6392699,0.6387839,0.6331151,0.6482532,0.6359858,0.636333,0.6583728,0.6298352,,,,,0.5656456,0.5997937,0.6414339,0.6214262,0.634891,0.6115016,0.6392624,0.6166195,0.6311311,0.6446514,0.4232639,0.6198987,0.6104922,0.4221024,0.6351569,0.6244287,0.6308553,0.6372015,0.6262532,0.6431316,0.6344823,0.6261184,0.6432899,0.5914004,0.6412026,0.6205329,0.6230869,0.6130323,0.6452295,0.4328466,0.6344678,0.625591,0.4263512,0.6032777,0.6036431,0.5923859,0.6020066,0.5937897,0.5819109,0.6110573,0.5752971,0.6063267,0.5844386,0.6089539,0.598033,0.6223341,0.6207764,0.6572632,0.4145716,0.6404475,0.60545,0.6394902,0.6197923,0.6526718,0.6353264,0.6428956,0.6414214,0.6190313,0.6138069,0.5724038,0.6459965,,105.84168480000001
2023-02-01 09:00:00,52.98773,296.8361,1.717937,1.707346,1.691443,1.704382,1.734412,1.7362,1.739159,1.72628,1.756372,1.712744,1.743165,1.702479,1.862901,1.813861,1.859084,1.799092,1.735185,1.704914,1.77061,1.718299,1.733459,1.67915,1.749361,1.746346,1.728574,1.690861,1.758879,1.740488,1.838156,1.767147,1.169347,1.833931,1.829566,1.835171,1.823768,1.827827,1.861163,1.863536,1.845813,1.868576,1.874797,1.87477,1.859921,1.872384,1.858286,1.788793,1.83056,1.759486,1.754589,1.769086,1.761585,1.735835,1.690708,1.743234,1.738893,1.758537,1.818274,1.809931,1.824358,1.776637,1.826911,1.773504,1.825425,1.825104,1.831776,1.801391,1.830085,1.816101,1.811093,1.80069,1.739551,1.700448,1.743572,1.708034,1.731685,1.658089,1.720603,1.707824,1.722502,1.711264,1.737243,1.71554,1.719622,1.712397,1.130371,1.169806,1.788835,1.79577,1.772244,1.789889,1.823838,1.81042,1.850205,1.791028,1.850302,1.823677,1.834609,1.807737,1.825806,1.803624,1.816031,1.78673,1.748028,1.718489,1.855864,1.772963,1.845095,1.801317,1.806508,1.792294,1.828238,1.817487,2.338432,2.334593,2.410749,2.95782,1.68057,1.66977,1.836305,1.780776,1.822023,1.808448,1.844548,1.793373,1.810637,1.803673,1.171145,1.805945,1.786555,1.195008,1.842808,1.822157,1.840702,1.778019,1.854826,1.776307,1.840641,1.792511,1.853324,1.773353,1.838569,1.784825,1.84148,1.79428,1.838803,1.139732,1.851898,1.799623,1.194606,1.680377,1.688116,1.690463,1.629887,1.684351,1.618491,1.69693,1.694463,1.72859,1.666406,1.746088,1.722154,1.852541,1.835745,1.853119,1.199196,1.836808,1.819213,1.823698,1.813802,1.828047,1.799845,1.808762,1.811172,1.818599,1.83448,1.804799,1.853799,1.924954527777778,313.404082
2023-02-01 10:00:00,98.29607,536.2032,3.077621,3.047611,3.108311,3.056648,3.095085,3.10346,3.110851,3.097791,3.159744,3.085394,3.157403,3.078017,3.340022,3.264135,3.256644,3.202948,3.09016,2.95787,3.122291,3.064223,3.089481,3.008681,3.119611,3.085898,3.202945,3.070294,3.202967,3.093736,3.223945,3.163938,2.1403,3.283303,3.209557,3.28701,3.275417,3.261386,3.259833,3.291894,3.26571,3.301501,3.308641,3.310627,3.303613,3.310225,3.316231,3.268604,3.288501,3.096131,3.111055,3.123745,3.103768,3.134892,3.106969,3.140976,3.129782,3.166313,3.089129,3.058343,3.106857,3.034516,3.096112,3.050755,3.096356,3.095487,3.109273,3.079009,3.127401,3.096724,3.09523,3.075428,2.970708,2.93267,3.077468,3.034374,3.062301,3.031023,3.055152,3.025998,3.041044,3.019852,3.079459,3.039127,3.041861,2.960839,2.02836,2.025465,3.147575,3.153504,3.157815,3.1155,3.183645,3.122133,3.200504,3.125321,3.167783,3.077461,3.167809,3.10288,3.128488,3.098413,3.104358,3.059142,3.028048,2.978395,3.230603,3.202635,3.261817,3.220947,3.174935,3.134482,3.224409,3.14874,3.17533,3.111443,3.20981,3.150722,2.950778,2.914023,3.176647,3.114395,3.168846,3.161896,3.207088,3.169734,3.175878,3.160153,2.088053,3.172987,3.142297,2.110815,3.278151,3.271309,3.275033,3.16153,3.231803,3.123736,3.221752,3.150514,3.232684,3.138246,3.239662,3.146404,3.326314,3.226176,3.304109,2.159817,3.262522,3.163049,2.086888,3.001915,2.987376,3.00886,2.940794,3.013172,2.955548,3.033436,3.018715,3.039657,2.988405,3.135858,3.055285,3.315744,3.212407,3.244915,2.118253,3.233334,3.204181,3.250597,3.213777,3.241065,3.208778,3.237037,3.23195,3.298397,3.243321,3.194863,3.245027,3.276509305555555,548.120633
2023-02-01 11:00:00,150.2973,811.6748,4.731678,4.590236,4.741643,4.653236,4.728375,4.722456,4.747103,4.641112,4.723183,4.622925,4.697303,4.593276,4.968484,4.85797,4.881762,4.803747,4.631114,4.481488,4.663608,4.582634,4.568112,4.431228,4.592655,4.610469,4.740991,4.549624,4.711893,4.735981,4.971575,4.839796,3.26985,5.014537,4.91367,5.002752,4.977613,4.959568,4.881115,4.907532,4.874098,4.923498,4.904578,4.896696,4.883492,4.890099,4.893345,4.926024,4.964105,4.721516,4.720697,4.769753,4.724915,4.726548,4.66901,4.721302,4.705096,4.770916,4.867725,4.810171,4.890556,4.77538,4.877487,4.812772,4.873634,4.850523,4.895412,4.846226,4.906352,4.848361,4.858304,4.828703,4.624719,4.558984,4.722331,4.663524,4.698534,4.643065,4.684826,4.634889,4.652962,4.607762,4.699337,4.637915,4.633325,4.552207,3.084459,3.116387,4.868778,4.796477,4.808381,4.821018,4.831602,4.790602,4.846499,4.725324,4.958396,4.905633,4.885578,4.907118,4.943396,4.79116,4.905363,4.844156,4.727273,4.655175,5.04112,4.832486,4.920257,4.848658,4.784164,4.707525,4.850621,4.83182,4.97051,4.848546,4.956234,4.754401,4.595916,4.522251,4.858796,4.746784,4.83457,4.799604,4.877127,4.818436,4.827745,4.791191,3.198332,4.796165,4.734078,3.178498,4.887115,4.872472,4.896426,4.732252,4.916601,4.867322,5.018889,4.918682,5.037553,4.887972,5.037117,4.891916,4.882989,4.736569,4.849854,3.195493,4.876412,4.696627,3.246921,4.593966,4.578671,4.587597,4.472976,4.600169,4.501209,4.604674,4.446485,4.598138,4.534547,4.590913,4.493564,4.867741,4.844543,4.994068,3.270983,4.973153,4.92084,5.01437,4.9645,5.002492,4.952018,4.914005,4.814364,4.803236,4.847316,4.772437,4.85503,4.95581386111111,834.385765
2023-02-01 12:00:00,215.6747,1171.024,6.512921,6.295387,6.55202,6.431687,6.558064,6.549045,6.59501,6.425813,6.549783,6.422435,6.515155,6.38043,6.916423,6.754603,6.911217,6.789918,6.516616,6.300041,6.585188,6.440207,6.598414,6.387779,6.634511,6.489726,6.637384,6.37348,6.636003,6.531501,6.865351,6.758573,4.586128,7.027191,6.799556,7.015309,7.002335,6.976205,6.907455,6.971209,6.923466,7.009667,7.020474,7.033897,7.005373,7.03086,7.028662,7.002283,7.024123,6.563264,6.553648,6.633208,6.562691,6.667488,6.618218,6.684274,6.665576,6.757243,6.686717,6.573881,6.723624,6.546667,6.701803,6.591599,6.713851,6.689264,6.739235,6.675359,6.771371,6.69184,6.713639,6.637122,6.381887,6.297413,6.423711,6.35671,6.407633,6.334394,6.402066,6.340623,6.38233,6.307556,6.452669,6.360679,6.377743,6.310203,4.25511,4.345198,6.671856,6.781106,6.810555,6.607021,6.855488,6.749062,6.88195,6.706757,6.824297,6.714676,6.827086,6.73412,6.7803,6.681058,6.738211,6.629952,6.476768,6.424722,6.958053,6.834404,7.005175,6.889376,6.802338,6.691724,6.914153,6.721294,6.831627,6.680745,6.893855,6.563158,6.371813,6.256485,6.746737,6.57833,6.721993,6.665082,6.812678,6.71652,6.757646,6.696284,4.495013,6.734786,6.603935,4.46984,6.851535,6.820751,6.850255,6.569781,6.948833,6.695573,6.945805,6.758807,6.947725,6.747655,6.979445,6.757837,6.951622,6.7388,6.925164,4.568134,6.905866,6.663764,4.505331,6.468219,6.417663,6.467714,6.298253,6.486529,6.355026,6.512851,6.381126,6.513988,6.401807,6.61662,6.561991,7.06508,6.849287,6.94547,4.555915,6.937099,6.852809,6.977332,6.92326,6.972356,6.8922,6.975373,6.841342,7.025096,6.928132,6.825182,6.927315,6.973851027777777,1166.5921320000002
2023-02-01 13:00:00,153.5258,828.8199,4.742997,4.623092,4.757311,4.68127,4.752343,4.760764,4.7757,4.691068,4.767103,4.672274,4.732269,4.646214,5.019502,4.917071,4.839952,4.768476,4.609854,4.452547,4.644938,4.542789,4.667583,4.53261,4.684849,4.593811,4.794476,4.598027,4.758996,4.742807,4.967619,4.891614,3.310486,5.062062,4.915001,5.056465,5.031467,5.024479,4.834332,4.864815,4.838804,4.878841,4.876394,4.86648,4.857492,4.851652,4.87248,4.997978,5.016834,4.738519,4.737977,4.787722,4.734943,4.774652,4.734025,4.788929,4.778263,4.832072,4.805387,4.755147,4.82723,4.718106,4.795679,4.728921,4.802208,4.791815,4.821705,4.776323,4.839197,4.780347,4.782589,4.735671,4.558114,4.504055,4.750211,4.693091,4.724213,4.671048,4.707756,4.659412,4.683642,4.635227,4.725924,4.667075,4.658775,4.486309,3.10192,3.073817,4.908179,4.843432,4.853073,4.864492,4.882629,4.784979,4.904233,4.783547,4.985617,4.922173,4.822255,4.925106,4.942458,4.708155,4.909719,4.842315,4.739937,4.704869,5.085048,4.816971,4.919947,4.858076,4.783003,4.709037,4.852377,4.766426,4.963029,4.875374,4.969323,4.787783,4.626588,4.561128,4.914098,4.80969,4.887387,4.854269,4.93964,4.887476,4.888733,4.86293,3.24756,4.866633,4.788925,3.229958,4.951502,4.950827,4.95529,4.769804,4.833207,4.863293,5.001522,4.887947,5.016684,4.882818,5.018618,4.888907,4.968026,4.836885,4.950307,3.268087,4.957405,4.781414,3.2435,4.653272,4.630878,4.641897,4.533227,4.657168,4.563982,4.673007,4.552425,4.66859,4.607075,4.706709,4.606519,4.972524,4.763503,4.992135,3.272826,4.977724,4.940172,5.002368,4.963685,4.988121,4.943409,4.959436,4.902507,4.934651,4.794195,4.729548,4.799602,4.979809805555555,837.489779
