Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-03-01 00:00:00,0,0,0,0,0,-13.57471
2023-03-01 01:00:00,0.005653195,0,0,0,0,-13.591
2023-03-01 02:00:00,0,0,0,0,0,-13.63167
2023-03-01 03:00:00,0,0,0,0,0,-13.74084
2023-03-01 04:00:00,0.0635599,0,0,0,0,-13.50367
2023-03-01 05:00:00,0.0915853,0,0,0,0,-13.4665
2023-03-01 06:00:00,6.572326,7.7,6.206667,5.745832,4.2575,23.99516
2023-03-01 07:00:00,275.4908,263.7208,258.8067,247.5267,236.1925,989.075
2023-03-01 08:00:00,292.8767,540.3558,495.1675,471.3375,434.4808,1936.156
2023-03-01 09:00:00,355.2599,935.2926,931.8291,936.4184,881.5683,3675.156
2023-03-01 10:00:00,532.8892,1730.869,1662.364,1607.137,1499.176,6488.638
2023-03-01 11:00:00,690.9827,2257.062,2232.672,2241.57,2204.885,8925.046
2023-03-01 12:00:00,755.6418,2346.163,2477.933,2541.563,2521.036,9836.104
2023-03-01 13:00:00,797.3195,2515.32,2515.2,2514.985,2513.397,9999.481
2023-03-01 14:00:00,814.4534,2518.243,2518.067,2518.178,2514.423,10000.51
2023-03-01 15:00:00,704.5176,2390.204,2390.076,2394.783,2336.633,9452.537
2023-03-01 16:00:00,488.2845,1305.984,1303.115,1299.778,1250.461,5173.537
2023-03-01 17:00:00,123.3506,110.9942,111.705,112.58,107.8317,458.6016
2023-03-01 18:00:00,0.2615573,0,0,0,0,-13.74788
2023-03-01 19:00:00,0.002280196,0,0,0,0,-13.40967
2023-03-01 20:00:00,0.0934689,0,0,0,0,-13.60433
2023-03-01 21:00:00,0.09101845,0,0,0,0,-13.54183
2023-03-01 22:00:00,0,0,0,0,0,-13.63767
2023-03-01 23:00:00,0.04524581,0,0,0,0,-13.5665
2023-03-02 00:00:00,0,0,0,0,0,-13.651
2023-03-02 01:00:00,0.0226209,0,0,0,0,-13.5505
2023-03-02 02:00:00,0,0,0,0,0,-13.511
2023-03-02 03:00:00,0,0,0,0,0,-13.55517
2023-03-02 04:00:00,0,0,0,0,0,-13.5355
2023-03-02 05:00:00,0.0625798,0,0,0,0,-13.46533
