"Davis Lane Solar, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"SMA SC-1850CP Inverter 1, Active power","SMA SC-1850CP Inverter 2, Active power","SMA SC-1850CP Inverter 3, Active power"
,W/m²,kW,kW,kW
2022-09-01 00:00:00,0,0,0,0
2022-09-01 01:00:00,0,0,0,0
2022-09-01 02:00:00,0,0,0,0
2022-09-01 03:00:00,0,0,0,0
2022-09-01 04:00:00,0,0,0,0
2022-09-01 05:00:00,0,0,0,0
2022-09-01 06:00:00,2.553687,4.94558,4.818017,5.065099
2022-09-01 07:00:00,105.872,145.6327,144.4251,142.0006
2022-09-01 08:00:00,283.6447,515.4963,510.2275,505.8966
2022-09-01 09:00:00,515.024,939.0198,930.2201,925.1843
2022-09-01 10:00:00,697.4351,1188.548,1195.162,1214.089
2022-09-01 11:00:00,836.5883,1299.101,1307.198,1293.661
2022-09-01 12:00:00,941.803,1250.822,1369.356,1528.619
2022-09-01 13:00:00,575.4982,948.9994,992.124,1002.229
2022-09-01 14:00:00,930.0638,1513.64,1510.496,1518.139
2022-09-01 15:00:00,660.3778,1102.05,1101.238,1104.962
2022-09-01 16:00:00,413.6265,695.4084,708.6793,714.7026
2022-09-01 17:00:00,359.128,585.228,601.8464,589.6467
2022-09-01 18:00:00,133.3483,195.5984,207.8577,209.3592
2022-09-01 19:00:00,7.614705,14.47204,13.80119,14.90551
2022-09-01 20:00:00,0,0,0,0
2022-09-01 21:00:00,0,0,0,0
2022-09-01 22:00:00,0,0,0,0
2022-09-01 23:00:00,0,0,0,0
2022-09-02 00:00:00,0,0,0,0
2022-09-02 01:00:00,0,0,0,0
2022-09-02 02:00:00,0,0,0,0
2022-09-02 03:00:00,0,0,0,0
2022-09-02 04:00:00,0,0,0,0
2022-09-02 05:00:00,0,0,0,0
2022-09-02 06:00:00,0.9846558,1.054195,1.263334,1.833223
2022-09-02 07:00:00,94.19379,139.0555,137.9579,135.8712
2022-09-02 08:00:00,318.1692,551.3925,544.8412,539.0836
2022-09-02 09:00:00,554.1635,974.4254,964.3923,960.1843
2022-09-02 10:00:00,773.655,1320.473,1310.037,1305.04
2022-09-02 11:00:00,886.0591,1343.795,1414.683,1463.636
2022-09-02 12:00:00,1013.621,1656.22,1650.109,1652.534
2022-09-02 13:00:00,1017.063,1663.679,1663.402,1662.743
2022-09-02 14:00:00,953.9249,1583.812,1583.683,1580.049
2022-09-02 15:00:00,820.6058,1366.907,1374.879,1370.379
2022-09-02 16:00:00,621.3124,1040.226,1056.763,1042.647
2022-09-02 17:00:00,385.2145,614.7525,640.0797,626.5262
2022-09-02 18:00:00,148.9769,190.9688,208.4913,203.7391
2022-09-02 19:00:00,8.355525,11.43396,11.23888,11.97408
2022-09-02 20:00:00,0,0,0,0
2022-09-02 21:00:00,0,0,0,0
2022-09-02 22:00:00,0,0,0,0
2022-09-02 23:00:00,0,0,0,0
2022-09-03 00:00:00,0,0,0,0
2022-09-03 01:00:00,0,0,0,0
2022-09-03 02:00:00,0,0,0,0
2022-09-03 03:00:00,0,0,0,0
2022-09-03 04:00:00,0,0,0,0
2022-09-03 05:00:00,0,0,0,0
2022-09-03 06:00:00,3.803782,4.241908,3.681044,4.294101
2022-09-03 07:00:00,98.80771,138.1304,137.1709,135.391
2022-09-03 08:00:00,317.6258,556.1518,549.1716,543.3944
2022-09-03 09:00:00,552.2627,965.5012,954.6252,949.1826
2022-09-03 10:00:00,716.069,1157.765,1164.435,1256.87
2022-09-03 11:00:00,975.0989,1361.795,1476.574,1567.392
2022-09-03 12:00:00,1054.292,1666.433,1666.067,1665.52
2022-09-03 13:00:00,1030.735,1657.152,1655.974,1654.205
2022-09-03 14:00:00,954.1614,1578.428,1577.249,1571.322
2022-09-03 15:00:00,822.8526,1367.125,1374.599,1374.079
2022-09-03 16:00:00,603.7348,1007.505,1023.11,1008.636
2022-09-03 17:00:00,362.6902,571.8663,595.5861,582.7834
2022-09-03 18:00:00,95.29854,129.2227,136.7141,134.2454
2022-09-03 19:00:00,3.912489,6.562382,6.138633,6.866716
2022-09-03 20:00:00,0,0,0,0
2022-09-03 21:00:00,0,0,0,0
2022-09-03 22:00:00,0,0,0,0
2022-09-03 23:00:00,0,0,0,0
2022-09-04 00:00:00,0,0,0,0
2022-09-04 01:00:00,0,0,0,0
2022-09-04 02:00:00,0,0,0,0
2022-09-04 03:00:00,0,0,0,0
2022-09-04 04:00:00,0,0,0,0
2022-09-04 05:00:00,0,0,0,0
2022-09-04 06:00:00,4.422367,5.648824,5.184241,5.802326
2022-09-04 07:00:00,95.53367,136.6311,135.2822,133.7252
2022-09-04 08:00:00,293.2577,497.2606,495.8659,497.2416
2022-09-04 09:00:00,554.0469,972.4113,956.1945,946.1013
2022-09-04 10:00:00,659.8275,1038.557,1072.735,1137.154
2022-09-04 11:00:00,823.7343,1280.578,1334.353,1376.995
2022-09-04 12:00:00,521.4423,1017.738,934.577,880.0206
2022-09-04 13:00:00,981.046,1513.616,1542.712,1492.834
2022-09-04 14:00:00,943.8175,1555.377,1545.967,1539.159
2022-09-04 15:00:00,809.0633,1338.047,1343.001,1336.209
2022-09-04 16:00:00,597.1731,994.6912,1009.024,993.5704
2022-09-04 17:00:00,354.1419,559.336,582.4254,567.4764
2022-09-04 18:00:00,136.4574,171.3475,186.7292,182.2161
2022-09-04 19:00:00,5.180251,6.72373,6.620636,7.136506
2022-09-04 20:00:00,0,0,0,0
2022-09-04 21:00:00,0,0,0,0
2022-09-04 22:00:00,0,0,0,0
2022-09-04 23:00:00,0,0,0,0
2022-09-05 00:00:00,0,0,0,0
2022-09-05 01:00:00,0,0,0,0
2022-09-05 02:00:00,0,0,0,0
2022-09-05 03:00:00,0,0,0,0
2022-09-05 04:00:00,0,0,0,0
2022-09-05 05:00:00,0,0,0,0
2022-09-05 06:00:00,2.778796,3.403996,3.088214,3.437658
2022-09-05 07:00:00,97.40599,136.5129,135.2937,132.1287
2022-09-05 08:00:00,332.8596,583.3978,574.5046,566.6447
2022-09-05 09:00:00,494.6959,858.7637,863.6035,836.7814
2022-09-05 10:00:00,574.2213,988.6661,961.7714,1010.892
2022-09-05 11:00:00,594.5182,1065.991,1034.927,986.8101
2022-09-05 12:00:00,761.7701,1285.384,1274.526,1265.821
2022-09-05 13:00:00,846.9662,1384.9,1381.122,1392.636
2022-09-05 14:00:00,387.615,676.7535,664.8158,654.925
2022-09-05 15:00:00,217.9834,389.4551,388.5367,389.6624
2022-09-05 16:00:00,321.7174,561.1427,563.4691,564.452
2022-09-05 17:00:00,265.1833,439.3166,442.1429,443.9133
