Unnamed: 0,Unnamed: 1,Measured data,Unnamed: 3,Unnamed: 4,Unnamed: 5,Estimated data,Unnamed: 7,Unnamed: 8,Unnamed: 9
Site Time,POA Sensor,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",INV Sum,INV 1,INV 2,INV 3,INV Sum
2022-09-01 00:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 01:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 02:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 03:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 04:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 05:00:00,0,0,0,0,0,0,0,0,0
2022-09-01 06:00:00,1.059895,0,0,0,0,0,0,0,0
2022-09-01 07:00:00,73.09389,105.3359,106.5634,86.97255,298.87185,105.3359,106.5634,86.97255,298.87185
2022-09-01 08:00:00,256.9739,458.9963,471.4153,445.6347,1376.0463,458.9963,471.4153,445.6347,1376.0463
2022-09-01 09:00:00,458.1614,803.9714,811.438,785.5515,2400.9609,803.9714,811.438,785.5515,2400.9609
2022-09-01 10:00:00,727.4863,1217.24,1211.907,1197.089,3626.236,1217.24,1211.907,1197.089,3626.236
2022-09-01 11:00:00,844.7486,1350.79,1338.052,1317.773,4006.615,1350.79,1338.052,1317.773,4006.615
2022-09-01 12:00:00,929.4362,1468.766,1459.578,1458.386,4386.73,1468.766,1459.578,1458.386,4386.73
2022-09-01 13:00:00,862.9345,1387.721,1375.941,1367.559,4131.2210000000005,1387.721,1375.941,1367.559,4131.2210000000005
2022-09-01 14:00:00,844.7954,1301.015,1292.544,1286.521,3880.08,1301.015,1292.544,1286.521,3880.08
2022-09-01 15:00:00,656.7824,1104.806,1107.906,1111.81,3324.522,1104.806,1107.906,1111.81,3324.522
2022-09-01 16:00:00,511.4722,865.824,858.8948,875.051,2599.7698,865.824,858.8948,875.051,2599.7698
2022-09-01 17:00:00,259.4764,418.7646,417.6337,423.6138,1260.0121,418.7646,417.6337,423.6138,1260.0121
2022-09-01 18:00:00,100.3156,151.1947,151.2013,151.107,453.50300000000004,151.1947,151.2013,151.107,453.50300000000004
2022-09-01 19:00:00,22.29454,18.26737,18.78607,17.90411,54.95755,18.26737,18.78607,17.90411,54.95755
2022-09-01 20:00:00,0.4552608,0,0,0,0,0,0,0,0
