Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Active Power","Schneider SmartGen CS1800 Inverter - 1.2, Active Power","Schneider SmartGen CS1800 Inverter - 2.1, Active Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-08-01 00:00:00,,,,,
2023-08-01 01:00:00,,,,,
2023-08-01 02:00:00,,,,,
2023-08-01 03:00:00,,,,,
2023-08-01 04:00:00,,,,,
2023-08-01 05:00:00,,,,,
2023-08-01 06:00:00,,,,,
2023-08-01 07:00:00,,,,,
2023-08-01 08:00:00,,,,,
2023-08-01 09:00:00,,,,,
2023-08-01 10:00:00,,,,,
2023-08-01 11:00:00,,,,,
2023-08-01 12:00:00,,,,,
2023-08-01 13:00:00,,,,,
2023-08-01 14:00:00,,,,,
2023-08-01 15:00:00,,,,,
2023-08-01 16:00:00,,,,,
2023-08-01 17:00:00,,,,,
2023-08-01 18:00:00,,,,,
2023-08-01 19:00:00,,,,,
2023-08-01 20:00:00,,,,,
2023-08-01 21:00:00,,,,,
2023-08-01 22:00:00,,,,,
2023-08-01 23:00:00,,,,,
2023-08-02 00:00:00,,,,,
2023-08-02 01:00:00,,,,,
2023-08-02 02:00:00,,,,,
2023-08-02 03:00:00,,,,,
2023-08-02 04:00:00,,,,,
2023-08-02 05:00:00,,,,,
2023-08-02 06:00:00,,,,,
2023-08-02 07:00:00,,,,,
2023-08-02 08:00:00,,,,,
2023-08-02 09:00:00,,,,,
2023-08-02 10:00:00,,,,,
2023-08-02 11:00:00,,,,,
2023-08-02 12:00:00,,,,,
2023-08-02 13:00:00,,,,,
2023-08-02 14:00:00,,,,,
2023-08-02 15:00:00,,,,,
2023-08-02 16:00:00,,,,,
2023-08-02 17:00:00,,,,,
2023-08-02 18:00:00,,,,,
2023-08-02 19:00:00,,,,,
2023-08-02 20:00:00,,,,,
2023-08-02 21:00:00,,,,,
2023-08-02 22:00:00,,,,,
